"Project.Name","PlatformPortfolio","Action_Obligation_OMB24_GDP22","Action_Obligation_2023","rank_total","rank_2023","TopProject"
"REMOTE SENSING CHEM AGENT","Other Services",40411.8093674151,0,28,23,NA
"REPAIR SHIP AIRCRAFT","Aircraft",28119368.6121409,0,258,273.5,NA
"REPAIR SHIP AIRCRAFT-ARVA","Ships & Submarines",180393.477746385,0,202,131,NA
"REPR & CABLE LAYING SHIP-","Ships & Submarines",78920749.3044187,0,85,131,NA
"REPR SHP LANDING CRAFT-AR","Ships & Submarines",57638.4154298849,0,217,131,NA
"RESCH SHP OCEANOGRAPHIC-A","Facilities and Construction",486061187.256462,0,16,78,NA
"RESCUE & SALVAGE SHIP","Ships & Submarines",28089274.6222068,0,104,131,NA
"RESCUE SHIP SUBMARINE-ASR","Ships & Submarines",16492285.6060944,0,122,131,NA
"RESEARCH SHIP ESCORT-AGDE","Ships & Submarines",3448367.26796036,0,160,131,NA
"RESEARCH SHP TECHNICAL-AG","Ships & Submarines",1306017.01118519,0,171,131,NA
"RF-4C","Aircraft",719580968.211637,0,138,273.5,NA
"RIM 7-H-2 NATO SEA SPARRO","Missile Defense",1471588983.54275,0,20,48.5,NA
"RIM-2 TERRIER","Ships & Submarines",140421.498531425,0,206,131,NA
"RIM-24 TARTER","Ordnance and Missiles",12642894.3940615,0,159,185,NA
"RIM-66 STANDARD MISSILE (","Ordnance and Missiles",580795624.346972,0,56,185,NA
"RIM-66 STANDARD MISSILE(M","Ordnance and Missiles",6297944634.46316,0,11,185,NA
"RIM-67 STANDARD MISSILE(E","Ordnance and Missiles",1897735113.57332,0,34,185,NA
"RIM-85","Missile Defense",6310191.66037576,0,62,48.5,NA
"RMS","Electronics, Comms, & Sensors",388019326.293225,0,69,376.5,NA
"ROCKET LAUNCHER LAU-10","Aircraft",18333695.647548,0,279,273.5,NA
"ROCKET LAUNCHER LAU-68","Electronics, Comms, & Sensors",6806987.73483741,0,368,376.5,NA
"ROCKEYE","Ordnance and Missiles",3405708.62292776,0,200,185,NA
"ROYAL THAI AIR DEF SYS (R","Electronics, Comms, & Sensors",7632200.12201529,0,359,376.5,NA
"RPV (AQUILA)","Aircraft",109176406.48037,0,209,273.5,NA
"RPV (STING RAY)","Aircraft",-884341.601700485,0,459,273.5,NA
"RQ-7 Shadow","Other Services",49102064.0058973,0,9,23,NA
"RQ-7B Shadow Tactical Unmanned Aircraft System (RQ-7B Shadow)","Aircraft",317270386.030535,2220892702.21375,166,61,NA
"RQ-7B Shadow Tactical Unmanned Aircraft System (RQ-7B Shadow)","Other Products",5887258.70886093,11774517.4177219,19,3,"RQ-7B Shadow Tactical Unmanned Aircraft System (RQ-7B Shadow)"
"RQ-7B Shadow Tactical Unmanned Aircraft System (RQ-7B Shadow)","Other R&D and Knowledge Based",3608987.5062873,3608987.5062873,50,19,NA
"RSA DINING FACILITY","Facilities and Construction",1340406097.82086,87126396358.3558,14,8,NA
"RU-21","Aircraft",12509350.4316506,0,287,273.5,NA
"RV-1","Aircraft",1963354.54507015,0,346,273.5,NA
"RV-1","Electronics, Comms, & Sensors",205028.99647423,0,602,376.5,NA
"RV-1","Other Products",460701.218633571,0,33,31.5,NA
"RV-1","Other Services",6294598.74592559,0,16,23,NA
"RV-1","Ships & Submarines",760080.113870867,0,179,131,NA
"S-2 TRACKER","Aircraft",36526575.1729036,0,255,273.5,NA
"S-3 VIKING","Aircraft",2105136897.34446,0,86,273.5,NA
"S-3A","Aircraft",2507559.79823415,0,339,273.5,NA
"S-61R","Aircraft",1980333.76875376,0,345,273.5,NA
"SACDIN","Electronics, Comms, & Sensors",5274383.88200784,0,396,376.5,NA
"SADARM","Ordnance and Missiles",1255422.23258268,0,235,185,NA
"SAFEGUARD","Ships & Submarines",6119274.65562183,0,146,131,NA
"SALVAGE CRAFT TENDER-ARST","Ships & Submarines",186827.967255489,0,201,131,NA
"SALVAGE SHIP-ARS","Ships & Submarines",16293345.1368176,0,123,131,NA
"SAT TERM, ADVANCED MPK UH","Electronics, Comms, & Sensors",1678664.44421163,0,482,376.5,NA
"SATCOM","Electronics, Comms, & Sensors",686416851.298733,0,43,376.5,NA
"SATELLITE COMMUNICATIONS","Space Systems",2169727367.23661,0,12,36.5,NA
"SAWE-RF","Other Products",327144533.769739,0,2,31.5,"SAWE-RF"
"SBIRS HIGH","Space Systems",12337556311.6403,542852477712.172,5,3,"SBIRS HIGH"
"SBN","Ships & Submarines",0,0,229.5,131,NA
"SBP","Ships & Submarines",355207594.181519,0,48,131,NA
"SBR","Space Systems",490714169.847355,490714169.847355,23,11,NA
"SCH","Ships & Submarines",26621307.2482734,0,106,131,NA
"SCOUT","Aircraft",606700401.381996,1213400802.76399,144,65,NA
"SCOUT ASH","Aircraft",70665148.3052486,0,227,273.5,NA
"SCRAPER TRACTOR 15-16 CU","Facilities and Construction",449666.021036138,0,89,78,NA
"SCY","Electronics, Comms, & Sensors",646860820.247852,0,48,376.5,NA
"SCY","Ordnance and Missiles",-28569894.8733934,0,329,185,NA
"SCY","Other R&D and Knowledge Based",160186383.753559,0,11,63,NA
"SCY","Ships & Submarines",3866360302.05589,0,18,131,NA
"SDB","Ordnance and Missiles",2571772733.93821,15430636403.6292,27,14,NA
"SDR","Ships & Submarines",897727566.862677,0,32,131,NA
"SEA NYMPH PROGRAM","Electronics, Comms, & Sensors",76243948.2787136,0,177,376.5,NA
"SEARCHLIGHT AN/VSS-3","Electronics, Comms, & Sensors",337638.37392439,0,578,376.5,NA
"SEB","Ships & Submarines",385110948.275861,0,45,131,NA
"SEC MOB ANTI-JAM REL TAC","Electronics, Comms, & Sensors",711868672.116368,0,41,376.5,NA
"SECT","Electronics, Comms, & Sensors",138173.727635529,0,616.5,376.5,NA
"SEDAN 4 DR 4X2","Land Vehicles",8555899.62972453,0,95,114,NA
"SEEK SKYHOOK","Facilities and Construction",21916726.4917916,0,40,78,NA
"SEJ","Ships & Submarines",356874758.664852,0,47,131,NA
"SEMI TRAILER 20 TON","Land Vehicles",1602202.2410737,0,140,114,NA
"SEP","Ships & Submarines",-347840.394441058,0,237,131,NA
"SERVICE CRAFT","Ships & Submarines",329359487.173158,0,49,131,NA
"SF","Ships & Submarines",0,0,229.5,131,NA
"SFF","Ships & Submarines",5063251.40471275,0,153,131,NA
"SFW","Ordnance and Missiles",758318.973175966,0,250,185,NA
"SGL CHAN ANTI-JAM MANPORT","Electronics, Comms, & Sensors",45345825.1773686,0,213,376.5,NA
"SGT YORK GUN (DIVAD)","Aircraft",1139466.58039294,0,368,273.5,NA
"SH-3D SEA KING","Aircraft",962518026.061699,0,122,273.5,NA
"SH-60 SEAHAWK","Aircraft",8915018070.55483,8915018070.55483,34,49,NA
"SHC","Ships & Submarines",231702.503390408,0,198,131,NA
"SHELTER GENERAL PURPOSE","Electronics, Comms, & Sensors",21771304.5315839,0,281,376.5,NA
"SHELTER SYSTEM M51 CB","Facilities and Construction",91708153.7991608,0,24,78,NA
"SHILLELAGH MISSILE","Aircraft",567562547.016276,2837812735.08138,147,58,NA
"SHIP STORE COMBAT-AFS","Ships & Submarines",118059424.329182,0,71,131,NA
"SHIP STORE-AF","Other Services",19497760.3570852,0,12,23,NA
"SHIP STORE-AF","Ships & Submarines",28553416.5872905,0,103,131,NA
"SHOP EQUIPMENT MAINT TRK","Land Vehicles",11829703.7946715,0,89,114,NA
"SHOP VAN 6 TON M146","Land Vehicles",-5958022.95288937,0,210,114,NA
"SHORTSTOP","Electronics, Comms, & Sensors",26577675.1250215,0,260,376.5,NA
"SIAP","Electronics, Comms, & Sensors",0,0,666,376.5,NA
"SICBM SM INT BALL MSL","Ordnance and Missiles",-606053.57080169,0,319,185,NA
"SICBM SM INT BALL MSL","Other R&D and Knowledge Based",6319230.27401883,0,36,63,NA
"SICBM SM INT BALL MSL","Space Systems",1289517055.01091,0,15,36.5,NA
"SIDEWINDER (AIM-9L) (AF)","Ordnance and Missiles",183529.762112954,0,273,185,NA
"SIDEWINDER (AIM-9L) (N)","Ordnance and Missiles",498672.673481038,0,260,185,NA
"SIDWINGER (AIM-9M) (AF)","Ordnance and Missiles",3388570.3698641,0,201,185,NA
"SIDWINGER (AIM-9M) (N)","Ships & Submarines",1034857.46797512,0,173,131,NA
"SIGHT CREW SRVD WPNS AN/T","Electronics, Comms, & Sensors",21579973.8869529,0,283,376.5,NA
"SIGHT IND SRVD WPNS AN/PV","Electronics, Comms, & Sensors",290179.608715972,0,582,376.5,NA
"SIGHT INDIVIDUAL AN/PVS-4","Electronics, Comms, & Sensors",18672235.9642472,0,294,376.5,NA
"SIGHT THERMAL NIGHT AN/TA","Electronics, Comms, & Sensors",59491275.5965997,0,197,376.5,NA
"SIGHT THERMAL TANK AN/VSG","Ordnance and Missiles",28604861.4302448,0,135,185,NA
"SIGHT TRIPOD MTD AN/TVS-4","Ordnance and Missiles",94910.8260090953,0,289,185,NA
"SIGNAL GENERATOR 2.0-18.0","Electronics, Comms, & Sensors",5518493.56470852,0,386,376.5,NA
"SIGNAL ILLUM GND WS PCHTM","Facilities and Construction",403006.705603626,0,92,78,NA
"SIGNALS ALL TYPES","Ordnance and Missiles",5824567.13774942,0,177,185,NA
"SIMP COLL PROT EQMT, M20","Facilities and Construction",8183781.88730854,0,47,78,NA
"SIMP TEST EQMT - INT COMB","Land Vehicles",4366504.10884749,0,118,114,NA
"SIMULATORS, ALL TYPES","Ordnance and Missiles",113822635.519527,0,98,185,NA
"SINCGARS","Electronics, Comms, & Sensors",7922840905.94608,95074090871.353,4,3,"SINCGARS"
"SJS","Ships & Submarines",0,0,229.5,131,NA
"SJU-17(V) NACES","Aircraft",23053574.0528351,0,268,273.5,NA
"SKM","Ships & Submarines",22790945.488944,0,113,131,NA
"SLJ","Ships & Submarines",45209778.1993424,0,98,131,NA
"SM-6","Missile Defense",3064145358.99302,36769744307.9162,16,12,NA
"SMALL ICBM","Ordnance and Missiles",154458.340507325,0,277,185,NA
"SMART-T","Electronics, Comms, & Sensors",713766212.288948,0,40,376.5,NA
"SOLDIER ENHANCEMENT","Other Products",110117869.215914,0,3,31.5,"SOLDIER ENHANCEMENT"
"SPACE DEF SYSTEM 64406F","Space Systems",135267307.662868,0,29,36.5,NA
"SPACE FENCE INC 1","Electronics, Comms, & Sensors",4379546.03542582,13138638.1062775,411,51,NA
"SPACE HEATER","Facilities and Construction",102371.90084364,0,114,78,NA
"SPACE HEATER","Ships & Submarines",95449.4970987509,0,211,131,NA
"SPACE SHUTTLE 64411F","Space Systems",77697526.8010772,0,34,36.5,NA
"SPADOC","Electronics, Comms, & Sensors",457394280.052678,0,59,376.5,NA
"SPARROW (AIM-7E) (AF)","Ordnance and Missiles",14839.7348200942,0,308,185,NA
"SPARROW (AIM-7F) (N)","Ordnance and Missiles",1692618108.70478,5077854326.11435,38,22,NA
"SPARROW (AIM-7M) (AF)","Ordnance and Missiles",1211834.72949835,0,236,185,NA
"SPARROW (AIM-7M) (N)","Ordnance and Missiles",77903770.7833807,0,108,185,NA
"SPECTRUM ANALYZER","Electronics, Comms, & Sensors",7162428.16925354,0,361,376.5,NA
"SPS","Aircraft",1662175.11612597,0,351,273.5,NA
"SPS","Electronics, Comms, & Sensors",78911349.9532623,0,176,376.5,NA
"SPS","Facilities and Construction",349284579.57413,349284579.57413,18,10,NA
"SPS","Land Vehicles",840914.258772052,0,153,114,NA
"SPS","Ordnance and Missiles",1575555.78095638,0,230,185,NA
"SPS","Other Products",687201.489904755,0,28,31.5,NA
"SPS","Other R&D and Knowledge Based",54504626.8120157,0,20,63,NA
"SPS","Other Services",177472.036251203,0,23,23,NA
"SPS","Ships & Submarines",43676.3192137089,0,221,131,NA
"SPS","Space Systems",912234.94615862,0,52,36.5,NA
"SR-71","Aircraft",280816.785049791,0,411,273.5,NA
"SRAM","Aircraft",372372.336981359,0,395,273.5,NA
"SSC","Ships & Submarines",3624741.88533235,7249483.77066471,158,20,NA
"SSDS","Ships & Submarines",19724177.3204312,0,117,131,NA
"SSGN","Ships & Submarines",153879203.482543,0,64,131,NA
"SSN 21","Ships & Submarines",236897033.925694,0,56,131,NA
"SSN 685","Ships & Submarines",21445.8977272579,0,222,131,NA
"SSN 688","Ships & Submarines",696073519.537881,2784294078.15152,34,13,NA
"SSN 774","Ships & Submarines",78755643008.9443,3859026507438.27,2,2,"SSN 774"
"SSN-21 SEAWOLF CLASS","Ships & Submarines",3311152337.19068,0,20,131,NA
"STAKE 12-16 TON (C/S)","Land Vehicles",251878.722632435,0,175,114,NA
"STANDARD MISSILE 2","Ordnance and Missiles",705739389.680542,0,50,185,NA
"STANDARD MISSILE 2 (SM 2)","Ordnance and Missiles",5316737778.78932,10633475557.5786,13,16,NA
"STARCOM(OTHER)","Electronics, Comms, & Sensors",142011.886736516,0,615,376.5,NA
"STATUS OF FORCES AGREEMENT","Aircraft",56476.6324019986,0,434,273.5,NA
"STATUS OF FORCES AGREEMENT","Electronics, Comms, & Sensors",53790700.7609784,1344767519.02446,206,22,NA
"STATUS OF FORCES AGREEMENT","Facilities and Construction",5828147691.32337,4161297451604.88,7,3,"STATUS OF FORCES AGREEMENT"
"STATUS OF FORCES AGREEMENT","Land Vehicles",2261214.23745449,6783642.71236348,133,17,NA
"STATUS OF FORCES AGREEMENT","Ordnance and Missiles",37627197.9550549,112881593.865165,126,34,NA
"STATUS OF FORCES AGREEMENT","Other Products",427262.534502605,0,34,31.5,NA
"STATUS OF FORCES AGREEMENT","Other R&D and Knowledge Based",172424917.164243,12759443870.154,9,4,"STATUS OF FORCES AGREEMENT"
"STATUS OF FORCES AGREEMENT","Other Services",2728732.15147227,24558589.3632504,18,8,NA
"STATUS OF FORCES AGREEMENT","Ships & Submarines",71083.4488376372,0,215,131,NA
"STD ARMY CND & CTRL SYS S","Electronics, Comms, & Sensors",3485300.53176185,0,432,376.5,NA
"STINGER","Missile Defense",991741931.473722,7933935451.78978,24,15,NA
"STINGER (RMP)  MANPORTABL","Missile Defense",3049184383.47656,0,17,48.5,NA
"STINGRAY","Electronics, Comms, & Sensors",14900662.3783363,0,310,376.5,NA
"STRATEGIC DEFENSE INITIAT","Ordnance and Missiles",617445419.496364,0,55,185,NA
"STRATEGIC SEALIFT","Ships & Submarines",425026.676285944,0,185,131,NA
"STRYKER (IAV)","Land Vehicles",16319775624.5276,375354839364.134,3,3,"STRYKER (IAV)"
"SUBMARINE AUXILARY-AGSS(A","Ships & Submarines",13309347.7120575,0,126,131,NA
"SUBMARINE AUXILARY-AGSS(R","Ships & Submarines",929592.601912252,0,175,131,NA
"SUBMARINE CHASER (110 FT)","Ships & Submarines",3601407.19858453,0,159,131,NA
"SUBMARINE CHASER (173 FT)","Ships & Submarines",12054166.0358929,0,128,131,NA
"SUBMARINE EXPERIMENT SASI","Electronics, Comms, & Sensors",175523.692202637,0,609,376.5,NA
"SUBMARINE FBM-SSBN","Ships & Submarines",638447918.509428,0,36,131,NA
"SUBMARINE GUIDED MISSILE-","Ships & Submarines",136444134.804681,0,68,131,NA
"SUBMARINE NUCLEAR - SSN","Ships & Submarines",14343255792.5324,43029767377.5972,10,10,NA
"SUBMARINE NUCLEAR-SSN","Ships & Submarines",17645209560.7205,0,9,131,NA
"SUBMARINE SS BN-741","Ships & Submarines",18950310.9206132,0,118,131,NA
"SUBMARINE SS GUPPY III","Ships & Submarines",2976546.2482861,0,162,131,NA
"SUBMARINE SS MODERNIZED","Ships & Submarines",446830.56976023,0,184,131,NA
"SUBMARINE SS-WW-II","Ships & Submarines",69563.6048291714,0,216,131,NA
"SUBMARINE SSN-688","Ships & Submarines",3144864614.94737,0,21,131,NA
"SUPPORT SHIP COMBAT FAST-","Ships & Submarines",2172916307.96673,0,25,131,NA
"SURTASS","Electronics, Comms, & Sensors",20170241.7682994,0,288,376.5,NA
"SURTASS (T-AGOS)","Electronics, Comms, & Sensors",107008646.054359,107008646.054359,148,39,NA
"SURTASS SHIP T-AGOS","Ships & Submarines",142827653.642957,0,65,131,NA
"SURVEYING SHIP COASTAL-AG","Ships & Submarines",3796136.22489794,0,157,131,NA
"SURVEYING SHIP LARGE-AGS","Ships & Submarines",937244887.410407,0,30,131,NA
"SURVEYING SHIP MEDIUM-AGS","Ships & Submarines",89811599.6557522,0,79,131,NA
"SURVEYING SHIP SMALL-AGS","Ships & Submarines",326916790.605063,0,50,131,NA
"Stryker Armored Vehicles","Land Vehicles",13407540.3592545,0,84,114,NA
"T-2 BUCKEYE","Aircraft",516589146.675802,0,150,273.5,NA
"T-28 TROJAN","Ordnance and Missiles",921697.192307556,0,246,185,NA
"T-29 FLYING CLASSROOM","Aircraft",243723.102912669,0,414,273.5,NA
"T-33 SHOOTING STAR","Electronics, Comms, & Sensors",6495774.87053389,0,374,376.5,NA
"T-34 MENTOR","Aircraft",1580410442.15303,0,101,273.5,NA
"T-37","Aircraft",646020163.390538,0,142,273.5,NA
"T-38 TALON","Aircraft",1413658516.63793,0,107,273.5,NA
"T-39 SABRELINER","Aircraft",361890657.962964,0,161,273.5,NA
"T-400","Aircraft",24911585.1055361,0,264,273.5,NA
"T-41 MESCALERO","Aircraft",4285053.27659492,0,323,273.5,NA
"T-43","Aircraft",224811607.884964,0,182,273.5,NA
"T-44","Aircraft",56613201.3343273,0,237,273.5,NA
"T-45 GOSHAWK","Aircraft",5917891910.49463,0,50,273.5,NA
"T-45TS","Aircraft",4567081366.72085,0,61,273.5,NA
"T-46A","Aircraft",7064983.58975605,0,304,273.5,NA
"T-53","Aircraft",166889684.761564,0,194,273.5,NA
"T-55","Aircraft",41462348.6928552,0,249,273.5,NA
"T-56","Aircraft",3223120126.02964,0,70,273.5,NA
"T-58","Aircraft",1049796867.8615,0,120,273.5,NA
"T-63","Aircraft",23733840.0503564,0,266,273.5,NA
"T-64","Aircraft",351586788.169353,0,163,273.5,NA
"T-700","Aircraft",1522658380.5906,0,103,273.5,NA
"T-76","Aircraft",1546968.27601907,0,356,273.5,NA
"T-800","Aircraft",292753867.573964,0,170,273.5,NA
"T-AKE","Ships & Submarines",416271274.991169,0,44,131,NA
"T-AO 187 OILER","Ships & Submarines",222674.794356462,0,199,131,NA
"TA-312/PT FIELD TELEPHONE","Electronics, Comms, & Sensors",27825520.5907619,0,256,376.5,NA
"TA-4 SKYHAWK","Aircraft",6308680.6209977,0,309,273.5,NA
"TACFIRE","Electronics, Comms, & Sensors",693305.92922674,0,541,376.5,NA
"TACIT RAINBOW (JGL)","Ordnance and Missiles",198700.321388396,0,272,185,NA
"TACIT RAINBOW MISSILE","Ordnance and Missiles",729278.116479633,0,251,185,NA
"TACSATCOM","Electronics, Comms, & Sensors",10582058.5569374,0,337,376.5,NA
"TACTAS","Electronics, Comms, & Sensors",86526.1845620282,0,638,376.5,NA
"TACTICAL CONTROL SYSTEM","Electronics, Comms, & Sensors",24799265.033128,0,268,376.5,NA
"TACTICAL TOMAHAWK","Ordnance and Missiles",8525920879.83335,383666439592.501,9,7,"TACTICAL TOMAHAWK"
"TACTICAL UAV","Aircraft",11030780201.7594,88246241614.075,25,30,NA
"TANK (FUEL SVC) M131 SEMI","Land Vehicles",4703103.71077533,0,116,114,NA
"TANK FUEL 5,000 GAL XM438","Land Vehicles",4924961.95556584,0,111,114,NA
"TANK FUEL R-9 5000 GAL","Land Vehicles",27736016.2263177,0,66,114,NA
"TANK LIQUID NITROGEN C-5","Land Vehicles",4852188.12384406,0,113,114,NA
"TANK WATER 4,000 GAL M149","Land Vehicles",3997191.26212247,0,121,114,NA
"TANK WATER 400 GAL M149 T","Land Vehicles",3346246.6076721,0,123,114,NA
"TBMCS","Electronics, Comms, & Sensors",346839207.237565,1040517621.7127,76,25,NA
"TC-4 ACADEME","Aircraft",47255093.157085,0,246,273.5,NA
"TCAIMS II","Electronics, Comms, & Sensors",402514.874352263,0,570,376.5,NA
"TD-660 MULTIPLEXER","Electronics, Comms, & Sensors",4344783.85857745,0,413,376.5,NA
"TDC","Electronics, Comms, & Sensors",104700484.826453,0,151,376.5,NA
"TEAMMATE","Electronics, Comms, & Sensors",21425.1669995766,0,658,376.5,NA
"TELEPORT","Space Systems",20289497.1584789,0,43,36.5,NA
"TENDER DESTROYER-AD","Ships & Submarines",55383763.3148557,0,92,131,NA
"TENDER SEAPLANE SMALL-AVP","Ships & Submarines",143244.90679523,0,205,131,NA
"TENDER SEAPLANE-AV","Other Products",61410.5456157907,0,48,31.5,NA
"TENDER SUB (NON-FBM)-AS","Ships & Submarines",13650931.0222597,0,125,131,NA
"TENDER SUBMARINE (FBM)-AS","Ships & Submarines",54228814.2217364,0,93,131,NA
"TEST EQUIPMENT MOD TEMOD","Electronics, Comms, & Sensors",53919137.4869813,0,205,376.5,NA
"TEST SET AIR DATA COMPUTE","Electronics, Comms, & Sensors",1642779.08043138,0,486,376.5,NA
"TEST SET RCVR  CTRL ALM19","Electronics, Comms, & Sensors",1388641.01808398,0,495,376.5,NA
"TEST SET TTU 205 C/E","Electronics, Comms, & Sensors",10164459.8530494,0,340,376.5,NA
"TF-30","Aircraft",789007764.049016,0,135,273.5,NA
"TF-33","Aircraft",1461416735.26236,0,105,273.5,NA
"TF-34","Aircraft",832448611.092905,0,133,273.5,NA
"TF-39","Aircraft",2050005214.03576,0,88,273.5,NA
"TF-41","Aircraft",-6380009.43775684,0,462,273.5,NA
"TH-55 OSAGE","Aircraft",201385.119759508,0,416,273.5,NA
"THAAD","Missile Defense",243600810.651115,0,35,48.5,NA
"THAAD-THEATER HIGH ALT AI","Missile Defense",11834012470.8813,0,6,48.5,"THAAD-THEATER HIGH ALT AI"
"THIRD GEN NV SYSTEM","Electronics, Comms, & Sensors",28388974.7471426,0,254,376.5,NA
"TITAN IV","Space Systems",393307249.488141,0,25,36.5,NA
"TITAN IV LAUNCH VEH PROGR","Space Systems",17781807151.9052,0,3,36.5,"TITAN IV LAUNCH VEH PROGR"
"TMIP","Electronics, Comms, & Sensors",131568.656662061,0,619,376.5,NA
"TMIP","Facilities and Construction",25567.242500287,0,125,78,NA
"TMIP","Other Products",382878.121044313,0,35,31.5,NA
"TMIP","Other R&D and Knowledge Based",1014019.91533647,0,72,63,NA
"TMIP","Other Services",125209.417753764,0,24,23,NA
"TNK & AUTO TECH","Land Vehicles",754252356.24766,0,24,114,NA
"TOMAHAWK","Ordnance and Missiles",102312680.612365,0,105,185,NA
"TOMAHAWK STRIKE COOR MDLE (TSCM)","Ordnance and Missiles",15392793.4481169,0,152,185,NA
"TOMHWK STRIKE COOR MDLE (","Ordnance and Missiles",485294.73326779,0,261,185,NA
"TOOL OUTFIT HYD REPAIR","Facilities and Construction",1396682.76597697,0,71,78,NA
"TOW","Ordnance and Missiles",893722913.850245,8937229138.50245,44,18,NA
"TOW 2","Ordnance and Missiles",618750532.438896,4331253727.07227,54,23,NA
"TOW BAR CLASS I","Aircraft",357108.721345238,0,399,273.5,NA
"TOW FLIGHTLINE","Aircraft",66731943.0447095,0,228,273.5,NA
"TOW FLIGHTLINE","Facilities and Construction",2971293.34864588,0,61,78,NA
"TOW FLIGHTLINE","Land Vehicles",43590382.5137282,0,60,114,NA
"TOW-2 TB-LH,OP-TRK,WG ANT","Ordnance and Missiles",540854289.821267,0,58,185,NA
"TOWED SONAR ARRAY","Electronics, Comms, & Sensors",329624381.396649,0,80,376.5,NA
"TR-155 BQ TRANSDUCER ELEM","Ships & Submarines",4417730.21010528,0,154,131,NA
"TRAC2ES","Other R&D and Knowledge Based",43581.7441459603,0,97,63,NA
"TRACKWOLF HF SYSTEM","Other Products",108935626.060371,0,4,31.5,"TRACKWOLF HF SYSTEM"
"TRACTOR 10 TON 6X6 M123(T","Land Vehicles",224397.826476599,0,177,114,NA
"TRACTOR 22 1/2 TON 8X8 XM","Land Vehicles",24694082.4270161,0,67,114,NA
"TRACTOR 32,000 GVW","Facilities and Construction",89988981.5894687,0,25,78,NA
"TRACTOR 5 TON","Facilities and Construction",69086.8638177645,0,120,78,NA
"TRACTOR M915 50,000 LB","Land Vehicles",325009445.773005,0,41,114,NA
"TRACTOR M915A2/M916A LINE","Land Vehicles",22918688.9184027,0,70,114,NA
"TRAILERS","Land Vehicles",118757730.984591,0,49,114,NA
"TRAINER SHERDN WPN SYS XM","Land Vehicles",381896.830548198,0,168,114,NA
"TRANSPORT AUXILARY ACFT-A","Ships & Submarines",5723702.35601396,0,147,131,NA
"TRANSPORT COASTAL SMALL-A","Ships & Submarines",9691055.09282664,0,135,131,NA
"TRANSPORT-AP","Ships & Submarines",62757423.2586487,0,89,131,NA
"TRIDENT","Ships & Submarines",5310886840.76181,0,16,131,NA
"TRIDENT II MISSILE","Ordnance and Missiles",50710626865.0135,27992266029487.5,2,2,"TRIDENT II MISSILE"
"TRIDENT II SUB","Ordnance and Missiles",391571608.632537,783143217.265074,66,30,NA
"TRIDENT SUB","Ships & Submarines",17220218.6358226,17220218.6358226,121,17,NA
"TRUCK CONCRETE","Land Vehicles",-155103.772670598,0,205,114,NA
"TRUCKS 10T","Land Vehicles",117593122.802143,0,50,114,NA
"TRUCKS 2 1/2T","Land Vehicles",111326918.207091,0,52,114,NA
"TRUCKS 5T","Land Vehicles",4457301713.1724,0,12,114,NA
"TRUCKS <1T","Land Vehicles",107561406.536165,0,53,114,NA
"TRUCKS >10T","Land Vehicles",452417156.099762,0,33,114,NA
"TSAT","Space Systems",0,0,57.5,36.5,NA
"TSEC HYL-3/4","Electronics, Comms, & Sensors",539911.300420094,0,556,376.5,NA
"TSEC/KG-23","Electronics, Comms, & Sensors",1166681.02956353,0,506,376.5,NA
"TSEC/KY-57","Electronics, Comms, & Sensors",-719014.879838438,0,684,376.5,NA
"TT-624 (A)(V) TELEPRNTR","Aircraft",730191.792363411,0,378,273.5,NA
"TT-624 (A)(V) TELEPRNTR","Electronics, Comms, & Sensors",497061.296127538,0,563,376.5,NA
"TUG HARBOR LGE YTB","Ships & Submarines",98156317.503094,0,77,131,NA
"TUG OCEAN FLEET-ATF","Ships & Submarines",61246091.1602751,0,90,131,NA
"TUG SALVAGE ATS","Ships & Submarines",18861312.351942,0,119,131,NA
"TURBOFAN ENGINES","Aircraft",205371508.44116,0,186,273.5,NA
"TYPE 15 PERISCOPE","Facilities and Construction",-333452.848491203,0,141,78,NA
"TYPE 18 PERISCOPE","Ships & Submarines",88842826.3370585,0,81,131,NA
"U S ROLAND","Missile Defense",1640776.94381933,0,70,48.5,NA
"U-1 OTTER","Aircraft",841481.933202284,0,373,273.5,NA
"U-2","Aircraft",2292435865.97379,2292435865.97379,83,60,NA
"U-21 UTE","Aircraft",1153959.31496089,0,367,273.5,NA
"U-3","Aircraft",109314.236160127,0,423,273.5,NA
"U-4 AERO COMMANDER","Aircraft",-212116.621808521,0,457,273.5,NA
"U-5","Aircraft",99376.5783273878,0,424,273.5,NA
"U-6 BEAVER","Aircraft",81739396.125991,0,223,273.5,NA
"U-8 SEMINOLE","Aircraft",368160.866878057,0,397,273.5,NA
"UAV HUNTER (SHORT RANGE U","Aircraft",91236935.2328192,0,216,273.5,NA
"UGM-27 POLARIS","Missile Defense",4793711.59738134,0,65,48.5,NA
"UGM-96 TRIDENT","Ordnance and Missiles",33511291823.2492,0,3,185,"UGM-96 TRIDENT"
"UH-1 IROQUOIS","Aircraft",2562923622.34909,0,79,273.5,NA
"UH-19 CHICKASAW","Aircraft",19379611.0037566,0,276,273.5,NA
"UH-1N REPLACEMENT","Aircraft",847595032.844264,4237975164.22132,131,55,NA
"UH-2","Aircraft",6948206.92991732,0,306,273.5,NA
"UH-2 SEASPRITE","Aircraft",1167621973.94615,0,114,273.5,NA
"UH-3H","Aircraft",42369639.8719857,0,248,273.5,NA
"UH-60 BLACKHAWK UTTAS","Aircraft",18969018600.0776,0,19,273.5,NA
