"Project.Name","PlatformPortfolio","agg_val","agg_val_recent","TopProjectTest_rank_total","TopProjectTest_rank_recent","TopProjectTest"
"SIGHT IND SRVD WPNS AN/PV","Electronics, Comms, & Sensors",290179.608715972,0,582,361,NA
"442","Facilities and Construction",287817.064279263,-20980.1314364498,95,141,NA
"469","Electronics, Comms, & Sensors",285400.897309604,0,583,361,NA
"SR-71","Aircraft",280816.785049791,0,411,252.5,NA
"WRECKER 4X4 M553(GOER)","Land Vehicles",278881.025182736,0,173,110,NA
"AN/BQH-4 (SSEP)","Electronics, Comms, & Sensors",275966.896524976,0,584,361,NA
"2GSQ","Electronics, Comms, & Sensors",274397.153021974,0,585,361,NA
"JSTARS RECAP","Electronics, Comms, & Sensors",273179.058702056,0,586,361,NA
"AN/APS-88","Electronics, Comms, & Sensors",269074.957488037,0,587,361,NA
"AIR CARGO MATERIALS HAND","Land Vehicles",267619.497347602,0,174,110,NA
"AN/TTC-39","Electronics, Comms, & Sensors",267268.485784518,0,588,361,NA
"PHYSICAL SECURITY SYSTEMS","Facilities and Construction",266010.347085434,0,96,77,NA
"CX-4566 A/G CABLE ASSEMBL","Electronics, Comms, & Sensors",265045.996867326,0,589,361,NA
"AMPHIBIOUS 60 TON LARC","Ships & Submarines",263969.305146506,0,196,128.5,NA
"GGU-71A OBOGS OXY CONCENT","Aircraft",261097.508111056,0,412,252.5,NA
"C-133 CARGOMASTER","Aircraft",260508.385451811,0,413,252.5,NA
"FWD AREA ALRT RDR-FAAR","Ordnance and Missiles",255211.758337913,0,268,177.5,NA
"3HXG","Other R&D and Knowledge Based",254910.510877621,0,88,59.5,NA
"421","Electronics, Comms, & Sensors",254577.731525185,0,590,361,NA
"EB-66 ACFT (DESTROYER)","Ships & Submarines",253318.500665137,0,197,128.5,NA
"STAKE 12-16 TON (C/S)","Land Vehicles",251878.722632435,0,175,110,NA
"MK37 TORPEDO","Ordnance and Missiles",249834.028617814,0,269,177.5,NA
"AN/APA-92","Electronics, Comms, & Sensors",248353.504928684,0,591,361,NA
"ESGN TEST EQUIP","Electronics, Comms, & Sensors",248141.770866428,0,592,361,NA
"AIR DEFENSE TARGETS","Missile Defense",246035.455557933,0,73,46,NA
"T-29 FLYING CLASSROOM","Aircraft",243723.102912669,0,414,252.5,NA
"ATM","Land Vehicles",242788.194532892,0,176,110,NA
"2B-24 SYNTHETIC FLIGHT TR","Electronics, Comms, & Sensors",239733.501173735,0,593,361,NA
"SHC","Ships & Submarines",231702.503390408,0,198,128.5,NA
"ECHELON ABOVE CORPS COMMS","Electronics, Comms, & Sensors",228713.875285903,0,594,361,NA
"TRACTOR 10 TON 6X6 M123(T","Land Vehicles",224397.826476599,0,177,110,NA
"T-AO 187 OILER","Ships & Submarines",222674.794356462,0,199,128.5,NA
"CRU-99A OBOGS OXYGEN MONI","Other Products",220932.754241698,0,39,31.5,NA
"511","Electronics, Comms, & Sensors",220488.067470875,0,595,361,NA
"GIH","Electronics, Comms, & Sensors",220197.410289522,0,596,361,NA
"DMLSS","Facilities and Construction",216155.831908547,0,97,77,NA
"NCES","Facilities and Construction",215879.556603799,0,98,77,NA
"FLARE MJU-10","Missile Defense",215032.121417789,0,74,46,NA
"AN/APQ-119","Electronics, Comms, & Sensors",214936.909655267,0,597,361,NA
"CRASH P-4","Facilities and Construction",213017.830104774,0,99,77,NA
"AN/PPS-15","Electronics, Comms, & Sensors",212961.712922982,0,598,361,NA
"JADC2","Electronics, Comms, & Sensors",212916.545901326,0,599,361,NA
"DADS","Ordnance and Missiles",212905.231190398,0,270,177.5,NA
"GCSS-CC/JTF","Electronics, Comms, & Sensors",208821.92616497,0,600,361,NA
"AN/SLR-13","Electronics, Comms, & Sensors",208690.814487514,0,601,361,NA
"MOBILE ARRESTING BARRIERS","Other Services",207950.431941738,0,22,20,NA
"MK42 MOD-9 5.54 GUN MOUNT","Ordnance and Missiles",207189.716336266,0,271,177.5,NA
"RV-1","Electronics, Comms, & Sensors",205028.99647423,0,602,361,NA
"JT3D-3","Aircraft",202907.333390674,0,415,252.5,NA
"TH-55 OSAGE","Aircraft",201385.119759508,0,416,252.5,NA
"TACIT RAINBOW (JGL)","Ordnance and Missiles",198700.321388396,0,272,177.5,NA
"2GEB","Electronics, Comms, & Sensors",198283.210318149,0,603,361,NA
"466","Facilities and Construction",198024.364457797,0,100,77,NA
"NTCSS","Facilities and Construction",196256.884985125,0,101,77,NA
"CHCS II","Other Products",196120.294453382,0,40,31.5,NA
"2GNR","Electronics, Comms, & Sensors",195192.689238363,0,604,361,NA
"MQM-40/42 REDHEAD/ROADRUN","Aircraft",194778.09352168,0,417,252.5,NA
"AV-8A","Aircraft",191718.209184705,0,418,252.5,NA
"AN/PRC-90 SURVIVAL RADIO","Electronics, Comms, & Sensors",188815.498822037,0,605,361,NA
"1HYA","Electronics, Comms, & Sensors",188688.501050683,0,606,361,NA
"AN/DKT-26/27/36","Ships & Submarines",188069.795948359,0,200,128.5,NA
"CRUSADER","Land Vehicles",187147.968341052,0,178,110,NA
"SALVAGE CRAFT TENDER-ARST","Ships & Submarines",186827.967255489,0,201,128.5,NA
"FORKLIFT 4000 LB","Facilities and Construction",184917.806577444,0,102,77,NA
"SIDEWINDER (AIM-9L) (AF)","Ordnance and Missiles",183529.762112954,0,273,177.5,NA
"BTLFLD DIGITALIZATION","Electronics, Comms, & Sensors",181724.997147467,0,607,361,NA
"PEACE QUIET","Other R&D and Knowledge Based",181624.60517593,0,89,59.5,NA
"REPAIR SHIP AIRCRAFT-ARVA","Ships & Submarines",180393.477746385,0,202,128.5,NA
"DIAMOND","Electronics, Comms, & Sensors",179926.746784933,0,608,361,NA
"SPS","Other Services",177472.036251203,0,23,20,NA
"BREAK BULK CONT 34 TON","Facilities and Construction",176629.678471441,0,103,77,NA
"AUTO TEST SUPPORT SYS","Other R&D and Knowledge Based",175741.634693355,0,90,59.5,NA
"SUBMARINE EXPERIMENT SASI","Electronics, Comms, & Sensors",175523.692202637,0,609,361,NA
"LNT 5/ INERT NAV AID","Electronics, Comms, & Sensors",174940.001573494,0,610,361,NA
"AN/APN-153 DOPPLER","Electronics, Comms, & Sensors",173812.347001607,0,611,361,NA
"A-7E","Aircraft",171622.441167254,0,419,252.5,NA
"2GMQ","Ships & Submarines",168372.197287558,0,203,128.5,NA
"BSM ENERGY","Facilities and Construction",168224.740076564,0,104,77,NA
"Defense Enterprise Office Solution (DEOS)","Other R&D and Knowledge Based",167976.052625256,0,91,59.5,NA
"1CRN","Facilities and Construction",166946.861761927,0,105,77,NA
"MPS","Aircraft",166726.939010673,0,420,252.5,NA
"ACWS","Other Products",165744.895701254,40686.6637179863,41,5,"ACWS"
"XAGM-22 (SS-11) MSL SYS","Ordnance and Missiles",163121.761791944,0,274,177.5,NA
"M128 MINE DISPENSER","Ordnance and Missiles",159618.030521237,0,275,177.5,NA
"NTCSS","Electronics, Comms, & Sensors",159057.109162569,0,612,361,NA
"FWD AREA ALRT RDR-FAAR","Electronics, Comms, & Sensors",158681.428750743,0,613,361,NA
"38 CAL ALL TYPES","Ordnance and Missiles",155445.44358997,0,276,177.5,NA
"MINE CLEARING LINE CHG MI","Land Vehicles",155239.070585613,0,179,110,NA
"SMALL ICBM","Ordnance and Missiles",154458.340507325,0,277,177.5,NA
"FORK LIFT 6000 LB","Facilities and Construction",153526.364039477,0,106,77,NA
"AN/USM-207 FREQ MEASUR SE","Facilities and Construction",151910.716809479,0,107,77,NA
"M650 E5 8""","Ordnance and Missiles",151607.284488983,0,278,177.5,NA
"AN/GRC-144 RADIO","Electronics, Comms, & Sensors",148527.596581747,0,614,361,NA
"NAVY ERP","Ships & Submarines",146265,0,204,128.5,NA
"PCTE","Facilities and Construction",145216.378753088,0,108,77,NA
"BSM","Ordnance and Missiles",144948.910663107,0,279,177.5,NA
"INDUSTRIAL WHEELED","Facilities and Construction",144202.351250253,0,109,77,NA
"AQM-41 PETREL","Aircraft",143930.966287009,0,421,252.5,NA
"TENDER SEAPLANE SMALL-AVP","Ships & Submarines",143244.90679523,0,205,128.5,NA
"STARCOM(OTHER)","Electronics, Comms, & Sensors",142011.886736516,0,615,361,NA
"R-1820","Aircraft",141114.741224891,0,422,252.5,NA
"RIM-2 TERRIER","Ships & Submarines",140421.498531425,0,206,128.5,NA
"AN/APQ-114 ATTACK","Electronics, Comms, & Sensors",138173.727635529,0,616.5,361,NA
"SECT","Electronics, Comms, & Sensors",138173.727635529,0,616.5,361,NA
"CRUISER HEAVY-CA","Ships & Submarines",137139.678091795,0,207,128.5,NA
"M 32-60A","Land Vehicles",135152.146525247,0,180,110,NA
"MANEUVER CONTROL SYSTEM (","Electronics, Comms, & Sensors",134350.131514424,0,618,361,NA
"AMPHIBIOUS 5 TON LARC","Land Vehicles",134335.568534542,0,181,110,NA
"CBDP","Land Vehicles",134204.064028127,0,182,110,NA
"TMIP","Electronics, Comms, & Sensors",131568.656662061,0,619,361,NA
"AN/DVG-2 RANGE FINDER LAS","Electronics, Comms, & Sensors",130722.65434198,0,620,361,NA
"479","Electronics, Comms, & Sensors",128976.919018479,128976.919018479,621,35,NA
"E-O BOMB GUIDANCE KIT","Ordnance and Missiles",128578.329883062,0,280,177.5,NA
"MK42 MOD-7 GUN MOUNT","Ordnance and Missiles",128373.9640698,0,281,177.5,NA
"VAST","Electronics, Comms, & Sensors",126363.168630324,0,622,361,NA
"Advanced Pilot Training (APT)","Other R&D and Knowledge Based",125281.229575127,0,92,59.5,NA
"TMIP","Other Services",125209.417753764,0,24,20,NA
"45 CAL M1911 BALL","Ordnance and Missiles",124972.352452945,0,282,177.5,NA
"JTIDS (ARMY)","Electronics, Comms, & Sensors",124963.857731915,0,623,361,NA
"Defense Enterprise Office Solution (DEOS)","Other Products",124587.149879475,0,42,31.5,NA
"NCES","Ordnance and Missiles",123303.958877818,0,283,177.5,NA
"WAM (WWMCCS/WIS)","Electronics, Comms, & Sensors",122522.991011691,0,624,361,NA
"LIFT MJ-1B","Facilities and Construction",121717.419574254,0,110,77,NA
"DMLSS","Other Services",120396.182462881,0,25,20,NA
"AN/BSY-1","Electronics, Comms, & Sensors",120118.051183569,0,625,361,NA
"REMOTE SENSING CHEM AGENT","Electronics, Comms, & Sensors",119136.728759665,0,626,361,NA
"PHYSICAL SECURITY SYSTEMS","Ordnance and Missiles",118092.181402927,0,284,177.5,NA
"AN/GRA-114","Electronics, Comms, & Sensors",117264.362426318,0,627,361,NA
"INTEGRATED MET SYS SENSOR","Electronics, Comms, & Sensors",116177.434711787,0,628,361,NA
"INTGR FAMILY OF TEST EQUI","Ordnance and Missiles",115976.288051478,0,285,177.5,NA
"AN/TRQ-35(V)","Electronics, Comms, & Sensors",115521.003611372,0,629,361,NA
"XMQR-13","Missile Defense",115144.773029608,0,75,46,NA
"MK-56 ROCKET MOTOR","Land Vehicles",114389.703764309,0,183,110,NA
"DSSCS DEF SPEC SECUR COM","Electronics, Comms, & Sensors",114209.485472226,0,630,361,NA
"LOADER A/C 40K","Other Products",113526.678508848,0,43,31.5,NA
"Joint Operational Medicine Information Systems (OMIS)","Facilities and Construction",113356.510069754,0,111,77,NA
"ELECTRONIC DECEPTION SYST","Electronics, Comms, & Sensors",113252.75182622,0,631,361,NA
"FMU-113/B","Ordnance and Missiles",113085.196798826,0,286,177.5,NA
"1HDO","Land Vehicles",111585.199837032,0,184,110,NA
"MINESWEEPER AUXILARY-MSA","Ships & Submarines",111301.767726674,0,208,128.5,NA
"DADS","Facilities and Construction",110791.425080618,0,112,77,NA
"U-3","Aircraft",109314.236160127,0,423,252.5,NA
"2GMQ","Electronics, Comms, & Sensors",108590.963705448,0,632,361,NA
"ATS","Other Products",108493.88646492,0,44,31.5,NA
"AN/UGC-25 TELGRPH/TELTYPE","Electronics, Comms, & Sensors",108141.404449021,0,633,361,NA
"FWD AREA AD CMD,CTRL&INT","Ordnance and Missiles",107616.51094197,0,287,177.5,NA
"1GIM","Land Vehicles",107560.685568464,0,185,110,NA
"MINESWEEPER FLEET-MSF","Ships & Submarines",106720.338883883,0,209,128.5,NA
"CMM","Ordnance and Missiles",105139.17535711,0,288,177.5,NA
"MQ-1C Gray Eagle","Facilities and Construction",104654.515631598,0,113,77,NA
"474","Other R&D and Knowledge Based",102772.034809861,0,93,59.5,NA
"SPACE HEATER","Facilities and Construction",102371.90084364,0,114,77,NA
"GCSS-A INC 1","Land Vehicles",99803.064915354,0,186,110,NA
"U-5","Aircraft",99376.5783273878,0,424,252.5,NA
"AN/ALQ-100 ECM","Electronics, Comms, & Sensors",97873.0570751664,0,634,361,NA
"AN/WRR-7","Electronics, Comms, & Sensors",97677.1943784593,0,635,361,NA
"2000 KW SSTG","Ships & Submarines",97389.04676084,0,210,128.5,NA
"AN/APQ-102 RADAR SYS","Missile Defense",95930.3509367284,0,76,46,NA
"SPACE HEATER","Ships & Submarines",95449.4970987509,0,211,128.5,NA
"SIGHT TRIPOD MTD AN/TVS-4","Ordnance and Missiles",94910.8260090953,0,289,177.5,NA
"MK-121 TGT IDENT","Ordnance and Missiles",94034.8979741795,0,290,177.5,NA
"BRIDGE FLOAT RIBBON INT B","Land Vehicles",93922.8340163614,0,187,110,NA
"DTS","Facilities and Construction",93028.5097230143,0,115,77,NA
"CORPS/THEATER ADP SVC CTR","Electronics, Comms, & Sensors",92966.3291828,0,636,361,NA
"NH-41 SENECA","Aircraft",91835.2206369402,0,425,252.5,NA
"A-6E / A-6 UPGRADE","Aircraft",90336.7596932388,0,426,252.5,NA
"DCAPES","Ordnance and Missiles",90017.1375213089,0,291,177.5,NA
"NCES","Other Services",89862.529029402,0,26,20,NA
"NEMAIS","Other Services",89688.0704995394,0,27,20,NA
"25MM AMMUNITION ALL TYPES","Ordnance and Missiles",89444.6205447314,0,292,177.5,NA
"DPPS","Ordnance and Missiles",89437.2963541873,0,293,177.5,NA
"AUTO TEST SUPPORT SYS","Facilities and Construction",88677.1179056582,0,116,77,NA
"N78","Electronics, Comms, & Sensors",87279.900924623,0,637,361,NA
"PATROL AIR CSHN VEHICLE-P","Ships & Submarines",86887.2064313046,0,212,128.5,NA
"TACTAS","Electronics, Comms, & Sensors",86526.1845620282,0,638,361,NA
"BUS 28 PAX","Land Vehicles",86358.5797722057,0,188,110,NA
"OMEGA (SHORE)","Electronics, Comms, & Sensors",84932.5391717472,0,639,361,NA
"NSIPS","Facilities and Construction",84912.5052592066,0,117,77,NA
"105MM GUN M68","Ordnance and Missiles",84439.5002217122,0,294,177.5,NA
"120MM CTG TANK","Ordnance and Missiles",83159.6317503166,0,295,177.5,NA
"ACWS","Ordnance and Missiles",82618.2145439459,0,296,177.5,NA
"AN/TRN-30 V-1","Electronics, Comms, & Sensors",82608.304041477,0,640,361,NA
"UTILITY 1/4 TON 4X4 ABT","Land Vehicles",82369.3787518869,0,189,110,NA
"2GRR","Other R&D and Knowledge Based",82138.4362257294,0,94,59.5,NA
"AN/MES-T1 RADAR SETS","Missile Defense",81488.794228458,0,77,46,NA
"AN/BRD-4","Electronics, Comms, & Sensors",80545.7715576255,0,641,361,NA
"INDUSTRIAL(WHEELED)MEDIUM","Land Vehicles",79937.2783973226,0,190,110,NA
"15 KW","Aircraft",79501.2626619102,0,427,252.5,NA
"1250 KW TURBINE","Ships & Submarines",78682.2615702318,0,213,128.5,NA
"3HXX","Aircraft",78593.5359779919,0,428,252.5,NA
"<60 KW","Other Products",77723.9091509552,0,45,31.5,NA
"2SIP","Ships & Submarines",77660.8486312571,0,214,128.5,NA
"EX-41 VLS COVER VERT LNCH","Ordnance and Missiles",76763.1820197384,0,297,177.5,NA
"AN/APQ-161","Aircraft",76322.6357716614,0,429,252.5,NA
"AN/MLQ-34 COUNTERMEASURES","Facilities and Construction",76290.4575651147,76290.4575651147,118,12,NA
"Air Force Integrated Personnel and Pay System Increment 1 (AFIPPS Inc 1)","Facilities and Construction",75866.7911442461,0,119,77,NA
"FIRE SPT ADA CONVERSION","Land Vehicles",75139.1425017947,0,191,110,NA
"0-1 BIRD DOG","Aircraft",74041.4477456499,0,430,252.5,NA
"PHYSICAL SECURITY SYSTEMS","Other Products",73341.2361844316,0,46,31.5,NA
"9 MM HANDGUN","Ordnance and Missiles",73316.8728132277,0,298,177.5,NA
"PEACE QUIET","Ordnance and Missiles",72405.8053593241,0,299,177.5,NA
"AN/TRC-110 RADIO","Electronics, Comms, & Sensors",71967.077223465,0,642,361,NA
"GCSS-A INC 1","Ordnance and Missiles",71501.4955143687,71501.4955143687,300,28,NA
"STATUS OF FORCES AGREEMENT","Ships & Submarines",71083.4488376372,0,215,128.5,NA
"MODERNIZATION","Other Products",70313.3403058548,0,47,31.5,NA
"0-300D","Aircraft",69563.6048291714,0,431,252.5,NA
"SUBMARINE SS-WW-II","Ships & Submarines",69563.6048291714,0,216,128.5,NA
"TRACTOR 5 TON","Facilities and Construction",69086.8638177645,0,120,77,NA
"FMU-130","Ordnance and Missiles",68544.4141498063,0,301,177.5,NA
"1HYA","Land Vehicles",65250.9473370834,0,192,110,NA
"DPPS","Aircraft",64448.2904639163,0,432,252.5,NA
"CDL","Other R&D and Knowledge Based",64322.010029528,0,95,59.5,NA
"ARMORED MORTAR SYSTEM","Electronics, Comms, & Sensors",63776.8808967661,0,643,361,NA
"AN/SLQ-19","Electronics, Comms, & Sensors",63329.6251662842,0,644,361,NA
"HYDRAULIC TEST STAND MK-3","Electronics, Comms, & Sensors",62486.9887401787,0,645,361,NA
"1HDO","Aircraft",62101.6422127005,0,433,252.5,NA
"PP-1451/G ELEC POWER SUPP","Electronics, Comms, & Sensors",61658.1438618252,0,646,361,NA
"TENDER SEAPLANE-AV","Other Products",61410.5456157907,0,48,31.5,NA
"MODERNIZATION","Facilities and Construction",61010.2185594305,0,121,77,NA
"MD-4","Electronics, Comms, & Sensors",60830.5931638134,0,647,361,NA
"NV LASER SYSTEMS","Other R&D and Knowledge Based",60333.2527445785,0,96,59.5,NA
"AN/SYA-12 GARD","Electronics, Comms, & Sensors",59625.9469964326,0,648,361,NA
"LAUNCH SHIP SATELLITE-AGS","Space Systems",59617.3547799075,0,56,34,NA
"NON-SYSTEM TRAINING DEVIC","Land Vehicles",58657.1090550997,0,193,110,NA
"CAC2S INC 1","Electronics, Comms, & Sensors",58043.5875104886,0,649,361,NA
"39A","Electronics, Comms, & Sensors",57870.9462162625,0,650,361,NA
"REPR SHP LANDING CRAFT-AR","Ships & Submarines",57638.4154298849,0,217,128.5,NA
"AN/VVG-2 RANGE FINDER LAS","Electronics, Comms, & Sensors",57572.3865148038,0,651,361,NA
"NATO AAWS","Ordnance and Missiles",57450.0359032331,0,302,177.5,NA
"AAG","Electronics, Comms, & Sensors",57088.241652919,0,652,361,NA
"AN/ALQ-101 ECM","Electronics, Comms, & Sensors",56975.9930905102,0,653,361,NA
"STATUS OF FORCES AGREEMENT","Aircraft",56476.6324019986,0,434,252.5,NA
"AIR TRAFFIC CNTL COMM CON","Other Products",55298.3609533499,0,49,31.5,NA
"1GIK","Other Products",54781.5789210588,0,50,31.5,NA
"1DPD","Land Vehicles",54570.8139108005,0,194,110,NA
"1GVM","Electronics, Comms, & Sensors",54244.7463346937,0,654,361,NA
"Defense Enterprise Office Solution (DEOS)","Facilities and Construction",53725.2054522919,0,122,77,NA
"2SMO","Ships & Submarines",51928.7465522318,0,218,128.5,NA
"MK65 ANALOG DIGT CONVERTO","Aircraft",51815.1478633234,0,435,252.5,NA
"QM-107 GD MSL TGT SYS","Land Vehicles",51815.1478633234,0,195,110,NA
"MINELAYER DESTROYER DM","Ships & Submarines",51675.8207302416,0,219,128.5,NA
"1HDO","Ordnance and Missiles",51139.6183964922,0,303,177.5,NA
"PRV","Facilities and Construction",50855.2268089989,0,123,77,NA
"M114A2 155MM TOWED HOW","Ordnance and Missiles",50154.8147021309,0,304,177.5,NA
"2GRP","Electronics, Comms, & Sensors",50071.9924834498,0,655,361,NA
"INSTRMNTN MSL RNG-AGM-9/1","Ships & Submarines",48679.4528242274,0,220,128.5,NA
"DEAMS Inc 1","Aircraft",47946.0537907092,0,436,252.5,NA
"X-22","Aircraft",47835.1388748484,0,437,252.5,NA
"579","Land Vehicles",46420.3035044038,0,196,110,NA
"8711","Facilities and Construction",46292.945724126,0,124,77,NA
"X-31","Aircraft",43689.8068639211,0,438,252.5,NA
"SPS","Ships & Submarines",43676.3192137089,0,221,128.5,NA
"TRAC2ES","Other R&D and Knowledge Based",43581.7441459603,0,97,59.5,NA
"DMLSS","Aircraft",42977.38760834,0,439,252.5,NA
"N23","Aircraft",41322.6501475923,0,440,252.5,NA
"IMPROVED MORTAR BALLISTIC","Ordnance and Missiles",40502.0991238795,0,305,177.5,NA
"REMOTE SENSING CHEM AGENT","Other Services",40411.8093674151,0,28,20,NA
"1GVM","Other R&D and Knowledge Based",39989.0454939485,0,98,59.5,NA
"CANES","Other R&D and Knowledge Based",39054.5340047819,0,99,59.5,NA
"DADS","Other Products",35881.9563869094,0,51,31.5,NA
"BSM ENERGY","Other Products",33150.5781728048,0,52,31.5,NA
"DPH","Land Vehicles",31805.8454321571,0,197,110,NA
"155 MM HIP","Electronics, Comms, & Sensors",28420.9084111453,0,656,361,NA
"AH-64E New Build","Ordnance and Missiles",28188.2172738432,0,306,177.5,NA
"486","Aircraft",25955.4228967451,0,441,252.5,NA
"TMIP","Facilities and Construction",25567.242500287,0,125,77,NA
"JSTARS RECAP","Aircraft",23194.6842801118,0,442,252.5,NA
"QUICK ERECT ANTENNA MAST","Electronics, Comms, & Sensors",22129.7632259605,0,657,361,NA
"SSN 685","Ships & Submarines",21445.8977272579,0,222,128.5,NA
"TEAMMATE","Electronics, Comms, & Sensors",21425.1669995766,0,658,361,NA
"PHOENIX (AIM-54C)","Missile Defense",21389.8904871066,0,78,46,NA
"REMOTE SENSING CHEM AGENT","Facilities and Construction",20579.9033172231,0,126,77,NA
"MNVR","Land Vehicles",19148.5644318578,0,198,110,NA
"JCALS","Facilities and Construction",19146.8339188424,0,127,77,NA
"Massive Ordnance Penetrator (MOP)","Other Products",19111.9168823449,0,53,31.5,NA
"532","Aircraft",18473.3856207769,0,443,252.5,NA
"DTS","Other Products",17476.6847917365,0,54,31.5,NA
"AAG","Ordnance and Missiles",17409.545170502,0,307,177.5,NA
"469","Land Vehicles",17272.0449658883,0,199,110,NA
"BSM","Land Vehicles",16488.2034999158,0,200,110,NA
"ECSS","Ships & Submarines",15099.8556600603,0,223,128.5,NA
"SPARROW (AIM-7E) (AF)","Ordnance and Missiles",14839.7348200942,0,308,177.5,NA
"R-4360","Aircraft",14032.6632911306,0,444,252.5,NA
"PKI","Other Services",13830.4624306104,0,29,20,NA
"DRAGON","Facilities and Construction",13082.2771608701,0,128,77,NA
"319","Electronics, Comms, & Sensors",12592.9999975973,0,659,361,NA
"155 MM HIP","Ordnance and Missiles",11916.1682398669,0,309,177.5,NA
"ILS-S","Other Products",11283.4640512505,0,55,31.5,NA
"CIS (MK XV IFF)","Electronics, Comms, & Sensors",11245.7609356412,0,660,361,NA
"NSIPS","Other Products",10775.424775193,0,56,31.5,NA
"BMTC","Missile Defense",10689.9437832963,0,79,46,NA
"DTS","Ships & Submarines",10422.7676561007,0,224,128.5,NA
"Air Force Integrated Personnel and Pay System Increment 1 (AFIPPS Inc 1)","Other R&D and Knowledge Based",9983.8725265847,0,100,59.5,NA
"ILS-S","Electronics, Comms, & Sensors",9872.31480485534,0,661,361,NA
"DLS","Other Services",9811.7078706526,0,30,20,NA
"Integrated Strategic Planning and Analysis Network Increment 4 (ISPAN Inc 4)","Other R&D and Knowledge Based",9728.74347024026,9728.74347024026,101,17,NA
"IMDS","Facilities and Construction",9564.3881616037,0,129,77,NA
"JMPS","Other Services",9301.49906137866,0,31,20,NA
"PEACEKEEPER","Ordnance and Missiles",8924.72206329716,0,310,177.5,NA
"LAB PETROLEUM MODULAR BAS","Land Vehicles",8411.58761292054,0,201,110,NA
"FCA","Facilities and Construction",7605.13057592972,0,130,77,NA
"Department of Defense Healthcare Management System Modernization (DHMSM)","Facilities and Construction",7179,0,131,77,NA
"ILS-S","Other R&D and Knowledge Based",6829.03979817363,0,102,59.5,NA
"ICBM FUZE MOD","Other Products",6140.66245727424,0,57,31.5,NA
"ATM","Facilities and Construction",5488.25101161946,0,132,77,NA
"DMLSS","Ships & Submarines",5292.43815267386,0,225,128.5,NA
"GBSD","Land Vehicles",5228.61000091233,0,202,110,NA
"<60 KW","Facilities and Construction",4916.59022192925,0,133,77,NA
"EMSP","Electronics, Comms, & Sensors",4592.20634039444,0,662,361,NA
"LSD 41 CARGO VAR","Ships & Submarines",4332.30125786927,0,226,128.5,NA
"DMS","Aircraft",4194.40435001675,0,445,252.5,NA
"IMDS","Aircraft",4018.22142996126,0,446,252.5,NA
"RCAS","Facilities and Construction",3995.90508982143,0,134,77,NA
"RAIL GARRISON","Facilities and Construction",3947.05969986182,0,135,77,NA
"DPPS","Land Vehicles",3648.7441003238,0,203,110,NA
"470","Electronics, Comms, & Sensors",3600.77217658429,0,663,361,NA
"PHOENIX (AIM-54A/B)","Electronics, Comms, & Sensors",3513.0953695119,0,664,361,NA
"DIMHRS","Other Services",2152.00520166304,0,32,20,NA
"536","Aircraft",1814.1933606783,0,447,252.5,NA
"CH-34 CHOCTAW","Aircraft",1716.14660330376,0,448,252.5,NA
"A6","Ordnance and Missiles",1360.81694391715,0,311,177.5,NA
"HDBTDC","Ordnance and Missiles",1333.01577165208,0,312,177.5,NA
"BIOMETRICS","Facilities and Construction",1198.07263376246,0,136,77,NA
"MSE","Other Services",420.606199919748,0,33,20,NA
"PRV","Other Services",219.947602322594,0,34,20,NA
"12","Ships & Submarines",124.441719061476,0,227,128.5,NA
"716","Facilities and Construction",0,0,137.5,77,NA
"ECSS","Other Services",0,0,35,20,NA
"F-111A/D/E/F","Aircraft",0,0,449,252.5,NA
"GBW","Electronics, Comms, & Sensors",0,0,666,361,NA
"GDE","Space Systems",0,0,57.5,34,NA
"MISSION DISTRIBUTION SYS","Facilities and Construction",0,0,137.5,77,NA
"PEACE QUIET","Electronics, Comms, & Sensors",0,0,666,361,NA
"PRV","Ships & Submarines",0,0,229.5,128.5,NA
"SBN","Ships & Submarines",0,0,229.5,128.5,NA
"SF","Ships & Submarines",0,0,229.5,128.5,NA
"SIAP","Electronics, Comms, & Sensors",0,0,666,361,NA
"SJS","Ships & Submarines",0,0,229.5,128.5,NA
"TSAT","Space Systems",0,0,57.5,34,NA
"8712","Facilities and Construction",-1339.68085051034,0,139,77,NA
"AN/TSW-7","Electronics, Comms, & Sensors",-4760.6358091304,0,668,361,NA
"F-101 VOODO","Aircraft",-8161.97538963036,0,450,252.5,NA
"AVG","Electronics, Comms, & Sensors",-14863.5542512006,0,669,361,NA
"GYI","Electronics, Comms, & Sensors",-15835.2719368091,0,670,361,NA
"LAUNCHER TNK CHASSIS M60/","Land Vehicles",-25704.2853243555,0,204,110,NA
"NOISE SUPPRESSOR","Aircraft",-41738.1628975029,0,451,252.5,NA
"2GNB","Ships & Submarines",-46062.3324821814,0,232,128.5,NA
"2ACJ","Aircraft",-47637.6085233568,0,452,252.5,NA
"M735 PROJECTILE","Ordnance and Missiles",-49896.0683128299,0,313,177.5,NA
"R-1830","Aircraft",-51815.1478633234,0,453.5,252.5,NA
"XQM-94","Aircraft",-51815.1478633234,0,453.5,252.5,NA
"30 CAL BALL","Ordnance and Missiles",-58789.80071849,0,314,177.5,NA
"RCAS","Electronics, Comms, & Sensors",-60787.0787698376,0,671,361,NA
"MK-II SINS INERTIAL INSTR","Ships & Submarines",-61415.3918177371,0,233,128.5,NA
"COMBAT GRANDE","Aircraft",-61472.7874837638,0,455,252.5,NA
