Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,Primary.Export.Product.SIC.code,principalnaicscodeText,SIC.Titles.and.Part.Descriptions,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2013,08575809DA0001,575809,Approved,09/23/2013 12:00:00 AM,9/23/2013,12/15/2013 12:00:00 AM,No,Yes,Romania,Guarantee,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Medium Term,Northstar Trade Finance Inc.,Northstar Trade Finance Inc.,"Probe Technology Services, Inc.",Fort Worth,TX,Texas,Prospectiuni S.A.,Prospectiuni S.A.,,1149182,0,0,0,1149182,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,07086418XX0001,AP086418XX,Approved,12/12/2013 12:00:00 AM,5/29/2015,11/13/2017 12:00:00 AM,No,No,Bulgaria,Loan,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,Bulgaria Sat EAD,Ex-Im Bank,"Maxar Technologies, Inc.",Denver,CO,Colorado,Bulgaria Sat EAD,Bulsatcom Ad,,146699917,146699917,0,143476919.8,1660643.06,0,0,2.54,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,07086418XX0002,AP086418XX,Approved,12/12/2013 12:00:00 AM,5/29/2015,11/13/2017 12:00:00 AM,No,No,Bulgaria,Loan,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,Bulgaria Sat EAD,Ex-Im Bank,"Maxar Technologies, Inc.",Denver,CO,Colorado,Bulgaria Sat EAD,Bulsatcom Ad,,3842369,3842369,0,3757952.15,43495.617080000004,0,0,2.54,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,07086418XXAA04,AP086418XX,Approved,12/12/2013 12:00:00 AM,5/29/2015,11/13/2017 12:00:00 AM,No,No,Bulgaria,Loan,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,Bulgaria Sat EAD,Ex-Im Bank,"Maxar Technologies, Inc.",Denver,CO,Colorado,Bulgaria Sat EAD,Bulsatcom Ad,,0,0,0,0,0,0,0,2.54,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,07087586XX0004,AP087586XX,Approved,11/01/2013 12:00:00 AM,11/19/2013,10/15/2015 12:00:00 AM,No,No,Israel,Loan,,Board,336414,Guided Missile and Space Vehicle Manufacturing,Long Term,Space Communication Ltd,Ex-Im Bank,Space Exploration Technologies Corporation,Hawthorne,CA,California,Space Communication Ltd,Space Communication Ltd,,618751,0,0,0,15017.08677,0,0,2.37,,336414,,,Guided Missile and Space Vehicle Manufacturing,,TRUE,,,,,,,,,,TRUE,,,,,,,,Space
2014,07087586XXAA05,AP087586XX,Approved,11/01/2013 12:00:00 AM,11/19/2013,04/26/2016 12:00:00 AM,No,No,Israel,Loan,,Board,336414,Guided Missile and Space Vehicle Manufacturing,Long Term,Space Communication Ltd,Ex-Im Bank,Space Exploration Technologies Corporation,Hawthorne,CA,California,Space Communication Ltd,Space Communication Ltd,,0,0,0,0,0,0,0,2.37,,336414,,,Guided Missile and Space Vehicle Manufacturing,,TRUE,,,,,,,,,,TRUE,,,,,,,,Space
2014,07088346XX0001,AP088346XX,Approved,09/29/2014 12:00:00 AM,3/12/2015,08/15/2017 12:00:00 AM,No,No,United Kingdom,Loan,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,"Viasat, Inc",Ex-Im Bank,"Boeing Satellite Systems International, Inc.",El Segundo,CA,California,Viasat Technologies Limited,"Viasat, Inc",,524929198,362400769.7,0,58956523.17,0,0,0,2.38,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,07088429XX0001,AP088429XX,Approved,02/20/2014 12:00:00 AM,,03/15/2016 12:00:00 AM,No,Yes,Mexico,Loan,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,Santander Bank N.A.,Ex-Im Bank,Orbital Sciences Corporation,Dulles,VA,Virginia,"Innova, S. De R.L. De C.V.","Innova, S. De R.L. De C.V.",,79583800,0,0,0,0,0,0,Undisbursed,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,07088567XX0001,AP088567XX,Approved,07/14/2014 12:00:00 AM,12/16/2014,12/15/2017 12:00:00 AM,No,No,United Kingdom,Loan,,Board,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Long Term,ING Capital LLC,Ex-Im Bank,"Boeing Satellite Systems, Inc.",El Segundo,CA,California,Inmarsat Investments Limited,Inmarsat Global Limited,,185907209,185907209,0,0,0,0,0,1.96,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,07088628XX0001,AP088628XX,Approved,01/31/2014 12:00:00 AM,4/21/2014,04/21/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Microxact, Inc.","Export-Import Bank Of The United States, The","Microxact, Inc.",Blacksburg,VA,Virginia,"Microxact, Inc.","Microxact, Inc.",Yes,225000,225000,0,0,225000,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,07088805XX0000,AP088805XX,Approved,05/30/2014 12:00:00 AM,11/10/2014,06/30/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Sabia, Incorporated","Export-Import Bank Of The United States, The","Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,350000,350000,0,0,350000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,07088858XX0001,AP088858XX,Approved,08/01/2014 12:00:00 AM,9/11/2014,09/11/2015 12:00:00 AM,No,No,United States,Working Capital,GCE,Individual Delegated Authority,541519,Other Computer Related Services,Short Term,Imaan International Inc,"Export-Import Bank Of The United States, The",Imaan International Inc,Fredericksburg,VA,Virginia,Imaan International Inc,Imaan International Inc,Yes,500000,500000,0,0,500000,0,0,,,541519,,,Other Computer Related Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2014,08078093XI0001,AP078093XI,Approved,06/18/2014 12:00:00 AM,6/18/2014,10/01/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Comerica Incorporated,Comerica Bank,Airway Technologies Inc,Hebron,KY,Kentucky,Airway Technologies Inc,Airway Technologies Inc,Yes,4050000,4050000,0,0,4050000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,08082414XF0002,AP082414XF,Approved,09/30/2014 12:00:00 AM,9/30/2013,09/29/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,M&T Bank,M&T Bank,Patton Electronics Co Inc,Gaithersburg,MD,Maryland,Patton Electronics Co Inc,Patton Electronics Co Inc,Yes,0,0,0,0,0,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,08082414XG0001,AP082414XG,Approved,09/30/2014 12:00:00 AM,9/30/2014,09/29/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,M&T Bank,M&T Bank,Patton Electronics Co Inc,Gaithersburg,MD,Maryland,Patton Electronics Co Inc,Patton Electronics Co Inc,Yes,4050000,4050000,0,0,4050000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,08083109XC0001,AP083109XC,Approved,01/22/2014 12:00:00 AM,1/22/2014,12/15/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,"Pnc Bank, N.A.","Pnc Bank, N.A.",Tekmark Global Solutions Llc,Edison,NJ,New Jersey,Tekmark Global Solutions Llc,Tekmark Global Solutions Llc,Yes,900000,900000,0,0,0,900000,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2014,08083282XF0001,AP083282XF,Approved,04/08/2014 12:00:00 AM,4/8/2014,06/20/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Western Alliance Bank,Western Alliance Bank,"Verimatrix, Inc.",San Diego,CA,California,"Verimatrix, Inc.","Verimatrix, Inc.",Yes,4050000,4050000,0,0,0,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2014,08083659XF0001,AP083659XF,Approved,06/23/2014 12:00:00 AM,6/23/2014,10/28/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,J. P. Morgan Chase Bank N A,J. P. Morgan Chase Bank N A,"Rsi Global, Inc.",Harvey,LA,Louisiana,"Rsi Global, Inc.","Rsi Global, Inc.",Yes,1800000,1800000,0,0,1800000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,08083701XD0001,AP083701XD,Approved,04/08/2014 12:00:00 AM,4/8/2014,09/27/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,Western Alliance Bank,Western Alliance Bank,"Vapotherm, Inc.",Exeter,NH,New Hampshire,"Vapotherm, Inc.","Vapotherm, Inc.",Yes,900000,900000,0,0,900000,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,08083858XF0001,AP083858XF,Approved,07/11/2014 12:00:00 AM,7/11/2014,06/27/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Comerica Incorporated,Comerica Bank,"Telarix, Inc.",Vienna,VA,Virginia,"Telarix, Inc.","Telarix, Inc.",Yes,4950000,4950000,0,0,4950000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2014,08084414XD0001,AP084414XD,Approved,05/08/2014 12:00:00 AM,5/8/2014,05/11/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Qualitylogic, Inc.",Simi Valley,CA,California,"Qualitylogic, Inc.","Qualitylogic, Inc.",Yes,540000,540000,0,0,540000,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2014,08084514XE0001,AP084514XE,Approved,01/30/2014 12:00:00 AM,1/30/2014,12/22/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Coventor, Inc.",Cary,NC,North Carolina,"Coventor, Inc.","Coventor, Inc.",Yes,855000,855000,0,0,855000,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2014,08084519XD0001,AP084519XD,Approved,01/31/2014 12:00:00 AM,1/31/2014,06/30/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,Spire Corporation,Bedford,MA,Massachusetts,Spire Corporation,Spire Corporation,Yes,1350000,1350000,0,0,1350000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2014,08085078XB0001,AP085078XB,Approved,01/07/2014 12:00:00 AM,1/7/2014,02/22/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,Wells Fargo Capital Finance,Wells Fargo Capital Finance,Scientific Protein Laboratories Llc,Waunakee,WI,Wisconsin,Scientific Protein Laboratories Llc,Scientific Protein Laboratories Llc,Yes,22500000,22500000,0,0,22500000,0,0,,,325412,,,Pharmaceutical Preparation Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2014,08085303XD0001,AP085303XD,Approved,07/28/2014 12:00:00 AM,7/28/2014,06/28/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Ineoquest Technologies, Inc.",Mansfield,MA,Massachusetts,"Ineoquest Technologies, Inc.","Ineoquest Technologies, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,08085464XB0001,AP085464XB,Approved,11/20/2013 12:00:00 AM,11/20/2013,10/30/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Bank Of America, National Association","Bank Of America, National Association","Cayman Chemical Company, Inc.",Ann Arbor,MI,Michigan,"Cayman Chemical Company, Inc.","Cayman Chemical Company, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,325412,,,Pharmaceutical Preparation Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2014,08085464XC0001,AP085464XC,Approved,09/30/2014 12:00:00 AM,9/30/2014,09/30/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Bank Of America, National Association","Bank Of America, National Association","Cayman Chemical Company, Inc.",Ann Arbor,MI,Michigan,"Cayman Chemical Company, Inc.","Cayman Chemical Company, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,325412,,,Pharmaceutical Preparation Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2014,08085719XC0001,AP085719XC,Approved,07/01/2014 12:00:00 AM,7/1/2014,05/29/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Amegy Bank National Association,Amegy Bank National Association,Daily Instruments Corporation,Houston,TX,Texas,Daily Instruments Corporation,Daily Instruments Corporation,Yes,1350000,1350000,0,0,1350000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,08085868XB0001,AP085868XB,Approved,01/14/2014 12:00:00 AM,1/14/2014,12/30/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Comerica Incorporated,Comerica Bank,Continental Electronics Corporation,Dallas,TX,Texas,Continental Electronics Corporation,Continental Electronics Corporation,Yes,9000000,9000000,0,0,9000000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,08086540XC0001,AP086540XC,Approved,09/18/2014 12:00:00 AM,9/18/2014,08/21/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Silicon Valley Bank,Silicon Valley Bank,Aehr Test Systems,Fremont,CA,California,Aehr Test Systems,Aehr Test Systems,Yes,1800000,1800000,0,0,1800000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,08086728XA0001,AP086728XA,Approved,02/11/2014 12:00:00 AM,2/11/2014,01/22/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,Gainspan Corporation,San Jose,CA,California,Gainspan Corporation,Gainspan Corporation,Yes,900000,900000,0,0,900000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2014,08086744XB0001,AP086744XB,Approved,09/03/2014 12:00:00 AM,9/3/2014,07/15/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,518210,"Data Processing, Hosting, and Related Services",Short Term,Silicon Valley Bank,Silicon Valley Bank,"Audiencescience, Inc.",Bellevue,WA,Washington,"Audiencescience, Inc.","Audiencescience, Inc.",Yes,3600000,3600000,0,0,0,0,0,,,518210,,,"Data Processing, Hosting, and Related Services",,TRUE,,,,,,,,,,,,TRUE,,,,,,Computing
2014,08086959XA0001,AP086959XA,Approved,03/19/2014 12:00:00 AM,3/19/2014,04/01/2016 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Comerica Incorporated,Comerica Bank,"Etm-Electromatic, Inc",Newark,CA,California,"Etm-Electromatic, Inc","Etm-Electromatic, Inc",Yes,1350000,1350000,0,0,1350000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,08087006XA0001,AP087006XA,Approved,01/30/2014 12:00:00 AM,1/30/2014,01/01/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Xtera Communications, Inc.",Allen,TX,Texas,"Xtera Communications, Inc.","Xtera Communications, Inc.",Yes,6750000,6750000,0,0,6750000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2014,08087025XA0001,AP087025XA,Approved,04/03/2014 12:00:00 AM,4/3/2014,05/01/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Picarro, Inc.",Santa Clara,CA,California,"Picarro, Inc.","Picarro, Inc.",Yes,4500000,4500000,0,0,4500000,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,08087056XB0001,AP087056XB,Approved,08/28/2014 12:00:00 AM,8/28/2014,08/10/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Western Alliance Bank,Western Alliance Bank,Lucas/Signatone Corporation,Gilroy,CA,California,Lucas/Signatone Corporation,Lucas/Signatone Corporation,Yes,720000,720000,0,0,720000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2014,08087123XB0001,AP087123XB,Approved,03/31/2014 12:00:00 AM,3/31/2014,03/15/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,2250000,2250000,0,0,2250000,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2014,08087303XA0001,AP087303XA,Approved,05/09/2014 12:00:00 AM,5/9/2014,06/29/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Silicon Valley Bank,Silicon Valley Bank,"Aerohive Networks, Inc.",Sunnyvale,CA,California,"Aerohive Networks, Inc.","Aerohive Networks, Inc.",Yes,2700000,2700000,0,0,0,0,0,,,541512,,,Computer Systems Design Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2014,08087320XA0001,AP087320XA,Approved,11/15/2013 12:00:00 AM,11/15/2013,11/05/2014 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,M&T Bank,M&T Bank,"Seakeeper, Inc",California,MD,Maryland,"Seakeeper, Inc","Seakeeper, Inc",Yes,1710000,1710000,0,0,1710000,0,0,,,334511,,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2014,08087320XB0001,AP087320XB,Approved,09/18/2014 12:00:00 AM,9/18/2014,09/29/2015 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,M&T Bank,M&T Bank,"Seakeeper, Inc.",California,MD,Maryland,"Seakeeper, Inc.","Seakeeper, Inc.",Yes,1710000,1710000,0,0,1710000,0,0,,,334511,,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,TRUE,,,,,,,,,,,,,,,,,,SensorCyber
