Fiscal_Year,Customer,PlatformPortfolioRemote,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2000,Defense,Facilities and Construction,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,1,10500,2000-01-01,Medium Vendor,Other Than Small,Medium,16965.165522576295
2011,Defense,Other Products,S,PDuns-1,1,1,0,0,1,0,9,9,21,92183.3507,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,118214.35181608582
2007,Defense,Ships & Submarines,M,PDuns-1,1,0,0,0,0,0,19,19,30,-31977.48,2007-01-01,Medium Vendor,Other Than Small,Medium,-43515.49660777185
2007,Defense,Other Services,N,PDuns-1,1,0,0,0,0,0,10,10,18,480,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,653.192133080233
2007,Defense,Other Products,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,3,3,0,0,2007-01-01,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Land Vehicles,M,PID,1,1,0,1,1,1,2,2,14,241215,2011-01-01,Medium Vendor,Other Than Small,Medium,309329.98916600615
2005,Defense,Other Services,S,PID,1,0,0,0,0,0,1,1,1,1000,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1443.6547061303481
2005,Defense,Ordnance and Missiles,M,PDuns-1,1,1,0,0,1,1,14,14,20,680003,2005-01-01,Medium Vendor,Other Than Small,Medium,981689.5311327552
2001,Defense,Ordnance and Missiles,M,PID,1,1,1,1,1,1,6,6,212,173061496,2001-01-01,Medium Vendor,Other Than Small,Medium,273000553.7197157
2002,Defense,Other Services,M,PDuns-1,1,0,0,0,0,0,17,17,52,30749,2002-01-01,Medium Vendor,Other Than Small,Medium,47752.146627021786
2008,Defense,Ordnance and Missiles,N,PDuns-1,1,1,1,1,1,1,69,69,422,102411880.8727,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,136516652.40786353
2004,Defense,Land Vehicles,N,PDuns-1,1,1,1,1,1,1,28,28,330,68678601,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,102157999.31055334
2006,Defense,Aircraft,M,PDuns-2+,1,0,0,1,1,1,8,8,16,1792542,2006-01-01,Medium Vendor,Other Than Small,Medium,2506215.320795909
2004,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,0,0,0,1,1,56,62,150,1002697,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1491491.0604351696
2016,Defense,Missile Defense,N,PDuns-2+,1,1,1,1,1,1,24,25,114,6509243.9459,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7743331.6697234055
2015,Defense,Facilities and Construction,S,PDuns-2+,1,0,1,1,1,1,227,315,4889,964455492.4921,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1156813794.0223286
2015,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,0,0,1,1,1,1757,1757,3581,162869568.173,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,195353507.295755
2007,Defense,Aircraft,N,PID,1,0,0,1,1,1,20,20,467,12158714.2795,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,16545784.407791028
2011,Defense,Land Vehicles,N,PDuns-2+,1,0,1,1,1,1,156,240,6300,248732621.356,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,318970458.1774922
2011,Defense,Ships & Submarines,M,PDuns-1,1,0,1,1,1,1,38,38,418,52572837.1194,2011-01-01,Medium Vendor,Other Than Small,Medium,67418506.8779728
2004,Defense,Facilities and Construction,S,PDuns-2+,1,0,1,1,1,1,122,157,1840,349254837.625,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,519509351.4106696
2005,Defense,"Electronics, Comms, & Sensors",B,PID,1,1,1,1,1,1,5,5,17359,12139205528.1825,2005-01-01,Big Five,Other Than Small,Large,17524821189.444206
2000,Defense,Aircraft,S,PDuns-1,1,0,1,1,1,1,463,463,2296,647686221,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1046486090.0911363
2015,Defense,Other Products,M,PDuns-1,1,0,0,1,1,1,118,118,3398,27666797.1075,2015-01-01,Medium Vendor,Other Than Small,Medium,33184872.47936454
2008,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,1,1,260,260,525,7486719.1655,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9979914.72554143
2010,Defense,Space Systems,M,PDuns-1,1,1,0,0,1,0,2,2,7,12616.7597,2010-01-01,Medium Vendor,Other Than Small,Medium,16505.594726749674
2002,Defense,Other Products,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,0,0,0,0,4,4,4,6596.3901,2010-01-01,Medium Vendor,Other Than Small,Medium,8629.580354941985
2003,Defense,Facilities and Construction,S,PID,1,0,0,0,0,0,1,1,2,-12600,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-19200.363029492528
2012,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,0,0,0,1,1,1,2000,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2518.599999519451
2014,Defense,"Electronics, Comms, & Sensors",M,Duns,1,1,0,1,1,1,1,1,1,91033.84,2014-01-01,Medium Vendor,Other Than Small,Medium,110442.1143889644
2015,Defense,Facilities and Construction,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,0,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2008,Defense,Ordnance and Missiles,M,PDuns-1,1,0,0,0,1,0,3,3,3,16027,2008-01-01,Medium Vendor,Other Than Small,Medium,21364.243772267953
2010,Defense,Ships & Submarines,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,"Electronics, Comms, & Sensors",M,Duns,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2016-01-01,Medium Vendor,Other Than Small,Medium,0
2005,Defense,Remotely Operated,S,PDuns-1,1,0,0,0,0,0,1,1,2,-21830,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-31514.9822348255
2000,Defense,Other R&D and Knowledge Based,L,PID,1,1,0,0,1,1,1,1,1,28160,2000-01-01,Large Vendor,Other Than Small,Large,45498.95820149986
2007,Defense,Other R&D and Knowledge Based,M,PID,1,0,0,0,1,1,2,2,2,27500,2007-01-01,Medium Vendor,Other Than Small,Medium,37422.46595772168
2013,Defense,Other Services,S,PID,1,0,0,1,1,1,3,3,6,-30720.69,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-37991.323676520995
2001,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,1,0,5,5,15,44195,2001-01-01,Medium Vendor,Other Than Small,Medium,69716.60219349332
2001,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,0,1,1,4,4,6,98604,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,155545.5558929113
2009,Defense,Facilities and Construction,N,PDuns-1,1,1,0,0,0,0,13,13,37,20557.7001,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,27128.06428990557
2016,Defense,Land Vehicles,N,PDuns-2+,1,1,0,0,1,1,1,1,4,19729,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,23469.421607435328
2012,Defense,Aircraft,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2003,Defense,Aircraft,M,PID,1,0,0,1,1,1,4,4,24,2399433,2003-01-01,Medium Vendor,Other Than Small,Medium,3656347.9892812967
2003,Defense,Ships & Submarines,M,PID,1,1,1,1,1,1,1,1,1,88182,2003-01-01,Medium Vendor,Other Than Small,Medium,134375.11211640554
2006,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,0,0,0,0,0,18,19,32,-29296,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-40959.75661269692
2007,Defense,Ships & Submarines,M,PID,1,1,0,0,1,1,1,1,3,49390,2007-01-01,Medium Vendor,Other Than Small,Medium,67210.74886006814
2016,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,0,0,0,2,2,32,-1951.2698,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-2321.211090580162
2016,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,1,0,55,55,78,296399.3899,2016-01-01,Medium Vendor,Other Than Small,Medium,352593.7577043798
2019,Defense,Missile Defense,N,PDuns-1,1,1,0,1,1,1,5,5,19,199688.4831,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,223646.12843452196
2000,Defense,Facilities and Construction,S,PDuns-1,1,0,0,0,1,0,321,321,467,1767510,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2855819.0202675075
2016,Defense,Ordnance and Missiles,L,PID,1,0,1,1,1,1,14,14,159,28861091.6861,2016-01-01,Large Vendor,Other Than Small,Large,34332866.78655418
2002,Defense,Ships & Submarines,L,PID,1,0,1,1,1,1,14,14,221,352724449,2002-01-01,Large Vendor,Other Than Small,Large,547769020.3773608
2006,Defense,Facilities and Construction,M,PDuns-2+,1,0,0,0,1,0,32,33,53,198702.25,2006-01-01,Medium Vendor,Other Than Small,Medium,277812.52725270536
2007,Defense,Other Products,S,PDuns-2+,1,0,0,0,1,0,48,49,112,307767.9,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,418815.7731137997
2009,Defense,Facilities and Construction,N,PDuns-1,1,0,1,1,1,1,1309,1309,23321,3200614988.3401,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4223550725.449371
2016,Defense,Land Vehicles,B,PID,1,1,1,1,1,1,5,5,113039,1087767647.058,2016-01-01,Big Five,Other Than Small,Large,1293997542.690056
2019,Defense,Other Products,M,PDuns-2+,1,0,0,0,0,0,6,6,1754,563518.9397,2019-01-01,Medium Vendor,Other Than Small,Medium,631127.179729835
2021,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,1,1,NA,0,2021-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2019,Defense,Facilities and Construction,S,PID,1,0,1,1,1,1,22,22,190,62312651.5389,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,69788618.0155196
2018,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,1,1,1,1,14,20,148,51646373.2352,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,58975587.42145614
2000,Defense,Facilities and Construction,S,PDuns-1,1,1,1,1,1,1,11,11,161,42072848,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,67978364.79297078
2012,Defense,Space Systems,M,PDuns-1,1,0,0,1,1,1,2,2,4,30271,2012-01-01,Medium Vendor,Other Than Small,Medium,38120.27029272665
2010,Defense,Ordnance and Missiles,S,PDuns-1,1,1,0,0,1,0,1,1,2,6850,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8961.359855196042
2009,Defense,Missile Defense,N,PDuns-1,1,0,0,0,1,1,1,1,2,6500.1602,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8577.650366651933
2006,Defense,Other Products,S,PDuns-2+,1,1,0,0,0,0,1,1,1,2966,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4146.867767383228
2002,Defense,Land Vehicles,L,PID,1,1,0,1,1,1,1,1,2,-1959,2002-01-01,Large Vendor,Other Than Small,Large,-3042.2600813794165
2000,Defense,Other Products,N,Duns,1,1,1,1,1,1,1,1,12,845959,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1366841.3771726782
2005,Defense,Unlabeled,N,PID,1,1,1,1,1,1,5,5,8,61360.3399,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,88583.14346639278
2009,Defense,Unlabeled,S,PDuns-1,1,0,1,1,1,1,2,2,1,-291.28,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-384.3748341461453
2009,Defense,Ships & Submarines,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,5,5,0,0,2009-01-01,Medium Vendor,Other Than Small,Medium,0
2007,Defense,Land Vehicles,M,PDuns-2+,1,0,0,0,1,1,5,5,6,31448,2007-01-01,Medium Vendor,Other Than Small,Medium,42794.9712523066
2015,Defense,Other Products,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2020,Defense,Ordnance and Missiles,M,PDuns-1,1,0,0,0,1,1,4,4,7,123478.3699,2020-01-01,Medium Vendor,Other Than Small,Medium,136472.10049142386
2012,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,0,0,0,4,4,5,-35240.3896,2012-01-01,Medium Vendor,Other Than Small,Medium,-44378.222614812636
2006,Defense,Other Products,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,10,10,1,16000,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,22370.156533422673
2009,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,0,0,1,1,8,8,46,268218.9802,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,353943.3741733838
2018,Defense,Aircraft,M,PDuns-1,1,1,0,0,1,0,2,2,3,13616.0098,2018-01-01,Medium Vendor,Other Than Small,Medium,15548.278145966775
2020,Defense,Other Products,S,PDuns-2+,1,1,0,0,1,0,1,1,10,88007.5,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,97268.60172940286
2004,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,0,0,0,0,65,65,131,59907,2004-01-01,Medium Vendor,Other Than Small,Medium,89110.42414357448
2010,Defense,Ships & Submarines,N,PDuns-1,1,0,0,0,1,0,24,24,52,108395.9101,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,141806.53390329622
2020,Defense,Land Vehicles,M,PDuns-1,1,0,1,1,1,1,14,14,64,14867184.4794,2020-01-01,Medium Vendor,Other Than Small,Medium,16431670.550399888
2001,Defense,Ships & Submarines,S,PDuns-1,1,0,0,0,1,1,74,74,99,2120345,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3344795.7659907816
2002,Defense,Facilities and Construction,N,Duns,1,1,1,1,1,1,3,3,46,10281670.2109,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,15967082.619973943
2019,Defense,Space Systems,S,PDuns-1,1,1,1,1,1,1,1,1,4,2672155.75,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2992747.898046136
2018,Defense,Ordnance and Missiles,L,PID,1,1,1,1,1,1,43,43,2412,3289366875.2205,2018-01-01,Large Vendor,Other Than Small,Large,3756165855.5840583
2000,Defense,Aircraft,N,PDuns-1,1,1,1,1,1,1,10,10,89,-161968,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-261696.5647010131
2020,Defense,Facilities and Construction,N,PDuns-1,1,1,0,0,1,1,17,17,60,-375455.1502,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-414964.6049718141
2008,Defense,Ships & Submarines,N,PDuns-2+,1,0,1,1,1,1,185,309,3286,157124598.5435,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,209449567.9729876
2019,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,1,1,1,1,2254,2254,14616,4371678958.1322,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4896171569.670916
2009,Defense,Ordnance and Missiles,N,PDuns-1,1,0,1,1,1,1,218,218,1942,312638621.9597,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,412559799.72342455
2020,Defense,Facilities and Construction,S,PID,1,0,1,1,1,1,22,22,252,120910761.817,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,133634300.89454266
2012,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,2,2,0,0,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2004,Defense,Unlabeled,S,PDuns-1,1,1,0,1,1,1,1,1,1,24944.9102,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,37105.038278421176
2012,Defense,Ordnance and Missiles,M,PDuns-2+,1,1,0,0,1,1,2,2,4,38502.25,2012-01-01,Medium Vendor,Other Than Small,Medium,48485.88341574889
2017,Defense,Ordnance and Missiles,S,PDuns-2+,1,1,0,1,1,1,1,1,1,6235,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7286.993507114646
2008,Defense,Ordnance and Missiles,S,PID,1,0,0,0,1,1,2,2,3,10710,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,14276.598914393822
2009,Defense,Space Systems,N,PID,1,0,0,1,1,1,1,1,1,0,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2019,Defense,Missile Defense,U,Duns,1,1,1,1,1,1,1,1,45,98917.8603,2019-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,110785.54028598306
2020,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,0,1,0,4,4,15,19535.3498,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21591.070753524073
2014,Defense,Aircraft,N,PDuns-1,1,0,0,0,0,0,1,1,3,4572.5,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5547.349952979461
2006,Defense,Other Services,N,PDuns-1,1,0,0,0,0,0,8,8,8,-52883,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-73937.56174731195
2001,Defense,Land Vehicles,N,PDuns-2+,1,1,0,1,1,1,4,5,8,1107421,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1746931.3116352656
2007,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,5,5,0,0,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2021,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,0,0,19,19,27,16151.3497,2021-01-01,Medium Vendor,Other Than Small,Medium,17270.43787549424
2013,Defense,Ordnance and Missiles,S,PID,1,0,1,1,1,1,8,8,54,24269391.87,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,30013203.54345873
2015,Defense,Facilities and Construction,M,PDuns-2+,1,0,0,0,1,0,26,26,34,135249.3492,2015-01-01,Medium Vendor,Other Than Small,Medium,162224.5028464954
2021,Defense,Facilities and Construction,S,PDuns-1,1,1,0,0,1,1,26,26,109,625604.0976,2021-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,668950.700897488
2016,Defense,Facilities and Construction,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,66,66,0,0,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,Defense,Other Products,N,Duns,1,0,1,1,1,1,1,1,18175,140910317,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,203425842.2793692
2019,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,44,44,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2007,Defense,Other Services,M,PDuns-2+,1,0,0,1,1,1,42,48,134,11016994.6875,2007-01-01,Medium Vendor,Other Than Small,Medium,14992113.04179525
2015,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,0,1,0,58,61,111,775194.8064,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,929805.5245461044
2016,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,0,1,1,1,1,169,270,1523,187797787.0394,2016-01-01,Medium Vendor,Other Than Small,Medium,223402374.21922213
2020,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,0,0,0,7,7,8,-60225.21,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-66562.75846444508
2017,Defense,Missile Defense,N,PDuns-1,1,0,1,1,1,1,78,78,522,161520891.4191,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,188773325.9076746
2004,Defense,Aircraft,S,PID,1,1,1,1,1,1,4,4,44,3924182,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5837139.607000524
2005,Defense,Land Vehicles,L,PID,1,0,1,1,1,1,18,18,1253,429024076.6475,2005-01-01,Large Vendor,Other Than Small,Large,619362627.2953906
2009,Defense,Unlabeled,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2009-01-01,Medium Vendor,Other Than Small,Medium,0
2020,Defense,Other R&D and Knowledge Based,S,Duns,1,1,0,1,1,1,1,1,1,24750,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,27354.46289012551
2014,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,2,2,0,0,2014-01-01,Medium Vendor,Other Than Small,Medium,0
2003,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,0,1,1,2,2,2,24754,2003-01-01,Medium Vendor,Other Than Small,Medium,37721.09416127444
2018,Defense,Other Products,N,PDuns-1,1,1,0,0,0,0,1,1,2,-4200,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-4796.028291126851
2001,Defense,Ships & Submarines,N,PDuns-1,1,1,0,1,1,1,6,6,21,1520331,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2398287.3974303855
2016,Defense,Land Vehicles,M,PDuns-1,1,0,0,0,1,0,9,9,9,-85831.6903,2016-01-01,Medium Vendor,Other Than Small,Medium,-102104.52262808644
2010,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,0,0,0,19,20,35,58861.2402,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,77003.9058328951
2006,Defense,Other Products,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,13,13,0,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2001,Defense,Missile Defense,M,PDuns-2+,1,0,0,1,1,1,1,1,2,-29257,2001-01-01,Medium Vendor,Other Than Small,Medium,-46152.24867915
2018,Defense,Facilities and Construction,N,PDuns-2+,1,0,0,0,1,0,8,8,12,57291.2705,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,65421.56051252409
2006,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,1,0,138,138,168,601823,2006-01-01,Medium Vendor,Other Than Small,Medium,841429.6697133771
2017,Defense,Land Vehicles,N,PID,1,0,0,1,1,1,7,7,14,1588647.3823,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1856690.1619751046
2012,Defense,Other Products,S,PID,1,0,0,1,1,1,4,4,7,379018.3232,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,477297.77431469155
2005,Defense,Aircraft,M,PDuns-1,1,0,0,0,0,0,14,14,25,-109836,2005-01-01,Medium Vendor,Other Than Small,Medium,-158565.25830253292
2002,Defense,Ships & Submarines,M,PDuns-1,1,0,0,0,1,1,13,13,18,319425,2002-01-01,Medium Vendor,Other Than Small,Medium,496056.1135756101
2016,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,16,16,0,0,2016-01-01,Medium Vendor,Other Than Small,Medium,0
2005,Defense,Remotely Operated,L,PID,1,1,1,1,1,1,9,9,75,638294538.8437,2005-01-01,Large Vendor,Other Than Small,Large,921476914.8990079
2016,Defense,Space Systems,L,PID,1,0,1,1,1,1,7,7,82,98223765.4819,2016-01-01,Large Vendor,Other Than Small,Large,116846011.65616933
