Fiscal_Year,Customer,PlatformPortfolio,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2017,Defense,Land Vehicles,N,PDuns-2+,1,0,1,1,1,1,147,184,3817,101664017.5624,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,118817166.94216488
2001,Defense,Space Systems,J,PID,1,0,1,1,1,1,1,1,3,3174381,2001-01-01,Large: Big 5 JV,Other Than Small,Large,5007513.4605177855
2015,Defense,Other R&D and Knowledge Based,S,Duns,1,1,0,1,1,1,1,1,1,70023.4609,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,83989.46981471693
2011,Defense,Other R&D and Knowledge Based,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Aircraft,S,PDuns-1,1,1,0,0,0,0,1,1,2,2034.94,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2609.5722411685533
2008,Defense,Ordnance and Missiles,S,PDuns-1,1,1,1,1,1,1,14,14,76,3517124.8171,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4688382.852063252
2012,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,0,0,1,1,104,104,218,1343223.2117,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1691520.9901710679
2015,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,1,1,1,113,153,1700,28590791.1267,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,34293154.85768636
2019,Defense,Other Products,S,PDuns-1,1,0,1,1,1,1,875,875,285995,1516996943.5196,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1698998800.5230217
2011,Defense,Other Products,M,PDuns-1,1,1,1,1,1,1,124,124,6956,808082407.0423,2011-01-01,Medium Vendor,Other Than Small,Medium,1036271053.6891769
2013,Defense,Aircraft,B,PID,1,1,1,1,1,1,5,5,17796,43713954920.9925,2013-01-01,Big Five,Other Than Small,Large,54059691061.11463
2011,Defense,Other Services,S,PDuns-1,1,0,1,1,1,1,974,974,29321,983830816.0377,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1261647806.5880013
2007,Defense,Other Products,M,PDuns-1,1,1,0,1,1,1,191,191,1058,24229714.3658,2007-01-01,Medium Vendor,Other Than Small,Medium,32972205.855253473
2010,Defense,Ships & Submarines,L,PID,1,0,1,1,1,1,13,13,248,789939486.5818,2010-01-01,Large Vendor,Other Than Small,Large,1033420730.3778561
2017,Defense,Facilities and Construction,S,PID,1,0,0,0,0,0,1,1,1,3500,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4090.533644731557
2014,Defense,Ordnance and Missiles,N,PDuns-1,1,0,0,0,1,1,20,20,48,292074.75,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,354344.63656183437
2020,Defense,Aircraft,S,PDuns-2+,1,1,0,1,1,1,1,1,1,153416.9063,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,169561.09374146312
2016,Defense,Space Systems,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2004,Defense,Other Products,M,PID,1,0,0,0,1,1,1,1,1,23520,2004-01-01,Medium Vendor,Other Than Small,Medium,34985.513810687764
2010,Defense,Missile Defense,N,PDuns-2+,1,0,0,1,1,1,3,3,3,16147.25,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21124.279988586026
2008,Defense,Land Vehicles,L,PID,1,1,0,1,1,1,2,2,2,17206.5605,2008-01-01,Large Vendor,Other Than Small,Large,22936.61652238577
2008,Defense,Ships & Submarines,M,PDuns-1,1,1,0,0,0,0,30,30,60,55236.8299,2008-01-01,Medium Vendor,Other Than Small,Medium,73631.56543276341
2007,Defense,Aircraft,M,PDuns-2+,1,1,0,0,1,1,5,5,9,49966.75,2007-01-01,Medium Vendor,Other Than Small,Medium,67995.60003247236
2018,Defense,Aircraft,M,PDuns-1,1,0,0,0,1,0,7,7,54,-117863.1,2018-01-01,Medium Vendor,Other Than Small,Medium,-134589.229066646
2008,Defense,Facilities and Construction,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,120,120,0,0,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2012,Defense,Ordnance and Missiles,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,5,5,0,0,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,Defense,Other R&D and Knowledge Based,L,PID,1,1,0,1,1,1,2,2,8,775149,2006-01-01,Large Vendor,Other Than Small,Large,1083762.7791703783
2019,Defense,Other Products,M,PID,1,1,0,1,1,1,3,3,16493,454346061.538,2019-01-01,Medium Vendor,Other Than Small,Medium,508856274.8086034
2010,Defense,Land Vehicles,L,PID,1,0,1,1,1,1,9,9,1419,1932706301.1405,2010-01-01,Large Vendor,Other Than Small,Large,2528419950.208016
2020,Defense,"Electronics, Comms, & Sensors",S,PID,1,1,0,1,1,1,1,1,1,99974.7969,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,110495.22714136908
2014,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,0,1,1,10,10,78,526119.86,2014-01-01,Medium Vendor,Other Than Small,Medium,638287.8033094719
2013,Defense,Other Products,J,PID,1,1,1,1,1,1,1,1,9,10622412.88,2013-01-01,Large: Big 5 JV,Other Than Small,Large,13136408.262631001
2019,Defense,Other Services,M,PDuns-2+,1,1,0,0,0,0,4,4,4,-74118.5237,2019-01-01,Medium Vendor,Other Than Small,Medium,-83010.90084642623
2009,Defense,Ships & Submarines,N,PDuns-1,1,1,0,1,1,1,106,106,572,10984112.5595,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14494700.780350193
2018,Defense,Other Products,N,PDuns-2+,1,0,0,0,1,1,60,71,433,1973069.8987,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2253071.20346095
2002,Defense,Land Vehicles,N,PDuns-1,1,1,1,1,1,1,7,7,164,89013631,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,138235128.27459794
2008,Defense,Ordnance and Missiles,N,PID,1,0,1,1,1,1,98,98,1180,851447122.1607,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1134992442.5679917
2019,Defense,Space Systems,S,PDuns-1,1,0,1,1,1,1,190,190,533,195588828.5026,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,219054617.37492746
2007,Defense,Aircraft,M,PDuns-1,1,0,0,1,1,1,32,32,748,17296211.959,2007-01-01,Medium Vendor,Other Than Small,Medium,23536978.299389675
2019,Defense,Facilities and Construction,M,PDuns-1,1,0,0,1,1,1,503,503,1820,45618241.1638,2019-01-01,Medium Vendor,Other Than Small,Medium,51091294.119186044
2010,Defense,"Electronics, Comms, & Sensors",L,PID,1,0,1,1,1,1,23,23,808,379842017.6905,2010-01-01,Large Vendor,Other Than Small,Large,496919855.2771258
2020,Defense,Other Services,M,PID,1,1,0,1,1,1,1,1,116,970211.2188,2020-01-01,Medium Vendor,Other Than Small,Medium,1072307.3446564865
2007,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,1,1,587,587,1420,10686084.7027,2007-01-01,Medium Vendor,Other Than Small,Medium,14541805.127568042
2010,Defense,Other Services,S,PDuns-1,1,1,1,1,1,1,36,36,366,57055378.3746,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,74641427.34148334
2014,Defense,Aircraft,L,PID,1,0,1,1,1,1,14,14,1760,728958762.2974,2014-01-01,Large Vendor,Other Than Small,Large,884371646.9665277
2011,Defense,Other R&D and Knowledge Based,L,PID,1,1,1,1,1,1,98,98,25938,12182875008.265,2011-01-01,Large Vendor,Other Than Small,Large,15623110479.52001
2007,Defense,Land Vehicles,N,PDuns-2+,1,1,1,1,1,1,153,344,4266,540173445.8501,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,735077177.7669303
2003,Defense,"Electronics, Comms, & Sensors",N,PID,1,0,1,1,1,1,297,297,8346,2713786560.3105,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4135371995.438049
2002,Defense,Ships & Submarines,L,PID,1,1,1,1,1,1,44,44,1751,1377711032,2002-01-01,Large Vendor,Other Than Small,Large,2139538170.6634202
2003,Defense,Ships & Submarines,N,PID,1,1,1,1,1,1,39,39,621,116748449,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,177905762.21668205
2014,Defense,Missile Defense,N,PID,1,0,1,1,1,1,21,21,754,322511061.3804,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,391269922.6208678
2007,Defense,Other Products,S,PDuns-2+,1,1,0,0,1,0,1,1,1,6037,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8215.251890427846
2005,Defense,Other Services,S,PDuns-2+,1,1,0,1,1,1,2,2,2,124437,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,179644.06066674212
2006,Defense,Ordnance and Missiles,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,0,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2019,Defense,Missile Defense,S,PDuns-2+,1,0,0,0,1,1,1,1,1,34582.6992,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,38731.76192651263
2019,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,0,1,0,2,2,2,15750,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,17639.60779390447
2014,Defense,"Electronics, Comms, & Sensors",S,Duns,1,0,0,0,0,0,1,1,2,7146.28,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,8669.855882335278
2014,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,0,1,0,1,1,2,5680.75,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6891.877144972787
2017,Defense,Space Systems,S,PDuns-2+,1,1,1,1,1,1,1,2,19,2188114,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2557301.124430899
2018,Defense,Land Vehicles,N,PDuns-2+,1,0,0,0,1,0,7,8,19,74487.7595,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,85058.42902491735
2013,Defense,Other R&D and Knowledge Based,N,PDuns-2+,1,0,0,0,0,0,1,1,2,0,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2014,Defense,Other Services,M,Duns,1,1,0,0,1,1,5,5,6,74929.89,2014-01-01,Medium Vendor,Other Than Small,Medium,90904.82706796197
2019,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,1,0,0,1,0,2,3,4,3579.4902,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4008.939887626963
2019,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,0,1,1,25,31,171,458387.7564,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,513382.87240786175
2003,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,3,3,0,0,2003-01-01,Medium Vendor,Other Than Small,Medium,0
2014,Defense,"Electronics, Comms, & Sensors",M,Duns,1,0,0,1,1,1,2,2,4,55921.6,2014-01-01,Medium Vendor,Other Than Small,Medium,67843.99893505439
2004,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,0,0,0,3,3,5,12217,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,18172.53495855325
2020,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,0,0,0,1,1,1,-9357,2020-01-01,Medium Vendor,Other Than Small,Medium,-10341.644818703207
2018,Defense,Other R&D and Knowledge Based,U,Duns,1,1,1,1,1,1,1,1,2,1720,2018-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,1964.0877763662343
2003,Defense,Aircraft,M,PID,1,1,0,1,1,1,2,2,15,2499135,2003-01-01,Medium Vendor,Other Than Small,Medium,3808277.719024667
2019,Defense,Facilities and Construction,S,PID,1,1,1,1,1,1,7,7,260,79934451.914,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,89524595.6180112
2001,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,0,0,15,15,19,-697455,2001-01-01,Medium Vendor,Other Than Small,Medium,-1100219.318539719
2003,Defense,Ordnance and Missiles,M,PDuns-1,1,0,0,0,1,1,10,10,14,223048,2003-01-01,Medium Vendor,Other Than Small,Medium,339889.0930954166
2016,Defense,Ships & Submarines,S,PID,1,0,1,1,1,1,3,3,21,4916933.0435,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5849134.503189804
2003,Defense,Ships & Submarines,M,PID,1,0,1,1,1,1,8,8,243,59391523,2003-01-01,Medium Vendor,Other Than Small,Medium,90503079.56146468
2018,Defense,Facilities and Construction,N,PDuns-1,1,1,1,1,1,1,295,295,13899,810278555.3858,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,925266398.8865933
2019,Defense,Ordnance and Missiles,S,PID,1,0,1,1,1,1,7,7,48,6905492.5266,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7733979.66939444
2006,Defense,Ordnance and Missiles,M,PDuns-2+,1,0,0,1,1,1,6,6,12,797277,2006-01-01,Medium Vendor,Other Than Small,Medium,1114700.7056561017
2000,Defense,Land Vehicles,N,PDuns-2+,1,1,1,1,1,1,19,33,86,25658566,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,41457316.12018556
2004,Defense,Other Services,M,PDuns-1,1,0,0,0,0,0,73,73,184,115236,2004-01-01,Medium Vendor,Other Than Small,Medium,171411.16792042583
2004,Defense,Missile Defense,N,PID,1,1,1,1,1,1,20,20,67,21328068,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,31725060.27080305
2007,Defense,Facilities and Construction,M,PDuns-1,1,1,1,1,1,1,593,593,10942,1495033573.1505,2007-01-01,Medium Vendor,Other Than Small,Medium,2034467018.0682034
2015,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,1,1,1,1,925,925,17078,1794266854.4375,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2152129013.2394114
2010,Defense,Facilities and Construction,N,PID,1,0,1,1,1,1,238,238,6668,1854673007.3375,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2426334632.4773703
2007,Defense,Other Services,N,PDuns-2+,1,0,0,1,1,1,161,273,737,10953038.9266,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14905080.958701415
2001,Defense,Other Products,S,PID,1,0,1,1,1,1,14,14,98,186791031,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,294658581.32230973
2019,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,1,1,1,1,87,87,448,297400623.7959,2019-01-01,Medium Vendor,Other Than Small,Medium,333081292.7887116
2000,Defense,Ships & Submarines,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,3,3,0,0,2000-01-01,Medium Vendor,Other Than Small,Medium,0
2019,Defense,Other R&D and Knowledge Based,N,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,NA,0,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2015,Defense,Other Products,U,Name,1,1,0,1,1,1,1,1,3,573358.8126,2015-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,687713.8328344127
2016,Defense,Facilities and Construction,S,Duns,1,0,0,0,1,0,8,8,8,42709.2002,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,50806.438542762495
2015,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,0,0,0,0,5,5,13,2825.51,2015-01-01,Medium Vendor,Other Than Small,Medium,3389.051095247719
2005,Defense,Space Systems,S,PID,1,0,0,1,1,1,2,2,3,849993,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1227096.394627853
2015,Defense,Ships & Submarines,M,Duns,1,1,0,0,1,1,1,1,2,22701.3301,2015-01-01,Medium Vendor,Other Than Small,Medium,27229.055157824605
2010,Defense,Other Services,M,PDuns-2+,1,0,0,0,0,0,6,6,8,12622.0201,2010-01-01,Medium Vendor,Other Than Small,Medium,16512.476527827377
2002,Defense,Other Products,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,2,2,0,0,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2007,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,34,34,0,0,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2019,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,1,0,0,1,0,3,3,6,17280,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,19353.16969388376
2007,Defense,Land Vehicles,S,PID,1,0,1,1,1,1,11,11,77,3735812.6563,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5083757.161993184
2014,Defense,Other R&D and Knowledge Based,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,15,15,0,0,2014-01-01,Medium Vendor,Other Than Small,Medium,0
2007,Defense,Missile Defense,S,PDuns-1,1,0,0,0,1,1,9,9,16,234829.9004,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,319560.5074026972
2014,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,4,4,5,87627.91,2014-01-01,Medium Vendor,Other Than Small,Medium,106310.04536209698
2005,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,1,1,1,1,3,6,19,3297254,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4760096.254407115
2018,Defense,Other R&D and Knowledge Based,J,PID,1,0,1,1,1,1,2,2,41,63475682.255,2018-01-01,Large: Big 5 JV,Other Than Small,Large,72483611.40322825
2016,Defense,Other Services,M,PID,1,0,0,1,1,1,3,3,221,4519747.7685,2016-01-01,Medium Vendor,Other Than Small,Medium,5376646.861888161
2012,Defense,Other Services,S,PDuns-1,1,1,0,0,0,0,3,3,4,-6110,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-7694.322998531923
2009,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,0,0,1,1,39,39,67,612832.0998,2009-01-01,Medium Vendor,Other Than Small,Medium,808696.9126615592
2014,Defense,Other Products,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,9,8,0,0,2014-01-01,Medium Vendor,Other Than Small,Medium,0
2013,Defense,Other Products,M,Duns,1,0,0,0,1,1,1,1,1,10179.8799,2013-01-01,Medium Vendor,Other Than Small,Medium,12589.141463587248
2006,Defense,Other Services,M,PID,1,1,1,1,1,1,14,14,122,397969064,2006-01-01,Medium Vendor,Other Than Small,Medium,556414391.0712316
2009,Defense,Facilities and Construction,M,PID,1,0,0,0,1,1,4,4,10,64799.8008,2009-01-01,Medium Vendor,Other Than Small,Medium,85510.20559325478
2006,Defense,Ordnance and Missiles,M,PDuns-1,1,1,1,1,1,1,22,22,57,64570262,2006-01-01,Medium Vendor,Other Than Small,Medium,90277929.27150711
2004,Defense,Other Products,M,PID,1,1,0,0,1,1,1,1,4,125193,2004-01-01,Medium Vendor,Other Than Small,Medium,186221.99959614937
2016,Defense,Ships & Submarines,M,PDuns-1,1,1,0,0,0,0,15,15,22,-94363.5274,2016-01-01,Medium Vendor,Other Than Small,Medium,-112253.91093899214
2013,Defense,Aircraft,M,PDuns-1,1,0,1,1,1,1,36,36,233,40547971.2128,2013-01-01,Medium Vendor,Other Than Small,Medium,50144417.28918655
2004,Defense,Other Services,M,PDuns-1,1,1,0,0,1,0,85,85,171,505667,2004-01-01,Medium Vendor,Other Than Small,Medium,752169.209698514
2003,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,1,1,1,1,93,93,646,187917239.3125,2003-01-01,Medium Vendor,Other Than Small,Medium,286355493.1984146
2015,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,0,0,1,1,299,299,2337,10402902.1903,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,12477735.722680546
2013,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,0,1,1,1,248,248,543,15080949.61,2013-01-01,Medium Vendor,Other Than Small,Medium,18650142.232573975
2013,Defense,Ships & Submarines,M,PID,1,1,1,1,1,1,12,12,211,944100924.32,2013-01-01,Medium Vendor,Other Than Small,Medium,1167540305.8702059
2005,Defense,Other Products,N,Duns,1,1,1,1,1,1,4,3,20567,6399972105.2327,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9239349848.82214
2018,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,1,1,1,1,1,251,251,9371,1151744810.7506,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1315190642.028195
2010,Defense,Other Services,M,PDuns-1,1,0,1,1,1,1,125,125,1413,330702463.7162,2010-01-01,Medium Vendor,Other Than Small,Medium,432634128.81179273
2005,Defense,Space Systems,L,PID,1,1,1,1,1,1,25,25,717,753413216,2005-01-01,Large Vendor,Other Than Small,Large,1087668534.9392006
2020,Defense,Other Products,N,PDuns-2+,1,0,0,0,1,1,46,56,7173,5349557.6508,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5912496.0095917415
2006,Defense,Space Systems,L,PID,1,1,1,1,1,1,20,20,653,868007163.87,2006-01-01,Large Vendor,Other Than Small,Large,1213591007.9940104
2006,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2019,Defense,Ships & Submarines,J,PID,1,0,1,1,1,1,1,1,29,546459.0902,2019-01-01,Large: Big 5 JV,Other Than Small,Large,612020.5731137692
2005,Defense,Ships & Submarines,M,PID,1,1,0,1,1,1,1,1,2,0,2005-01-01,Medium Vendor,Other Than Small,Medium,0
2015,Defense,Ships & Submarines,N,Duns,1,0,0,0,1,0,1,1,1,50.37,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,60.4161739535969
2001,Defense,Facilities and Construction,M,PDuns-2+,1,0,0,0,1,0,1,1,1,3839,2001-01-01,Medium Vendor,Other Than Small,Medium,6055.934739695007
2016,Defense,"Electronics, Comms, & Sensors",L,PID,1,1,0,1,1,1,1,1,1,39313.0586,2016-01-01,Large Vendor,Other Than Small,Large,46766.42237119019
2007,Defense,Ordnance and Missiles,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2007-01-01,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Aircraft,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,2,2,0,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Land Vehicles,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2007,Defense,Space Systems,N,PDuns-2+,1,0,0,1,1,1,3,3,3,120391.5996,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,163830.92864096942
2002,Defense,Aircraft,M,PDuns-1,1,1,0,0,1,1,5,5,7,119958,2002-01-01,Medium Vendor,Other Than Small,Medium,186290.6762848964
