Fiscal_Year,Customer,SubCustomer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,SubCustomer.sum,SubCustomer.platform,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2017,Defense,Navy,M,PDuns-1,1,0,0,0,1,271,271,462,3186942.4518,2017-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,3724655.806546051
2017,Defense,Navy,M,PDuns-1,1,1,0,0,1,324,324,845,5314565.7861,2017-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,6211260.044337505
2017,Defense,Navy,M,PDuns-2,1,1,0,0,1,1,1,1,8001.3701,2017-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,9351.392456571173
2017,Defense,Navy,M,PDuns-3+,1,1,1,1,1,19,52,1937,787538730.1145,2017-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,920415334.875008
2017,Defense,Navy,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,9,9,0,0,2017-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2017,Defense,Navy,N,PDuns-1,1,1,0,0,1,39,39,127,771065.8291,2017-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,901163.0617818236
2017,Defense,Navy,N,PDuns-2,1,0,0,1,1,54,70,685,11107264.543,2017-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,12981325.518307252
2017,Defense,Navy,N,PDuns-2,1,1,1,1,1,70,93,1186,194895094.7831,2017-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,227778554.97240466
2017,Defense,Navy,N,PDuns-3+,1,0,0,1,1,45,80,327,5533715.5607,2017-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6467385.623262258
2017,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,25,25,0,0,2017-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,43,43,0,0,2017-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,Navy,S,PDuns-1,1,1,0,0,1,27,27,41,394004.6996,2017-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,460482.7085417572
2017,Defense,Navy,S,PDuns-2,Unlabeled,Unlabeled,1,1,1,2,2,0,0,2017-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,Navy,S,PDuns-2,1,0,1,1,1,102,129,1094,215786048.0959,2017-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,252194311.37141168
2017,Defense,Navy,S,PDuns-2,1,1,0,1,1,3,4,44,551469.3601,2017-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,644515.4204364665
2017,Defense,Navy,S,PDuns-3+,1,0,0,0,1,2,2,2,17629.91,2017-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,20604.497145311234
2017,Defense,Other DoD,NA,Duns,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,5,1190,5573127,4608240937.9463,2017-01-01,Other DoD,Other DoD,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,5385761314.199613
2017,Defense,Other DoD,M,PDuns-1,1,0,0,0,1,41,41,53,282921.0208,2017-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,330656.55839548475
2017,Defense,Other DoD,M,PDuns-1,1,1,0,1,1,47,47,95,3572875.3317,2017-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,4175704.7865000777
2017,Defense,Other DoD,N,PDuns-1,1,1,1,1,1,249,249,7203,584256677.9506,2017-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,682834742.3760055
2017,Defense,Other DoD,N,PDuns-2,1,0,0,1,1,11,11,15,265768.0825,2017-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,310609.5094748692
2017,Defense,Other DoD,N,PDuns-3+,1,0,1,1,1,66,104,3925,501168353.3109,2017-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,585727431.6836995
2017,Defense,Other DoD,N,PDuns-3+,1,1,0,1,1,3,3,3,18511.1895,2017-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21634.46955821472
2017,Defense,Other DoD,S,PDuns-1,1,0,1,1,1,1086,1086,26504,1016164525.9447,2017-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,1187615766.2741396
2017,Defense,Other DoD,S,PDuns-1,1,1,1,1,1,75,75,662,336945721.256,2017-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,393796516.9274311
2017,Defense,Other DoD,S,PDuns-2,1,0,0,1,1,6,7,14,-280688.3993,2017-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,-328047.2402921416
2005,Defense,DLA,N,PDuns-3+,1,0,0,1,1,141,243,10383,108655019.5498,2005-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,156860330.31775376
2005,Defense,DLA,N,PDuns-3+,1,0,1,1,1,184,403,19985,814787582.9073,2005-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1176271928.560695
2005,Defense,DLA,N,PDuns-3+,1,1,0,0,1,1,1,1,11909,2005-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,17192.483895306315
2005,Defense,DLA,N,PID,1,0,0,1,1,35,35,1392,20859946.5,2005-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,30114559.934352286
2005,Defense,DLA,S,Duns,1,0,0,0,1,1,1,1,3,2005-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,4.330964118391044
2005,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,3929.9399,2005-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,5673.47623144443
2005,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,9,9,0,0,2005-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,Defense,DLA,S,PDuns-1,1,0,0,0,1,2815,2815,33714,220951572.0999,2005-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,318977776.8889196
2005,Defense,DLA,S,PDuns-1,1,1,0,1,1,12,12,100,2734282,2005-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,3947359.077187501
2005,Defense,DLA,S,PDuns-2,1,0,0,0,1,85,89,1613,13281331,2005-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,19173656.001824882
2005,Defense,DLA,S,PDuns-3+,1,0,0,0,1,13,14,59,450749,2005-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,650725.9151335483
2005,Defense,DLA,S,PID,1,0,0,1,1,10,10,140,4041713,2005-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,5834837.993278208
2005,Defense,MDA,M,PDuns-1,1,0,0,0,1,1,1,1,21250,2005-01-01,Other DoD,MDA,Medium Vendor,Other Than Small,Medium,30677.6625052699
2005,Defense,MDA,N,PDuns-1,1,0,0,1,1,3,3,3,289288,2005-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,417631.98262703617
2005,Defense,MDA,N,PDuns-2,1,0,1,1,1,4,4,10,4513892,2005-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6516501.42876413
2005,Defense,MDA,N,PDuns-3+,1,0,1,1,1,6,6,24,35890848,2005-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,51813991.622209
2005,Defense,MDA,N,PID,1,0,1,1,1,13,13,122,133755840,2005-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,193097247.88841787
2005,Defense,MDA,N,PID,1,1,1,1,1,7,7,27,18076853,2005-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,26096733.905476503
2005,Defense,MDA,S,PDuns-1,1,0,1,1,1,72,72,116,47981439,2005-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,69268630.21925622
2005,Defense,MilitaryHealth,B,PID,1,1,1,1,1,1,1,6,2406363,2005-01-01,Other DoD,Other DoD,Big Five,Other Than Small,Large,3473957.269607943
2005,Defense,MilitaryHealth,L,PID,1,0,0,0,0,1,1,2,-70932,2005-01-01,Other DoD,Other DoD,Large Vendor,Other Than Small,Large,-102401.31561523787
2005,Defense,MilitaryHealth,L,PID,1,1,1,1,1,5,5,21,2434121,2005-01-01,Other DoD,Other DoD,Large Vendor,Other Than Small,Large,3514030.2369407094
2005,Defense,MilitaryHealth,M,PID,1,0,1,1,1,3,3,220,1873338205,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,2704453515.822029
2005,Defense,MilitaryHealth,N,PDuns-1,1,0,0,1,1,2,2,2,5546,2005-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8006.509000198911
2005,Defense,MilitaryHealth,N,PDuns-3+,1,0,1,1,1,2,2,2,18529,2005-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,26749.47804988922
2005,Defense,MilitaryHealth,N,PDuns-3+,1,1,1,1,1,2,2,2,349027,2005-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,503874.471116557
2005,Defense,MilitaryHealth,S,PDuns-1,1,0,1,1,1,1,1,1,215674,2005-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,311358.7850899567
2005,Defense,Navy,B,PID,1,1,1,1,1,5,5,19640,28437588260.3976,2005-01-01,Navy,Navy,Big Five,Other Than Small,Large,41054058123.12013
2005,Defense,Navy,L,PID,1,0,1,1,1,59,59,2848,1362383570.5554,2005-01-01,Navy,Navy,Large Vendor,Other Than Small,Large,1966811453.1869702
2005,Defense,Navy,L,PID,1,1,0,1,1,3,3,89,1370160,2005-01-01,Navy,Navy,Large Vendor,Other Than Small,Large,1978037.9321515579
2005,Defense,Navy,M,Duns,1,0,1,1,1,8,8,72,10098833.1602,2005-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,14579228.018147945
2005,Defense,Navy,M,Duns,1,1,0,1,1,4,4,8,79946,2005-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,115414.41913629681
2005,Defense,Navy,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,2,2,0,0,2005-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,0
2005,Defense,Navy,M,PDuns-2,1,1,0,0,1,68,70,474,1653539,2005-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,2387139.35912007
2005,Defense,Navy,M,PDuns-3+,1,1,1,1,1,27,47,514,99206899.3516,2005-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,143220507.12953714
2005,Defense,Navy,M,PID,1,0,0,0,1,4,4,7,86439,2005-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,124788.06914320117
2005,Defense,Navy,M,PID,1,1,0,0,1,2,2,4,42578,2005-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,61467.930077617966
2005,Defense,Navy,N,Duns,1,0,0,1,1,4,4,21,903326,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1304090.831069903
2005,Defense,Navy,N,Duns,1,1,0,1,1,2,2,7,51150,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,73842.93821856732
2005,Defense,Navy,N,PDuns-1,Unlabeled,Unlabeled,0,0,0,1,1,0,0,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2005,Defense,Navy,N,PDuns-1,1,0,0,0,1,1077,1077,4341,23465505.0001,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,33876086.72511958
2005,Defense,Navy,N,PDuns-1,1,1,0,0,1,96,96,270,1895748,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2736805.5218371954
2005,Defense,Navy,N,PDuns-2,1,0,1,1,1,192,232,3260,374654398.3125,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,540871585.2962747
2005,Defense,Navy,N,PDuns-2,1,1,1,1,1,43,56,1475,198305292.1606,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,286284368.27820385
2005,Defense,Navy,N,PDuns-3+,1,0,1,1,1,357,799,7761,551207065.6587,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,795752674.3904821
2005,Defense,Navy,N,PDuns-3+,1,1,1,1,1,195,921,15272,1357347636.5427,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1959541303.3497744
2005,Defense,Navy,N,PID,1,0,0,0,1,16,16,77,473165,2005-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,683086.8790261662
2005,Defense,Navy,S,Duns,1,0,0,0,0,1,1,1,-2350,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,-3392.5885594063184
2005,Defense,Navy,S,Duns,1,1,1,1,1,1,1,1,395895,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,571535.6798834743
2005,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,0,0,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,Defense,Navy,S,PDuns-1,1,1,1,1,1,45,45,442,74038241.125,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,106885655.23371974
2005,Defense,Navy,S,PDuns-2,Unlabeled,Unlabeled,0,0,0,1,1,0,0,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,Defense,Navy,S,PDuns-2,Unlabeled,Unlabeled,0,1,1,2,2,0,0,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,Defense,Navy,S,PDuns-2,1,0,0,1,1,229,254,4870,30369546.6801,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,43843138.98777166
2005,Defense,Navy,S,PDuns-2,1,1,0,1,1,1,1,1,3107,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,4485.435171946991
2005,Defense,Navy,S,PDuns-3+,1,0,1,1,1,32,47,333,60190083,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,86893696.58532627
2005,Defense,Navy,S,PDuns-3+,1,1,1,1,1,1,1,5,-4045890,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,-5840868.138985715
2005,Defense,Navy,S,PID,1,0,1,1,1,80,80,1240,386956434.9863,2005-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,558631478.435394
2005,Defense,Other DoD,M,Duns,1,0,1,1,1,3,3,9,5198647,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,7505051.207060416
2005,Defense,Other DoD,M,Duns,1,1,1,1,1,1,1,25,908754.2998,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,1311927.4216224593
2005,Defense,Other DoD,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,2,2,2,11480,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,16573.156026376397
2005,Defense,Other DoD,M,PDuns-1,1,0,0,0,1,124,124,168,1463547.4617,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,2112857.1807283307
2005,Defense,Other DoD,M,PDuns-1,1,1,0,0,1,29,29,40,309444.2601,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,446730.6623783886
2005,Defense,Other DoD,M,PDuns-2,1,0,0,0,0,2,2,3,4872,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,7033.485728267056
2005,Defense,Other DoD,M,PDuns-2,1,0,0,1,1,16,16,35,4722852.9712,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,6818168.918234577
2005,Defense,Other DoD,M,PDuns-2,1,1,0,1,1,4,4,17,873238.9339,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,1260655.496500983
2005,Defense,Other DoD,M,PDuns-2,1,1,1,1,1,3,3,45,4768380,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,6883894.22761783
2005,Defense,Other DoD,M,PDuns-3+,1,0,0,1,1,2,3,33,1047188,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,1511777.8844032271
2005,Defense,Other DoD,M,PDuns-3+,1,0,1,1,1,6,10,27,10000866,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,14437797.266278991
2005,Defense,Other DoD,M,PID,1,0,0,1,1,4,4,150,1551225,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,2239433.2715170495
2005,Defense,Other DoD,M,PID,1,1,0,1,1,1,1,3,340513,2005-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,491583.19494856324
2005,Defense,Other DoD,N,PDuns-2,1,0,0,0,1,32,34,93,299490.0803,2005-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,432360.26386445086
2005,Defense,Other DoD,N,PDuns-2,1,1,0,0,1,4,4,6,18509.62,2005-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,26721.500021684413
2005,Defense,Other DoD,N,PDuns-3+,1,0,1,1,1,130,175,602,141231238.8889,2005-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,203889142.67457995
2005,Defense,Other DoD,N,PID,1,0,0,1,1,32,32,176,11838445.5703,2005-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,17090627.660831567
2005,Defense,Other DoD,S,Duns,1,0,0,1,1,3,3,6,104415,2005-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,150739.20614060032
2005,Defense,Other DoD,S,Duns,1,0,1,1,1,6,6,10,3462945,2005-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,4999296.846320558
2005,Defense,Other DoD,S,PDuns-1,1,1,0,1,1,22,22,68,4412284.4009,2005-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,6369815.140144808
2005,Defense,Other DoD,S,PDuns-2,1,0,1,1,1,30,33,143,30694032,2005-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,44311583.746915504
2005,Defense,Other DoD,S,PDuns-3+,1,0,1,1,1,8,9,19,4188986,2005-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,6047449.352814143
2005,Defense,Other DoD,S,PID,1,0,1,1,1,21,21,144,394493222.7188,2005-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,569511997.5145233
2005,Defense,Other DoD,U,Duns,1,1,1,1,1,3,1,18,1853817.7696,2005-01-01,Other DoD,Other DoD,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,2676272.7473911056
2005,Defense,Other DoD,U,Name,1,1,0,0,0,1,1,2,3486.34,2005-01-01,Other DoD,Other DoD,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,5033.071148170478
2005,Defense,Other DoD,U,Name,1,1,1,1,1,5,2,46,3447813.1268,2005-01-01,Other DoD,Other DoD,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,4977451.646362811
2006,Defense,Air Force,L,PID,1,1,1,1,1,96,96,23601,14713771740.4049,2006-01-01,Air Force,Air Force,Large Vendor,Other Than Small,Large,20571836064.369286
2006,Defense,Air Force,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,13,13,0,0,2006-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2006,Defense,Air Force,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,6,6,0,0,2006-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,0
2006,Defense,Air Force,M,PDuns-3+,1,0,0,1,1,16,19,50,2276932,2006-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,3183457.828497447
2006,Defense,Air Force,M,PID,1,0,1,1,1,63,63,744,1314058481.125,2006-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,1837230869.8023684
2006,Defense,Air Force,M,PID,1,1,1,1,1,25,25,318,233871477.4063,2006-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,326983847.3926097
2006,Defense,Air Force,N,Duns,1,0,1,1,1,15,15,47,9198440,2006-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,12860658.916456029
2006,Defense,Air Force,N,Duns,1,1,1,1,1,6,5,16793,132079737.6309,2006-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,184665275.35603938
2006,Defense,Air Force,N,PDuns-1,1,1,0,0,1,87,87,213,1741316,2006-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2434594.46838459
2006,Defense,Air Force,N,PDuns-3+,1,0,0,0,1,45,47,77,663966,2006-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,928313.9595544074
2006,Defense,Air Force,N,PID,1,0,1,1,1,281,281,6135,2435909352.6412,2006-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3405729594.988246
2006,Defense,Air Force,N,PID,1,1,1,1,1,182,182,35190,3387745196.535,2006-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4736524396.364919
2006,Defense,Air Force,S,Duns,1,0,0,0,0,1,1,1,32553,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,45513.48160203177
2006,Defense,Air Force,S,Duns,1,0,0,1,1,5,5,10,447947,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,626290.2817923179
2006,Defense,Air Force,S,Duns,1,0,1,1,1,22,22,83,29286357,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,40946274.39898118
2006,Defense,Air Force,S,Duns,1,1,0,1,1,2,2,5,151028,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,211157.50005810996
2006,Defense,Air Force,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,34,34,0,0,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,Defense,Air Force,S,PDuns-1,1,0,1,1,1,1855,1855,13168,2652249770.3502,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,3708202658.0292697
2006,Defense,Air Force,S,PDuns-1,1,1,1,1,1,53,53,269,70269214.9375,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,98245833.60203736
2006,Defense,Air Force,S,PDuns-2,1,0,1,1,1,88,101,742,108993792.8672,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,152388012.97566947
2006,Defense,Air Force,S,PDuns-2,1,1,1,1,1,7,8,121,39242090.9766,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,54865732.36533471
2006,Defense,Air Force,S,PID,1,0,0,0,0,1,1,3,2300,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,3215.7100016795093
2006,Defense,Air Force,S,PID,1,0,0,1,1,56,56,246,17876262,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,24993423.698279716
2006,Defense,Air Force,S,PID,1,0,1,1,1,65,65,576,184946967.2368,2006-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,258580787.96681315
2006,Defense,Army,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,33,33,1761,544197511.9241,2006-01-01,Army,Army,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,760861470.4275794
2006,Defense,Army,L,PID,1,0,0,1,1,6,6,87,1255428.6694,2006-01-01,Army,Army,Large Vendor,Other Than Small,Large,1755258.490689034
2006,Defense,Army,L,PID,1,1,1,1,1,117,117,42370,27711321725.5693,2006-01-01,Army,Army,Large Vendor,Other Than Small,Large,38744162796.813866
2006,Defense,Army,M,Duns,1,0,0,0,1,1,1,1,275834,2006-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,385653.1098275069
2006,Defense,Army,M,Duns,1,1,0,0,1,2,2,2,-4247.17,2006-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,-5938.116107753549
