Fiscal_Year,Customer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2019,Other Agencies,S,Duns,1,0,0,0,1,1,13,13,14,103295.0107,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,115687.83973429621
2007,Other Agencies,S,PDuns-1,1,1,0,0,0,0,15,15,29,1784.8002,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2428.7863536667214
2004,Other Agencies,S,PDuns-2+,1,0,0,0,1,0,83,87,128,428724.9603,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,637719.5161378492
2013,HHS,M,PID,1,1,0,1,1,1,3,3,11,147035,2013-01-01,Medium Vendor,Other Than Small,Medium,181833.62016859857
2017,VA,M,PDuns-2+,1,0,0,1,1,1,213,285,8377,45292985.9103,2017-01-01,Medium Vendor,Other Than Small,Medium,52934995.06755272
2005,VA,N,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2019,VA,M,PDuns-1,1,0,0,1,1,1,1194,1194,50157,251520306.2404,2019-01-01,Medium Vendor,Other Than Small,Medium,281696479.63704115
2015,HHS,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,24,24,0,17953253.3548,2015-01-01,Medium Vendor,Other Than Small,Medium,21533986.057506334
2008,Other Agencies,S,PID,1,0,0,0,0,0,6,6,13,-1335.0401,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-1779.6295090879755
2002,GSA,N,PID,1,1,1,1,1,1,81,81,5161,896231842.5679,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1391817436.603085
2009,HHS,S,PDuns-1,1,0,0,0,1,0,760,760,1322,5778121.0017,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7624843.112142256
2015,NASA,J,PID,1,0,1,1,1,1,2,2,33,373969686.4231,2015-01-01,Large: Big 5 JV,Other Than Small,Large,448557030.5402044
2006,State and IAP,M,PDuns-1,1,1,0,0,0,0,51,51,80,160065.5416,2006-01-01,Medium Vendor,Other Than Small,Medium,223793.2013249424
2013,NASA,N,PDuns-1,1,1,0,0,1,0,5,5,7,21090.75,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,26082.27581576407
2012,State and IAP,S,Duns,1,1,0,0,1,0,1,1,1,4225,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5320.54249898484
2005,Energy,S,PDuns-2+,1,0,0,1,1,1,16,16,22,801983.7256,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1157787.57970239
2003,DHS,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,25000,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,38095.958391850254
2017,VA,M,PDuns-1,1,0,0,0,0,0,62,62,389,48955.5404,2017-01-01,Medium Vendor,Other Than Small,Medium,57215.51002920428
2013,Other Agencies,S,Duns,1,1,0,1,1,1,1,1,1,25000,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,30916.723937939703
2008,DHS,M,PDuns-2+,1,0,0,0,0,0,27,28,49,47241.02,2008-01-01,Medium Vendor,Other Than Small,Medium,62973.02472893154
2002,GSA,N,PDuns-1,1,1,0,0,1,1,2,2,8,92785.5,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,144092.7119861306
2007,NASA,S,PDuns-2+,1,0,0,0,1,0,6,6,10,38052.7698,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,51782.8539068189
2000,Energy,M,PDuns-1,1,0,0,0,1,1,9,9,10,107966,2000-01-01,Medium Vendor,Other Than Small,Medium,174443.91055337831
2007,Other Agencies,S,PDuns-2+,1,1,0,0,1,0,2,2,4,22241.6501,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,30266.814316756616
2018,DHS,L,PID,1,0,0,1,1,1,7,7,81,666897.3974,2018-01-01,Large Vendor,Other Than Small,Large,761537.8060022063
2019,NATIONAL ENDOWMENT FOR THE HUMANITIES,S,PDuns-1,1,0,0,0,0,0,1,1,1,-540,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-604.7865529338675
2009,DHS,N,PDuns-1,1,0,1,1,1,1,741,741,5523,715632855.9499,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,944353406.7401645
2008,Other Agencies,S,PDuns-2+,1,0,1,1,1,1,231,282,74087,405653899.9595,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,540743046.4781903
2005,Other Agencies,N,PDuns-2+,1,0,0,1,1,1,586,1021,22090,120399356.9443,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,173815098.2677063
2018,State and IAP,M,PDuns-2+,1,1,1,1,1,1,89,116,1435,383798777.1108,2018-01-01,Medium Vendor,Other Than Small,Medium,438264236.4579251
2013,VA,S,PDuns-2+,Unlabeled,Unlabeled,0,0,1,1,1,1,0,0,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2003,HHS,N,PID,1,1,0,1,1,1,6,6,22,1413860,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2154494.069276056
2015,HHS,M,PDuns-1,1,1,0,0,0,0,6,6,7,107410,2015-01-01,Medium Vendor,Other Than Small,Medium,128832.66317958792
2011,DHS,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,NASA,B,PID,1,1,1,1,1,1,5,5,1589,2657888633.8029,2006-01-01,Big Five,Other Than Small,Large,3716086549.160988
2003,Other Agencies,L,PID,1,1,1,1,1,1,89,89,26275,3975946816.0518,2003-01-01,Large Vendor,Other Than Small,Large,6058700178.900754
2006,VA,N,PDuns-2+,1,1,1,1,1,1,204,732,275534,399388668.2813,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,558399189.195494
2005,Other Agencies,S,PDuns-2+,1,0,0,1,1,1,238,265,39552,41770848.8613,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,60302682.53767524
2015,GSA,N,PDuns-2+,1,0,1,1,1,1,459,607,2771,280051812.3616,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,335907464.9922276
2007,State and IAP,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,6,6,2,16491.25,2007-01-01,Medium Vendor,Other Than Small,Medium,22441.572426373732
2002,Defense,M,PDuns-1,1,1,1,1,1,1,633,633,8895,2486419650.1172,2002-01-01,Medium Vendor,Other Than Small,Medium,3861324781.576791
2018,State and IAP,M,Duns,1,1,0,1,1,1,95,95,238,10113105.5455,2018-01-01,Medium Vendor,Other Than Small,Medium,11548271.501754723
2019,HHS,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,NASA,N,PID,1,1,0,1,1,1,2,2,11,65975.0297,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,84605.2493515243
2011,Energy,S,PDuns-1,1,0,0,0,1,0,134,134,193,601298.5502,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,771094.9734423697
2017,HHS,M,PDuns-1,1,1,1,1,1,1,49,49,275,162731431.1649,2017-01-01,Medium Vendor,Other Than Small,Medium,190188112.63866884
2012,Energy,M,PDuns-2+,1,1,0,0,1,1,1,1,1,4000,2012-01-01,Medium Vendor,Other Than Small,Medium,5037.199999038902
2000,DHS,N,PDuns-1,1,0,1,1,1,1,13,13,59,8391000,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,13557590.847613115
2020,State and IAP,NA,PDuns-1,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,1,1,1,100000,2020-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,110523.08238434549
2005,NASA,U,Name,1,0,0,0,1,0,2,1,3,12180,2005-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,17583.71432066764
2017,HHS,N,PDuns-1,1,0,0,0,0,0,1,1,1,5000,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5843.619492473653
2018,Defense,N,PDuns-2+,1,0,1,1,1,1,649,1417,129980,5952389144.1526,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6797101603.60767
2007,DHS,S,PID,1,0,0,0,0,0,4,4,8,10351,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,14085.816186486441
2005,Other Agencies,N,PID,1,0,0,0,1,1,24,24,103,630934.8712,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,910852.0960696251
2006,Energy,M,PDuns-2+,1,0,0,0,0,0,1,1,1,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2020,HHS,M,PDuns-2+,1,0,0,0,1,0,11,11,12,-20455.2998,2020-01-01,Medium Vendor,Other Than Small,Medium,-22607.82784991886
2020,Other Agencies,N,PDuns-2+,1,0,1,1,1,1,485,1078,14016,2142918708.9247,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2368419810.094399
2015,VA,N,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2015,Defense,S,PDuns-2+,1,0,0,0,0,0,76,78,187,124356.63,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,149159.25730321795
2012,Energy,S,PID,1,0,0,1,1,1,1,1,1,-60500,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-76187.64998546339
2002,VA,M,PID,1,0,0,0,1,1,8,8,20,200000,2002-01-01,Medium Vendor,Other Than Small,Medium,310593.16808365664
2005,HHS,M,PDuns-2+,Unlabeled,Unlabeled,0,0,1,0,1,1,1,5253,2005-01-01,Medium Vendor,Other Than Small,Medium,7583.518171302719
2009,VA,M,PDuns-1,1,0,0,0,1,0,568,568,901,4101425.0072,2009-01-01,Medium Vendor,Other Than Small,Medium,5412265.026453422
2015,Defense,S,PDuns-2+,1,1,0,1,1,1,10,12,154,2251197.7689,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2700193.6869130763
2014,HHS,M,Duns,1,1,0,0,1,0,1,1,1,6532,2014-01-01,Medium Vendor,Other Than Small,Medium,7924.612333047969
2013,NASA,M,Duns,1,0,0,1,1,1,4,4,5,837574,2013-01-01,Medium Vendor,Other Than Small,Medium,1035801.7654238363
2009,GSA,N,PDuns-2+,1,0,0,0,0,0,1,1,15,4146.21,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5471.363571426426
2013,Defense,M,PDuns-1,1,1,0,0,0,0,259,259,525,4730.6102,2013-01-01,Medium Vendor,Other Than Small,Medium,5850.198784456069
2020,Defense,S,PDuns-2+,1,1,0,0,0,0,3,3,4,6353.53,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7022.117196214106
2019,Other Agencies,S,PDuns-2+,1,0,0,0,1,0,56,60,116,365590.5591,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,409452.3222652859
2001,State and IAP,S,PDuns-2+,1,0,0,0,1,1,2,2,2,49000,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,77296.37985023583
2018,GSA,M,PDuns-1,1,1,0,0,1,0,3,3,4,16189.0003,2018-01-01,Medium Vendor,Other Than Small,Medium,18486.405581871684
2001,Defense,N,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2011,DHS,S,PDuns-2+,1,1,0,1,1,1,4,4,15,273419.6368,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,350628.66442434065
2008,Defense,S,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,4,4,0,0,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2018,Energy,S,PDuns-1,1,0,0,0,0,0,7,7,11,-32417.88,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-37018.34990913222
2004,VA,S,PDuns-2+,1,0,0,1,1,1,54,61,120,7036022.5198,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10465938.0543696
2017,HHS,B,PID,1,1,1,1,1,1,4,4,214,991501301.1144,2017-01-01,Big Five,Other Than Small,Large,1158791266.0010192
2020,Defense,N,PDuns-2+,1,1,0,0,1,0,1,1,3,9892.0402,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,10932.987739738574
2009,Other Agencies,N,PID,1,0,0,0,1,0,3,3,10,32570,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,42979.567248489264
2020,VA,S,PDuns-1,1,1,1,1,1,1,49,49,1056,345973751.0503,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,382380853.9015334
2005,HHS,N,Duns,1,0,1,1,1,1,2,2,10,1011969.9001,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1460935.1087416233
2014,Other Agencies,M,Duns,1,1,0,0,0,0,4,4,4,5980,2014-01-01,Medium Vendor,Other Than Small,Medium,7254.926783776309
2011,NASA,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,6,6,0,228011.2188,2011-01-01,Medium Vendor,Other Than Small,Medium,292397.68605240906
2005,VA,M,PDuns-1,1,0,0,0,1,1,392,392,1177,16095441.0918,2005-01-01,Medium Vendor,Other Than Small,Medium,23236259.27942086
2013,Energy,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,NA,0,2013-01-01,Medium Vendor,Other Than Small,Medium,0
2003,Other Agencies,M,PDuns-1,1,0,0,0,1,0,149,149,259,774197.6004,2003-01-01,Medium Vendor,Other Than Small,Medium,1179751.9828763483
2015,NA,N,PDuns-1,1,0,1,1,1,1,5,5,13,559622.4942,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,671237.8391489572
2002,VA,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,7,34,4692000,2002-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,7286515.723242585
2015,State and IAP,S,PDuns-2+,1,1,1,1,1,1,4,4,29,12890010.4536,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,15460891.6781493
2007,Other Agencies,N,PDuns-1,1,0,0,0,1,1,1627,1627,9385,58268627.3536,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,79292935.40157333
2014,State and IAP,N,PDuns-2+,1,0,1,1,1,1,116,146,471,77508415.0702,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,94033089.70917146
2019,DHS,M,PDuns-1,1,0,1,1,1,1,188,188,2020,500459220.3871,2019-01-01,Medium Vendor,Other Than Small,Medium,560501864.410898
2009,Energy,N,PDuns-2+,1,0,0,0,1,0,3,3,10,29767.29,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,39281.09433098809
2019,State and IAP,N,PDuns-1,1,1,0,0,1,0,1,1,4,24806.7202,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,27782.908887690628
2006,VA,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Other Agencies,S,PDuns-2+,1,1,0,1,1,1,11,13,53,734120.5502,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,960396.8507206878
2011,Other Agencies,M,PDuns-2+,1,1,0,1,1,1,53,59,223,7403111.8589,2011-01-01,Medium Vendor,Other Than Small,Medium,9493623.99149418
2020,Defense,S,PID,1,1,1,1,1,1,8,8,823,166133363.157,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,183615713.829895
2013,GSA,N,PID,1,1,0,1,1,1,3,3,8,83432.96,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,103178.95166580663
2016,VA,N,PDuns-2+,1,1,1,1,1,1,213,586,514259,792732122.2449,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,943026225.2887892
2014,Energy,N,PDuns-2+,1,1,0,0,1,1,1,1,1,27300.43,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,33120.83960127262
2010,State and IAP,S,PDuns-1,1,1,0,0,1,0,21,21,30,98568.1302,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,128949.55985051337
2012,GSA,M,PDuns-2+,1,0,0,0,1,0,9,9,17,46230.97,2012-01-01,Medium Vendor,Other Than Small,Medium,58218.66050989188
2014,VA,S,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,17,19,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,Defense,S,PID,1,0,0,0,1,0,15,15,32,127423,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,178154.52849739484
2008,Defense,U,Name,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2008-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,0
2014,DHS,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,2,2,0,35000,2014-01-01,Medium Vendor,Other Than Small,Medium,42461.946058891444
2010,VA,N,PDuns-1,1,0,0,0,0,0,19,19,45,55863.04,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,73081.57723287748
2017,GSA,N,PDuns-2+,1,0,0,0,1,1,20,28,52,241139.6286,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,281825.6468189634
2013,Energy,N,PID,1,0,1,1,1,1,43,43,220,61623816.3422,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,76208260.71416378
2010,HHS,N,PDuns-2+,1,0,0,0,1,0,10,11,7,31924.75,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,41764.84277914888
2009,NASA,S,PDuns-2+,1,1,0,1,1,1,2,2,4,16214.6104,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,21396.897086117697
2005,Energy,S,PID,1,0,0,0,1,1,1,1,1,-1080.25,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-1559.5079962973086
2016,Defense,S,Duns,1,0,1,1,1,1,46,46,303,111052294.9297,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,132106702.32542866
2001,DHS,N,PDuns-2+,1,1,1,1,1,1,4,4,9,160873.4325,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,253774.162170026
2005,State and IAP,M,PDuns-2+,1,0,0,0,1,0,1,1,1,7812,2005-01-01,Medium Vendor,Other Than Small,Medium,11277.83056429028
2005,NASA,U,Name,1,0,1,1,1,1,2,1,5,96876087,2005-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,139855618.90904304
2019,Defense,S,PID,1,0,0,0,0,0,1,1,2,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2020,State and IAP,M,PDuns-2+,1,0,0,0,1,0,1,1,2,4181.9199,2020-01-01,Medium Vendor,Other Than Small,Medium,4621.986776324338
2012,DHS,M,PDuns-1,1,1,0,1,1,1,19,19,62,2072182.2469,2012-01-01,Medium Vendor,Other Than Small,Medium,2609499.103023277
2009,State and IAP,N,PID,1,0,0,1,1,1,9,9,11,81402.5894,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,107419.34495911757
2017,Other Agencies,N,PDuns-1,1,1,0,0,1,0,13,13,39,195518.0703,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,228506.6413471828
2018,Defense,L,PID,1,0,1,1,1,1,95,95,472459,25468263077.1804,2018-01-01,Large Vendor,Other Than Small,Large,29082502439.052048
2017,NASA,M,PID,1,1,1,1,1,1,28,28,1666,441262642.331,2017-01-01,Medium Vendor,Other Than Small,Medium,515714195.6051722
2016,State and IAP,N,PDuns-1,1,0,1,1,1,1,353,353,2425,418478722.2755,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,497818113.7829869
2015,DHS,S,PID,1,0,0,1,1,1,13,13,30,977168.8336,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1172062.7800836011
2000,HHS,N,Duns,1,1,1,1,1,1,1,1,49,1722897.6914,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2783737.572672912
2003,NASA,M,PDuns-1,1,1,0,0,1,1,4,4,4,118960,2003-01-01,Medium Vendor,Other Than Small,Medium,181275.80841178022
2020,Defense,N,PDuns-2+,1,1,1,1,1,1,361,1977,241330,13751017703.0815,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,15198048624.662699
2012,HHS,N,PID,1,0,1,1,1,1,137,137,2339,1273772996.8714,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1604062334.654099
2006,VA,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,8,9,0,83054.6211,2006-01-01,Medium Vendor,Other Than Small,Medium,116121.55467694436
2002,GSA,M,PID,1,0,1,1,1,1,71,71,1199,2526754811.946,2002-01-01,Medium Vendor,Other Than Small,Medium,3923963910.064661
2011,Energy,N,PDuns-2+,1,1,0,1,1,1,14,15,26,338581.1906,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,434190.7261990815
2009,DHS,S,PDuns-2+,1,1,1,1,1,1,9,10,93,5211133.0001,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6876642.346288595
2008,DHS,M,PDuns-2+,1,1,0,1,1,1,5,6,7,348599.4004,2008-01-01,Medium Vendor,Other Than Small,Medium,464688.4987216598
2007,HHS,N,PID,1,1,1,1,1,1,143,143,4526,781179953.2948,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1063042916.6919733
2013,NASA,S,PDuns-1,1,1,0,0,0,0,1,1,2,0,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,Defense,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,348,348,0,0,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2008,VA,M,PDuns-1,1,0,0,0,0,0,1144,1144,4635,2716790.7391,2008-01-01,Medium Vendor,Other Than Small,Medium,3621524.9034986226
2003,Other Agencies,B,PID,1,1,1,1,1,1,5,5,3512,1727309005.8826,2003-01-01,Big Five,Other Than Small,Large,2632139680.71887
2010,GSA,M,PDuns-2+,1,1,0,1,1,1,10,11,112,261117.3391,2010-01-01,Medium Vendor,Other Than Small,Medium,341600.94016151124
2003,Defense,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,15,15,30,196693.9002,2003-01-01,Medium Vendor,Other Than Small,Medium,299729.70551799785
2006,Defense,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,0,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2019,VA,N,PDuns-2+,1,0,0,0,1,1,42,62,174,2549641.221,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2855534.676419791
2010,HHS,N,PID,1,0,0,0,1,0,1,1,1,-125.32,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-163.9470973800245
2018,Defense,S,PDuns-1,1,1,0,1,1,1,315,315,6553,138700014.3824,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,158383141.18040276
2010,Energy,S,PDuns-2+,1,1,0,1,1,1,1,1,1,5765,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,7541.932783241632
2005,Energy,S,PDuns-2+,1,1,0,1,1,1,1,1,1,270611,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,390668.84368063963
2006,Other Agencies,N,PDuns-1,1,0,0,0,1,1,1664,1664,10546,61673405.5088,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,86227733.44881926
2006,Defense,L,PID,1,0,0,0,1,0,1,1,2,800,2006-01-01,Large Vendor,Other Than Small,Large,1118.5078266711337
2000,VA,M,PID,1,1,0,1,1,1,1,1,1,26000,2000-01-01,Medium Vendor,Other Than Small,Medium,42008.98129399845
2004,Defense,M,PDuns-1,1,0,0,1,1,1,1721,1721,6963,388858365.7117,2004-01-01,Medium Vendor,Other Than Small,Medium,578418780.7826596
2018,VA,S,PDuns-2+,1,0,0,0,1,1,84,100,1232,3351047.3525,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3826599.5017846986
2014,Other Agencies,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,726,726,0,11317089.7298,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,13729875.818582913
2018,Defense,S,Duns,1,1,0,0,1,1,3,3,3,51737.6992,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,59079.87359071692
2000,VA,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,14,14,0,0,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,State and IAP,L,PID,1,1,1,1,1,1,79,79,2947,1896340799.6829,2017-01-01,Large Vendor,Other Than Small,Large,2216298812.2800136
2009,DHS,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,109,109,2,1803476.6983,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2379878.6624399214
2003,State and IAP,S,PDuns-1,1,1,1,1,1,1,23,23,135,30931859.9805,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,47135154.03198664
2017,Other Agencies,M,Duns,1,0,0,0,1,0,19,19,23,116508.4706,2017-01-01,Medium Vendor,Other Than Small,Medium,136166.2339672907
2014,DHS,S,PDuns-1,1,0,0,0,0,1,1,1,1,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
