SIC,Part Indicator,SIC Titles and Part Descriptions,1997 NAICS,1997 NAICS Titles and Part Indicators
5162,,Plastics Materials and Basic Forms and Shapes,42261,Plastics Materials and Basic Forms and Shapes Wholesalers
5169,,"Chemicals and Allied Products, NEC",42269,Other Chemical and Allied Products Wholesalers
5171,,Petroleum Bulk Stations and Terminals,,
5171,pt,.   Heating Oil Sold Via Retail Method,454311,Heating Oil Dealers (pt)
5171,pt,.   LP Gas Sold Via Retail Method,454312,Liquefied Petroleum Gas (Bottled Gas) Dealers (pt)
5171,pt,.   Sold Via Wholesale Method,42271,Petroleum Bulk Stations and Terminals
5172,,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals",42272,Petroleum and Petroleum Products Wholesalers (except Bulk Stations and Terminals)
5181,,Beer and Ale,42281,Beer and Ale Wholesalers
5182,,Wine and Distilled Alcoholic Beverages,42282,Wine and Distilled Alcoholic Beverage Wholesalers
5191,,Farm Supplies,,
5191,pt,.   Lawn and Garden Supplies Sold Via Retail Method,44422,Nursery and Garden Centers (pt) - Retail
5191,pt,.   Except Lawn and Garden Supplies Sold Via Retail Method,42291,Farm Supplies Wholesalers
5192,,"Books, Periodicals, and Newspapers",42292,"Book, Periodical, and Newspaper Wholesalers"
5193,,"Flowers, Nursery Stock, and Florists' Supplies",,
5193,pt,.   Sold Via Wholesale Method,42293,"Flower, Nursery Stock, and Florists' Supplies Wholesalers"
5193,pt,.   Sold Via Retail Method,44422,Nursery and Garden Centers (pt) - Retail
5194,,Tobacco and Tobacco Products,42294,Tobacco and Tobacco Product Wholesalers
5198,,"Paint, Varnishes, and Supplies",42295,"Paint, Varnish, and Supplies Wholesalers"
5199,,"Nondurable Goods, NEC",,
5199,pt,.   Advertising Specialties Goods Distributors,54189,Other Services Related to Advertising (pt)
5199,pt,.   Except Advertising Specialty,42299,Other Miscellaneous Nondurable Goods Wholesalers
,,Retail trade,,
52,,"Building materials, hardware, garden supply, & mobile home",,
5211,,Lumber and Other Building Materials Dealers,,
5211,pt,.   Home Centers,44411,Home Centers
5211,pt,.   Except Home Centers,44419,Other Building Material Dealers (pt)
5231,,"Paint, Glass, and Wallpaper Stores",,
5231,pt,.   Paint and Wallpaper,44412,Paint and Wallpaper Stores (pt)
5231,pt,.   Glass Stores,44419,Other Building Material Dealers (pt)
5251,,Hardware Stores,44413,Hardware Stores (pt)
5261,,"Retail Nurseries, Lawn and Garden Supply Stores",,
5261,pt,.   Except Outdoor Power Equipment,44422,Nursery and Garden Centers (pt)
5261,pt,.   Outdoor Power Equipment Stores,44421,Outdoor Power Equipment Stores (pt)
5271,,Mobile Home Dealers,45393,Manufactured (Mobile) Home Dealers
53,,General merchandise stores,,
5311,,Department Stores,45211,Department Stores
5331,,Variety Stores,45299,All Other General Merchandise Stores (pt)
5399,,Miscellaneous General Merchandise Stores,,
5399,pt,.   Warehouse Clubs and General Merchandise Combination Stores,45291,Warehouse Clubs and Superstores (pt)
5399,pt,.   All Other General Merchandise Stores,45299,All Other General Merchandise Stores (pt)
54,,Food stores,,
5411,,Grocery Stores,,
5411,pt,.   Convenience Stores with Gas,44711,Gasoline Stations with Convenience Stores (pt)
5411,pt,.   Supermarkets and Grocery Stores with Little General Merchandise,44511,Supermarkets and Other Grocery (except Convenience) Stores
5411,pt,.   Supermarkets and Grocery Stores with Substantial General Merchandise,45291,Warehouse Clubs and Superstores (pt)
5411,pt,.   Convenience Stores without Gas,44512,Convenience Stores
5421,,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",,
5421,pt,.   Freezer Provisioners,45439,Other Direct Selling Establishments (pt)
5421,pt,.   Meat Markets,44521,Meat Markets (pt)
5421,pt,.   Fish and Seafood Markets,44522,Fish and Seafood Markets
5431,,Fruit and Vegetable Markets,44523,Fruit and Vegetable Markets
5441,,"Candy, Nut, and Confectionery Stores",,
5441,pt,.   Confectionery and Nut Stores,445292,Confectionery and Nut Stores
5441,pt,".   Chocolate Candy Stores, Preparing Candy on Premises",31133,Confectionery Manufacturing from Purchased Chocolate (pt)
5441,pt,".   Nonchocolate Candy Stores, Preparing Candy on Premises",31134,Nonchocolate Confectionery Manufacturing (pt)
5451,,Dairy Products Stores,445299,All Other Specialty Food Stores (pt)
5461,,Retail Bakeries,,
5461,pt,".   Doughnut Shops, Pretzel Shops, Cookie Shops, Bagel Shops, and Other Such Shops that Make and Sell for Immediate Consumption",722213,Snack and Nonalcoholic Beverage Bars (pt)
5461,pt,.   Bakeries That Make and Sell at the Same Location,311811,Retail Bakeries
5461,pt,.   Sales Only of All Other Baked Goods,445291,Baked Goods Stores
5499,,Miscellaneous Food Stores,,
5499,pt,.   Poultry and Poultry Products,44521,Meat Markets (pt)
5499,pt,.   Food Supplement Stores,446191,Food (Health) Supplement Stores
5499,pt,.   All Other Miscellaneous Food Stores,445299,All Other Specialty Food Stores (pt)
55,,Automotive dealers and gasoline service stations,,
5511,,Motor Vehicle Dealers (New and Used),44111,New Car Dealers
5521,,Motor Vehicle Dealers (Used Only),44112,Used Car Dealers
5531,,Auto and Home Supply Stores,,
5531,pt,.   Tire Dealers,44132,Tire Dealers (pt)
5531,pt,.   Auto Supply Stores,44131,Automotive Parts and Accessories Stores (pt)
5531,pt,.   Other Auto and Home Supply Stores,45299,All Other General Merchandise (pt)
5541,,Gasoline Service Stations,,
5541,pt,.   With Convenience Store,44711,Gasoline Stations with Convenience Store (pt)
5541,pt,.   Except with Convenience Stores,44719,Other Gasoline Stations
5551,,Boat Dealers,441222,Boat Dealers
5561,,Recreational Vehicle Dealers,44121,Recreational Vehicle Dealers
5571,,Motorcycle Dealers,441221,Motorcycle Dealers
5599,,"Automotive Dealers, NEC",441229,All Other Motor Vehicle Dealers
56,,Apparel and accessory stores,,
5611,,Men's and Boys' Clothing and Accessory Stores,,
5611,pt,.   Men's Clothing Stores,44811,Men's Clothing Stores
5611,pt,.   Men's Accessory Stores,44815,Clothing Accessories Stores (pt)
5621,,Women's Clothing Stores,44812,Women's Clothing Stores
5632,,Women's Accessory and Specialty Stores,,
5632,pt,.   Specialty Stores,44819,Other Clothing Stores (pt)
5632,pt,.   Accessory Stores,44815,Clothing Accessories Stores (pt)
5641,,Children's and Infants' Wear Stores,44813,Children's and Infants' Clothing Stores
5651,,Family Clothing Stores,44814,Family Clothing Stores
5661,,Shoe Stores,44821,Shoe Stores
5699,,Miscellaneous Apparel and Accessory Stores,,
5699,pt,.   Custom Tailors and Seamstresses,315,Included in Apparel Manufacturing Subsector Based on Type of Garment Produced
5699,pt,.   Miscellaneous Apparel,44819,Other Clothing Stores (pt)
5699,pt,.   Miscellaneous Accessories,44815,Clothing Accessories Stores (pt)
57,,"Furniture, home furnishings and equipment stores",,
5712,,Furniture Stores,,
5712,pt,".   Custom Made Wood Nonupholstered Furniture, Except Cabinets and Upholstered",337122,Nonupholstered Wood Household Furniture Manufacturing (pt)
5712,pt,.   Custom Wood Cabinets,33711,Wood Kitchen Cabinet and Countertop Manufacturing (pt)
5712,pt,.   Upholstered Custom Made Furniture,337121,Upholstered Household Furniture Manufacturing (pt)
5712,pt,.   Except Custom Cabinet and Furniture Builders,44211,Furniture Stores (pt)
5713,,Floor Covering Stores,44221,Floor Covering Stores (pt)
5714,,"Drapery, Curtain, and Upholstery Stores",,
5714,pt,.   Drapery and Curtain Stores,442291,Window Treatment Stores (pt)
5714,pt,.   Upholstery Stores,45113,"Sewing, Needlework and Piece Goods Stores (pt)"
5714,pt,.   Custom Drapes,314121,Curtain and Drapery Mills (pt)
5714,pt,.   Custom Slipcovers,314129,Other Household Textile Product Mills (pt)
5719,,Miscellaneous Homefurnishings Stores,,
5719,pt,.   Blinds and Shades,442291,Window Treatment Stores (pt)
5719,pt,.   Pottery and Crafts Made and Sold on Site,,Included in Manufacturing sector based on article produced
5719,pt,".   Except Blinds, Shades, and Pottery and Crafts Made and Sold on Site",442299,All Other Home Furnishings Stores (pt)
5722,,Household Appliance Stores,443111,Household Appliance Stores
5731,,"Radio, Television, and Consumer Electronics Stores",,
5731,pt,.   Except Auto Radio Stores,443112,"Radio, Television, and Other Electronics Stores (pt)"
5731,pt,.   Auto Radio Stores,44131,Automotive Parts and Accessories Stores (pt)
5734,,Computer and Computer Software Stores,44312,Computer and  Software Stores (pt)
5735,,Record and Prerecorded Tape Stores,45122,"Prerecorded Tape, Compact Disc, and Record Stores"
5736,,Musical Instrument Stores,45114,Musical Instrument and Supplies Stores
58,,Eating and drinking places,,
5812,,Eating and Drinking Places,,
5812,pt,.   Full Service Restaurants,72211,Full-Service Restaurants
5812,pt,.   Limited Service Restaurants,722211,Limited-Service Restaurants
5812,pt,.   Cafeterias,722212,Cafeterias
5812,pt,.   Snack and Nonalcoholic Beverage Bars,722213,Snack and Nonalcoholic Beverage Bars (pt)
5812,pt,.   Food Service Contractors,72231,Food Service Contractors
5812,pt,.   Caterers,72232,Caterers
5812,pt,.   Dinner Theaters,71111,Theater Companies and Dinner Theaters (pt)
5813,,Drinking Places (Alcoholic Beverages),72241,Drinking Places (Alcoholic Beverages)
59,,Miscellaneous retail,,
5912,,Drug Stores and Proprietary Stores,44611,Pharmacies and Drug Stores
5921,,Liquor Stores,44531,"Beer, Wine, and Liquor Stores"
5932,,Used Merchandise Stores,,
5932,pt,.   Pawnshops,522298,All Other Nondepository Credit Intermediation
5932,pt,.   Except pawn shops,45331,Used Merchandise Stores
5941,,Sporting Goods Stores and Bicycle Shops,45111,Sporting Goods Stores
5942,,Book Stores,451211,Book Stores
5943,,Stationery Stores,45321,Office Supplies and Stationery Stores (pt)
5944,,Jewelry Stores,44831,Jewelry Stores
5945,,"Hobby, Toy, and Game Shops",45112,"Hobby, Toy, and Game Stores"
5946,,Camera and Photographic Supply Stores,44313,Camera and Photographic Supplies Stores
5947,,"Gift, Novelty, and Souvenir Shops",45322,"Gift, Novelty, and Souvenir Stores"
5948,,Luggage and Leather Goods Stores,44832,Luggage and Leather Goods Stores
5949,,"Sewing, Needlework, and Piece Goods Stores",45113,"Sewing, Needlework, and Piece Goods Stores (pt)"
5961,,Catalog and Mail-Order Houses,45411,Electronic Shopping and Mail-Order Houses
5962,,Automatic Merchandising Machine Operator,45421,Vending Machine Operators
5963,,Direct Selling Establishments,,
5963,pt,.   Mobile Food Wagons,72233,Mobile Food Services
5963,pt,.   All Other Direct Selling Establishments,45439,Other Direct Selling Establishments (pt)
5983,,Fuel Oil Dealers,454311,Heating Oil Dealers (pt)
5984,,Liquefied Petroleum Gas (Bottled Gas) Dealers,454312,Liquefied Petroleum Gas (Bottled Gas) Dealers (pt)
5989,,"Fuel Dealers, NEC",454319,Other Fuel Dealers
5992,,Florists,45311,Florists
5993,,Tobacco Stores and Stands,453991,Tobacco Stores
5994,,News Dealers and Newsstands,451212,News Dealers and Newsstands
5995,,Optical Goods Stores,,
5995,pt,".   Optical Stores Grinding Prescription Lenses, except 1-Hour Labs",339115,Ophthalmic Goods Manufacturing (pt)
5995,pt,.   Except Optical Laboratories Grinding Prescription Lenses,44613,Optical Goods Stores
5999,,"Miscellaneous Retail Stores, NEC",,
5999,pt,.   Cosmetic Stores,44612,"Cosmetics, Beauty Supplies, and Perfume Stores (pt)"
5999,pt,.   Hearing Aid and Artificial Limb Stores,446199,All Other Health and Personal Care Stores (pt)
5999,pt,.   Pets and Pet Supply Stores,45391,Pet and Pet Supplies Stores
5999,pt,.   Art Dealers,45392,Art Dealers
5999,pt,.   Telephone and Typewriter Stores,443112,"Radio, Television, and Other Electronics Stores (pt)"
5999,pt,.   Other Miscellaneous Retail Stores,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) (pt)
,,"Finance, insurance, and real estate",,
60,,Depository institutions,,
6011,,Federal Reserve Banks,52111,Monetary Authorities-Central Banks
6019,,"Central Reserve Depository Institutions, NEC",522298,All Other Nondepository Credit Intermediation (pt)
6021,,National Commercial Banks,,
6021,pt,.   Commercial Banks,52211,Commercial Banking (pt)
6021,pt,.   Credit Card Issuing,52221,Credit Card Issuing (pt)
6022,,State Commercial Banks,,
6022,pt,.   Commercial Banks,52211,Commercial Banking (pt)
6022,pt,.   Credit Card Issuing,52221,Credit Card Issuing (pt)
6022,pt,.   Private and Industrial Banking,52219,Other Depository Intermediation
6029,,"Commercial Banks, NEC",52211,Commercial Banking (pt)
6035,,"Savings Institutions, Federally Chartered",52212,Savings Institutions (pt)
6036,,"Savings institutions, Not Federally Chartered",52212,Savings Institutions (pt)
6061,,"Credit Unions, Federally Chartered",52213,Credit Unions (pt)
6062,,"Credit Unions, Not Federally Chartered",52213,Credit Unions (pt)
6081,,Branches and Agencies of Foreign Banks,,
6081,pt,.   International Trade Financing,522293,International Trade Financing (pt)
6081,pt,.   Branches of Foreign Banks,52211,Commercial Banking (pt)
6081,pt,".   Agencies of Foreign Banks, Except International Trade Financing",522298,All Other Nondepository Credit Intermediation (pt)
6082,,Foreign Trade and International Banking Institutions,,
6082,pt,.   International Trade Financing,522293,International Trade Financing (pt)
6082,pt,.   Foreign Trade and International Banking Institutions (except international trade financing),522298,All Other Nondepository Credit Intermediation (pt)
6091,,Nondeposit Trust Facilities,523991,"Trust, Fiduciary, and Custody Activities (pt)"
6099,,"Functions Related to Deposit Banking, NEC",,
6099,pt,.   Clearinghouses and Electronic Funds Transfer,52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (pt)"
6099,pt,.   Foreign Currency Exchange,52313,Commodity Contracts Dealing (pt)
6099,pt,.   Escrow and Fiduciary Agencies,523991,"Trust, Fiduciary, and Custody Activities (pt)"
6099,pt,.   Other,52239,Other Activities Related to Credit Intermediation (pt)
61,,Nondepository credit institutions,,
6111,,Federal and Federally-Sponsored Credit Agencies,,
6111,pt,.   Federal Land Banks,522292,Real Estate Credit (pt)
6111,pt,.   Trade Banks,522293,International Trade Financing (pt)
6111,pt,.   Secondary Market Financing,522294,Secondary Market Financing
6111,pt,.   Other,522298,All Other Nondepository Credit Intermediation (pt)
6141,,Personal Credit Institutions,,
6141,pt,.   Credit Card Issuing,52221,Credit Card Issuing (pt)
6141,pt,.   Installment Sales Financing,52222,Sales Financing (pt)
6141,pt,.   Industrial Nondeposit Banks,522298,All Other Nondepository Credit Intermediation (pt)
6141,pt,.   Other,522291,Consumer Lending
6153,,"Short-Term Business Credit Institutions, Except Agricultural",,
6153,pt,.   Credit Card Issuing,52221,Credit Card Issuing (pt)
6153,pt,.   Business Sales Finance,52222,Sales Financing (pt)
6153,pt,.   Credit Card Service,52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (pt)"
6153,pt,.   Other,52391,Miscellaneous Intermediation (pt)
6159,,Miscellaneous Business Credit Institutions,,
6159,pt,.   Finance Leasing Combined With Loan Making,522,Included in Credit Intermediation and Related Activities Subsector by Type of Credit
6159,pt,.   Finance Leasing Combined with Sales Financing,52222,Sales Financing (pt)
6159,pt,.   Farm Mortgage Companies,522292,Real Estate Credit (pt)
6159,pt,.   Finance Leasing Without Loan Making,532,Included in Rental and Leasing Services Subsector by Type of Equipment and Method of Operation
