Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,principalnaicscodeText,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2015,08619849XXAA01,619849,Approved,05/06/2015 12:00:00 AM,8/6/2015,08/01/2016 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,"General Electric International Operations Company, Inc.",Cincinnati,OH,Ohio,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,2480645,2480645,0,177188.92,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08620729XXAA01,620729,Approved,06/30/2015 12:00:00 AM,10/1/2015,11/20/2015 12:00:00 AM,No,No,Turkey,Guarantee,,Individual Delegated Authority,221116,Geothermal Electric Power Generation,Medium Term,Commerzbank Ag,Commerzbank Ag,Veizades & Associates Inc,San Francisco,CA,California,Turkiye Is Bankasi Anonim Sirketi,Turkiye Is Bankasi Anonim Sirketi,,6655774,6655774,0,3442641.7,759889.7176,0,0,,,221116,,Geothermal Electric Power Generation,TRUE,,,,,,,,,,,,,,,,,,Renewables
2015,08624810XXAA01,624810,Approved,06/30/2015 12:00:00 AM,9/25/2015,09/10/2016 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,5969000,1558608,0,111329.18,0,0,5969000,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,08624810XXAB01,624810,Approved,06/30/2015 12:00:00 AM,9/25/2015,09/30/2017 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,East West Bank,East West Bank,EKPAC China Inc.,Washington,DC,District of Columbia,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,0,4410392,0,367532.66,0,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09100750ST1009,100750,Approved,01/27/2015 12:00:00 AM,2/1/2015,02/01/2016 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Cut-heal Animal Care Products, Inc.",,"Cut-heal Animal Care Products, Inc.",Cedar Hill,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,75000,0,0,0,75000,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,09113241ST1009,113241,Approved,02/11/2015 12:00:00 AM,3/1/2015,03/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Visi-trak Worldwide, Llc",,"Visi-trak Worldwide, Llc",Cleveland,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,75000,0,0,0,75000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09113787ST1010,113787,Approved,06/23/2015 12:00:00 AM,8/1/2015,08/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,"Trilithic, Inc.",,"Trilithic, Inc.",Indianapolis,IN,Indiana,Multiple - Borrowers,Multiple - PSORs,,3000000,0,0,0,3000000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09124115ST1009,124115,Approved,05/22/2015 12:00:00 AM,7/1/2015,07/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Bei Electronics Llc,"Access Business Finance, L.L.C.",Bei Electronics Llc,Quincy,IL,Illinois,Multiple - Borrowers,Multiple - PSORs,,500000,89618.5,0,0,500000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,09149450ST1009,149450,Approved,04/10/2015 12:00:00 AM,5/1/2015,05/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Itac Systems, Inc.",,"Itac Systems, Inc.",Garland,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,150000,111202.04,0,0,150000,150000,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,09175273ST1009,175273,Approved,02/06/2015 12:00:00 AM,2/1/2015,02/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,"Imaging Business Machines, L.l.c.",,"Imaging Business Machines, L.l.c.",Irondale,AL,Alabama,Multiple - Borrowers,Multiple - PSORs,,3000000,1755329,0,0,3000000,0,0,,,334118,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,09189050ST1009,189050,Approved,04/03/2015 12:00:00 AM,6/1/2015,06/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Midian Electronics, Inc.",,"Midian Electronics, Inc.",Tucson,AZ,Arizona,Multiple - Borrowers,Multiple - PSORs,,200000,4056.5,0,0,200000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,09208249ST1009,208249,Approved,03/02/2015 12:00:00 AM,3/1/2015,03/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,"Cic Photonics, Inc.",Century Bank,"Cic Photonics, Inc.",Albuquerque,NM,New Mexico,Multiple - Borrowers,Multiple - PSORs,,250000,0,0,0,250000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09209312ST1009,209312,Approved,11/07/2014 12:00:00 AM,1/1/2015,01/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Battery Technology, Inc",East West Bank,"Battery Technology, Inc",City Of Industry,CA,California,Multiple - Borrowers,Multiple - PSORs,,300000,682811.18,0,0,300000,300000,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,09213223ST1009,213223,Approved,06/11/2015 12:00:00 AM,7/1/2015,07/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Q-lab Corporation,,Q-lab Corporation,Cleveland,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,2500000,12909838.61,0,0,2500000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09225029ST1009,225029,Approved,06/03/2015 12:00:00 AM,7/1/2015,07/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541512,Computer Systems Design Services,Short Term,Advanced Relay Corp,,Advanced Relay Corp,Eugene,OR,Oregon,Multiple - Borrowers,Multiple - PSORs,,100000,61001,0,0,100000,100000,100000,,,541512,,Computer Systems Design Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,09226217ST1009,226217,Approved,12/05/2014 12:00:00 AM,1/1/2015,01/01/2016 12:00:00 AM,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Usa Laboratories, Inc.",,"Usa Laboratories, Inc.",Burns,TN,Tennessee,Multiple - Borrowers,Multiple - PSORs,,200000,57012.48,0,0,200000,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,09233585ST1011,233585,Approved,03/31/2015 12:00:00 AM,4/1/2015,04/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,"Ritec, Inc.",,"Ritec, Inc.",Warwick,RI,Rhode Island,Multiple - Borrowers,Multiple - PSORs,,200000,189047.5,0,0,200000,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2015,09239822ST1009,239822,Approved,11/10/2014 12:00:00 AM,1/1/2015,01/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Sensorlink Corporation,,Sensorlink Corporation,Ferndale,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,400000,1055417,0,0,400000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09247981ST1009,247981,Approved,01/12/2015 12:00:00 AM,3/1/2014,03/01/2015 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Antenna Technology Communications, Inc",,"Antenna Technology Communications, Inc",Chandler,AZ,Arizona,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,09247981ST1010,247981,Approved,01/26/2015 12:00:00 AM,3/1/2015,03/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Antenna Technology Communications, Inc",,"Antenna Technology Communications, Inc",Chandler,AZ,Arizona,Multiple - Borrowers,Multiple - PSORs,,500000,610864,0,0,500000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,09255646ST1009,255646,Approved,05/05/2015 12:00:00 AM,7/1/2015,07/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,"Williams Sound, Llc",,"Williams Sound, Llc",Eden Prairie,MN,Minnesota,Multiple - Borrowers,Multiple - PSORs,,550000,1335705.82,0,0,550000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,09288761ST1009,288761,Approved,11/28/2014 12:00:00 AM,12/1/2014,12/01/2015 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325414,Biological Product (except Diagnostic) Manufacturing,Short Term,"Addison Biological Laboratory, Inc.",,"Addison Biological Laboratory, Inc.",Fayette,MO,Missouri,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,,325414,,Biological Product (except Diagnostic) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,09408542ST1009,408542,Approved,05/29/2015 12:00:00 AM,6/1/2015,06/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,517910,Other Telecommunications,Short Term,Worldwide Supply Llc,M&T Bank,Worldwide Supply Llc,Franklin,NJ,New Jersey,Multiple - Borrowers,Multiple - PSORs,,1000000,0,0,0,1000000,1000000,0,,,517910,,Other Telecommunications,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,09419799ST1008,419799,Approved,11/21/2014 12:00:00 AM,1/1/2015,01/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,"Imtec Acculine, Llc",Graystone Capital,"Imtec Acculine, Llc",Fremont,CA,California,Multiple - Borrowers,Multiple - PSORs,,600000,1870858.52,0,0,600000,0,600000,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2015,09421210ST1008,421210,Approved,12/11/2014 12:00:00 AM,2/1/2015,02/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Helica Biosystems, Inc.",,"Helica Biosystems, Inc.",Santa Ana,CA,California,Multiple - Borrowers,Multiple - PSORs,,100000,144104.1,0,0,100000,0,100000,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,09426592ST1008,426592,Approved,04/21/2015 12:00:00 AM,6/1/2015,06/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Murray Equipment Inc,,Murray Equipment Inc,Fort Wayne,IN,Indiana,Multiple - Borrowers,Multiple - PSORs,,1000000,2670912.78,0,0,1000000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09427015ST1008,427015,Approved,02/05/2015 12:00:00 AM,3/1/2015,03/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Radian Research Inc,"First Financial Bank, N.A.",Radian Research Inc,Lafayette,IN,Indiana,Multiple - Borrowers,Multiple - PSORs,,1200000,2970947.08,0,0,1200000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09432480ST1009,432480,Approved,06/09/2015 12:00:00 AM,8/1/2015,08/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,Freeflight Acquisition Corporation,"F&M Bank & Trust Company, The",Freeflight Acquisition Corporation,Waco,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,1000000,575785.03,0,0,1000000,0,0,,,334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2015,09447188ST1007,447188,Approved,10/03/2014 12:00:00 AM,5/1/2014,05/01/2015 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325413,In-Vitro Diagnostic Substance Manufacturing,Short Term,"Alfa Scientific Designs, Inc.",,"Alfa Scientific Designs, Inc.",Poway,CA,California,Multiple - Borrowers,Multiple - PSORs,,0,800246.29,0,0,0,0,0,,,325413,,In-Vitro Diagnostic Substance Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,09447188ST1008,447188,Approved,04/23/2015 12:00:00 AM,5/1/2015,05/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325413,In-Vitro Diagnostic Substance Manufacturing,Short Term,"Alfa Scientific Designs, Inc.",,"Alfa Scientific Designs, Inc.",Poway,CA,California,Multiple - Borrowers,Multiple - PSORs,,500000,1041138.63,0,0,500000,500000,500000,,,325413,,In-Vitro Diagnostic Substance Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,09448855ST1007,448855,Approved,05/01/2015 12:00:00 AM,5/1/2015,05/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Ruelco, Inc.",,"Ruelco, Inc.",Harahan,LA,Louisiana,Multiple - Borrowers,Multiple - PSORs,,400000,788937.22,0,0,400000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09453962ST1007,453962,Approved,06/05/2015 12:00:00 AM,8/1/2015,08/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",Short Term,"Carlson Wireless Technologies, Inc.",,"Carlson Wireless Technologies, Inc.",Arcata,CA,California,Multiple - Borrowers,Multiple - PSORs,,150000,0,0,0,150000,0,0,,,334416,,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2015,09454361ST1007,454361,Approved,05/22/2015 12:00:00 AM,7/1/2015,07/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,Diagnostic Automation Inc,,Diagnostic Automation Inc,Woodland Hills,CA,California,Multiple - Borrowers,Multiple - PSORs,,500000,1255375.28,0,0,500000,500000,500000,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,09454781ST1007,454781,Approved,06/09/2015 12:00:00 AM,8/1/2015,08/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,Western Chemical Inc,,Western Chemical Inc,Ferndale,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,700000,442033.29,0,0,700000,0,0,,,325411,,Medicinal and Botanical Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2015,09457392ST1007,457392,Approved,06/05/2015 12:00:00 AM,8/1/2015,08/01/2016 12:00:00 AM,No,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,"Fleetwood Group, Inc",,"Fleetwood Group, Inc",Holland,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,400000,561354.62,0,0,0,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2015,09460986ST1006,460986,Approved,11/28/2014 12:00:00 AM,1/1/2015,01/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,"Impact Recovery Systems, Inc.",,"Impact Recovery Systems, Inc.",San Antonio,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,500000,457226.07,0,0,500000,0,0,,,334290,,Other Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2015,09461197ST1006,461197,Approved,01/07/2015 12:00:00 AM,2/1/2015,02/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Future Dial Incorporated,East West Bank,Future Dial Incorporated,Sunnyvale,CA,California,Multiple - Borrowers,Multiple - PSORs,,400000,0,0,0,400000,400000,400000,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2015,09465034ST1006,465034,Approved,12/05/2014 12:00:00 AM,12/1/2014,12/01/2015 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Avalon Vision Solutions, L.l.c.",Advance Financial Corporation,"Avalon Vision Solutions, L.l.c.",Lithia Springs,GA,Georgia,Multiple - Borrowers,Multiple - PSORs,,500000,136535.99,0,0,500000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2015,09468605ST1006,468605,Approved,01/18/2015 12:00:00 AM,2/1/2015,02/01/2016 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,"Aspen Avionics, Inc.",,"Aspen Avionics, Inc.",Albuquerque,NM,New Mexico,Multiple - Borrowers,Multiple - PSORs,,600000,2134297.25,0,0,600000,0,0,,,334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TRUE,,,,,,,,,,,,,,,,,,SensorCyber
