"ProjectAbbreviation","ProjectName","ProjectPlatform","Fiscal.Year","Action_Obligation"
"2SDL","SUBMARINE FBM-SSBN","Ships & Submarines",1993,29902
"2SDN","SUBMARINE NUCLEAR-SSN","Ships & Submarines",1994,242512
"2SDR","TRIDENT","Ships & Submarines",1990,293000
"2SDR","TRIDENT","Ships & Submarines",1991,27000
"2SEA","ASSAULT SHIP AMPHIBIOUS-L","Ships & Submarines",1994,68476
"2SFB","MINE CTMS SUPPORT SHIP-MC","Electronics, Comms, & Sensors",1997,1075410
"2SFQ","MNSWEEPER OCEAN NON-MAG-M","Ships & Submarines",1996,733524
"2SFQ","MNSWEEPER OCEAN NON-MAG-M","Ships & Submarines",1997,387333
"2SID","AMMUNITION SHIP-AE","Ships & Submarines",2002,79040
"2SJC","GUIDED MISSILE SHIP-AVM","Ordnance and Missiles",1992,1149131
"2SJC","GUIDED MISSILE SHIP-AVM","Ordnance and Missiles",1994,-55716
"2SJO","LAUNCH SHIP SATELLITE-AGS","Space Systems",1993,32590
"2SJS","MISCELLANEOUS-AG","Ships & Submarines",1996,207507
"2SJS","MISCELLANEOUS-AG","Ships & Submarines",2002,129851896
"2SLP","SURTASS SHIP T-AGOS","Ships & Submarines",1991,1136000
"2SMZ","FUEL BARGE NON-SELF PROP","Ships & Submarines",2003,25918
"300","MAVERICK (LASER) ","Ordnance and Missiles",2007,11026982.7832
"300","MAVERICK (LASER) ","Ordnance and Missiles",2008,7248594.9942
"300","MAVERICK (LASER) ","Ordnance and Missiles",2010,3199999.5
"300","MAVERICK (LASER) ","Ordnance and Missiles",2011,1555975.625
"300","MAVERICK (LASER) ","Ordnance and Missiles",2012,0
"301","FCS ","Land Vehicles",2004,51496000
"301","FCS ","Land Vehicles",2005,111015238
"301","FCS ","Land Vehicles",2006,202409609
"301","FCS ","Land Vehicles",2007,270690426.5
"301","FCS ","Land Vehicles",2008,242075918
"301","FCS ","Land Vehicles",2009,234306734.6484
"301","FCS ","Land Vehicles",2010,71762012.3496
"301","FCS ","Land Vehicles",2011,-30922179.1279
"301","FCS ","Land Vehicles",2012,-230832.9297
"301","FCS ","Land Vehicles",2013,-185593.44
"301","FCS ","Land Vehicles",2014,-1060.33
"301","FCS ","Land Vehicles",2015,-44218.53
"301","FCS ","Land Vehicles",2016,0
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2001,569969
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2002,35565762
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2003,3492574
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2004,36769370
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2005,-1960000
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2007,2592662.0781
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2008,88512389.796
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2009,43059481.75
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2010,51955391.3146
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2011,90918366.0388
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2012,284029930.8172
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2013,7773652.87
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2014,-4046730.48
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2015,-2544583.78
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2016,-6868150.25
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2017,775500
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2018,0
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2019,-99416.7813
"302","MINUTEMAN III GRP ","Ordnance and Missiles",2020,0
"307","HAWK IMPROVED ","Ordnance and Missiles",2007,13390689.5391
"307","HAWK IMPROVED ","Ordnance and Missiles",2008,22270701.0469
"307","HAWK IMPROVED ","Ordnance and Missiles",2009,17619249.4952
"307","HAWK IMPROVED ","Ordnance and Missiles",2010,20540079.2627
"307","HAWK IMPROVED ","Ordnance and Missiles",2011,28095913.7812
"307","HAWK IMPROVED ","Ordnance and Missiles",2012,47500187.7891
"307","HAWK IMPROVED ","Ordnance and Missiles",2013,39645828.7
"307","HAWK IMPROVED ","Ordnance and Missiles",2014,32659258.42
"307","HAWK IMPROVED ","Ordnance and Missiles",2015,21970150.8547
"307","HAWK IMPROVED ","Ordnance and Missiles",2016,4506538.372
"307","HAWK IMPROVED ","Ordnance and Missiles",2017,1649832.2578
"307","HAWK IMPROVED ","Ordnance and Missiles",2018,-1147092.5596
"307","HAWK IMPROVED ","Ordnance and Missiles",2019,-1668209.3886
"307","HAWK IMPROVED ","Ordnance and Missiles",2020,-90449.0015
"308","TOW ","Ordnance and Missiles",2006,0
"308","TOW ","Ordnance and Missiles",2007,34170252.608
"308","TOW ","Ordnance and Missiles",2008,273541474.641
"308","TOW ","Ordnance and Missiles",2009,56770305.2
"308","TOW ","Ordnance and Missiles",2010,44172558.9219
"308","TOW ","Ordnance and Missiles",2011,38904851.1719
"308","TOW ","Ordnance and Missiles",2012,48110266.9219
"308","TOW ","Ordnance and Missiles",2013,46868462.28
"308","TOW ","Ordnance and Missiles",2014,32028020.31
"308","TOW ","Ordnance and Missiles",2015,26136732.7618
"308","TOW ","Ordnance and Missiles",2016,23786138.4704
"308","TOW ","Ordnance and Missiles",2017,22350763.6481
"308","TOW ","Ordnance and Missiles",2018,24130094.4013
"308","TOW ","Ordnance and Missiles",2019,6561997.8437
"308","TOW ","Ordnance and Missiles",2020,-758025.6426
"316","F-5E ","Aircraft",2007,73600
"316","F-5E ","Aircraft",2010,112615.7618
"316","F-5E ","Aircraft",2011,192278.6954
"316","F-5E ","Aircraft",2012,559734.8469
"316","F-5E ","Aircraft",2013,446875.24
"316","F-5E ","Aircraft",2015,0
"317","MAVERICK (TV) ","Ordnance and Missiles",2007,45599824
"326","WIDEBAND GAPFILLER ","Space Systems",2004,45000
"326","WIDEBAND GAPFILLER ","Space Systems",2005,1838805
"326","WIDEBAND GAPFILLER ","Space Systems",2006,120210352
"326","WIDEBAND GAPFILLER ","Space Systems",2007,415437403
"326","WIDEBAND GAPFILLER ","Space Systems",2008,297617737.422
"326","WIDEBAND GAPFILLER ","Space Systems",2009,299061547.922
"326","WIDEBAND GAPFILLER ","Space Systems",2010,227813103.0294
"326","WIDEBAND GAPFILLER ","Space Systems",2011,540385344.8359
"326","WIDEBAND GAPFILLER ","Space Systems",2012,1150879770.9279
"326","WIDEBAND GAPFILLER ","Space Systems",2013,49833426.4784
"326","WIDEBAND GAPFILLER ","Space Systems",2014,-32168503.2
"326","WIDEBAND GAPFILLER ","Space Systems",2015,25211031.2571
"326","WIDEBAND GAPFILLER ","Space Systems",2016,80607495.6761
"326","WIDEBAND GAPFILLER ","Space Systems",2017,60609532.0195
"326","WIDEBAND GAPFILLER ","Space Systems",2018,43627251.5605
"326","WIDEBAND GAPFILLER ","Space Systems",2019,329727761.087
"326","WIDEBAND GAPFILLER ","Space Systems",2020,322305904.5508
"331","ALAM ","Ordnance and Missiles",2004,21669
"331","ALAM ","Ordnance and Missiles",2005,114956
"331","ALAM ","Ordnance and Missiles",2006,236855
"337","SSGN ","Ships & Submarines",2004,594702
"337","SSGN ","Ships & Submarines",2005,437000
"337","SSGN ","Ships & Submarines",2006,108000
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2005,18953
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2006,83265
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2007,0
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2011,-17369.0605
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2012,-4046.97
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2015,5379876.6201
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2016,283240
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2017,33450
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2018,2256712.9
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2019,8650
"341","BLACK HAWK UPGRADE (UH-60","Aircraft",2020,1701728.7646
"345","MUOS ","Space Systems",2004,4.7e+07
"345","MUOS ","Space Systems",2005,362286363
"345","MUOS ","Space Systems",2006,422510715
"345","MUOS ","Space Systems",2007,599440734.4375
"345","MUOS ","Space Systems",2008,631666388.25
"345","MUOS ","Space Systems",2009,868280428.3848
"345","MUOS ","Space Systems",2010,428605488.4688
"345","MUOS ","Space Systems",2011,769640648.711
"345","MUOS ","Space Systems",2012,295655263.2396
"345","MUOS ","Space Systems",2013,560169225.375
"345","MUOS ","Space Systems",2014,95428554.6852
"345","MUOS ","Space Systems",2015,85777054.2987
"345","MUOS ","Space Systems",2016,90135204.5507
"345","MUOS ","Space Systems",2017,68150674.836
"345","MUOS ","Space Systems",2018,77989868.6954
"345","MUOS ","Space Systems",2019,102773489.1406
"345","MUOS ","Space Systems",2020,21312163.0088
"346","CBDP ",NA,2005,157376
"346","CBDP ",NA,2006,471640
"347","GCSS ARMY ","Electronics, Comms, & Sensors",2004,25613
"354","SDB ","Ordnance and Missiles",2004,1237285
"354","SDB ","Ordnance and Missiles",2005,22910490
"354","SDB ","Ordnance and Missiles",2006,76629652
"354","SDB ","Ordnance and Missiles",2007,214676484.0714
"354","SDB ","Ordnance and Missiles",2008,260969732.9433
"354","SDB ","Ordnance and Missiles",2009,249109764.982
"354","SDB ","Ordnance and Missiles",2010,218043975.4427
"354","SDB ","Ordnance and Missiles",2011,321928401.1688
"354","SDB ","Ordnance and Missiles",2012,178296122.1098
"354","SDB ","Ordnance and Missiles",2013,161503835.375
"354","SDB ","Ordnance and Missiles",2014,113245513.7819
"354","SDB ","Ordnance and Missiles",2015,45137966.6215
"354","SDB ","Ordnance and Missiles",2016,31545997.8735
"354","SDB ","Ordnance and Missiles",2017,18015752.875
"354","SDB ","Ordnance and Missiles",2018,22622531.3283
"354","SDB ","Ordnance and Missiles",2019,10371091.4414
"354","SDB ","Ordnance and Missiles",2020,2266889.8668
"355","GCSS DOD ","Electronics, Comms, & Sensors",2006,13200
"358","SBR ","Space Systems",2004,61863968
"358","SBR ","Space Systems",2005,42658032
"358","SBR ","Space Systems",2006,64988067
"358","SBR ","Space Systems",2007,151405531.4082
"358","SBR ","Space Systems",2008,30386716
"358","SBR ","Space Systems",2009,-391.71
"358","SBR ","Space Systems",2011,-166451.1194
"358","SBR ","Space Systems",2012,45622.8416
"358","SBR ","Space Systems",2013,15294
"358","SBR ","Space Systems",2014,-128856.97
"358","SBR ","Space Systems",2018,0
"358","SBR ","Space Systems",2019,0
"359","MINUTEMAN II ","Ordnance and Missiles",2007,364771.6031
"359","MINUTEMAN II ","Ordnance and Missiles",2008,0
"359","MINUTEMAN II ","Ordnance and Missiles",2010,45541.36
"359","MINUTEMAN II ","Ordnance and Missiles",2011,102613.6204
"359","MINUTEMAN II ","Ordnance and Missiles",2012,440342.2499
"359","MINUTEMAN II ","Ordnance and Missiles",2013,2922446.8889
"359","MINUTEMAN II ","Ordnance and Missiles",2014,2944401.08
"359","MINUTEMAN II ","Ordnance and Missiles",2015,-11280
"359","MINUTEMAN II ","Ordnance and Missiles",2017,-234742.6548
"362","BMDS ","Missile Defense",2004,89724927
"362","BMDS ","Missile Defense",2005,244783962
"362","BMDS ","Missile Defense",2006,270902157.4219
"362","BMDS ","Missile Defense",2007,448850784.125
"362","BMDS ","Missile Defense",2008,435022488.6299
"362","BMDS ","Missile Defense",2009,425997768.1564
"362","BMDS ","Missile Defense",2010,258866860.6211
"362","BMDS ","Missile Defense",2011,263393207.0523
"362","BMDS ","Missile Defense",2012,493982433.0777
"362","BMDS ","Missile Defense",2013,417122703.3063
"362","BMDS ","Missile Defense",2014,628060221.5797
"362","BMDS ","Missile Defense",2015,570446795.6054
"362","BMDS ","Missile Defense",2016,606250561.8626
"362","BMDS ","Missile Defense",2017,548339567.3518
"362","BMDS ","Missile Defense",2018,691883896.4739
"362","BMDS ","Missile Defense",2019,720931920.8941
"362","BMDS ","Missile Defense",2020,643919640.7736
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2004,231147305
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2005,191239107
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2006,258784310.7002
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2007,276345994.0469
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2008,203721031
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2009,255975774.589
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2010,97776180.8438
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2011,60873219.5937
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2012,92689335.794
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2013,59265090.81
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2014,11443014.62
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2015,8239280.74
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2016,-31858
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2017,0
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2018,-80522.7266
"365","COBRA JUDY REPLACEMENT ","Missile Defense",2019,0
"366","EXCALIBUR","Ordnance and Missiles",2005,4458274
"366","EXCALIBUR","Ordnance and Missiles",2006,757871
"366","EXCALIBUR","Ordnance and Missiles",2007,58565919.5625
"366","EXCALIBUR","Ordnance and Missiles",2008,168836072.755
"366","EXCALIBUR","Ordnance and Missiles",2009,394302.9089
"366","EXCALIBUR","Ordnance and Missiles",2010,-54677.6211
"366","EXCALIBUR","Ordnance and Missiles",2011,-7120418.3053
"366","EXCALIBUR","Ordnance and Missiles",2012,3403029
"366","EXCALIBUR","Ordnance and Missiles",2013,1979449.24
"366","EXCALIBUR","Ordnance and Missiles",2014,5620042
"366","EXCALIBUR","Ordnance and Missiles",2015,10804216
"366","EXCALIBUR","Ordnance and Missiles",2016,9600802
"366","EXCALIBUR","Ordnance and Missiles",2017,15360467.6602
"366","EXCALIBUR","Ordnance and Missiles",2018,5142400.8368
"366","EXCALIBUR","Ordnance and Missiles",2019,1881512.6875
"366","EXCALIBUR","Ordnance and Missiles",2020,1354225.3486
"367","HIMARS ","Ordnance and Missiles",2005,1335989
"367","HIMARS ","Ordnance and Missiles",2006,166945519
"367","HIMARS ","Ordnance and Missiles",2007,199287909.2031
"367","HIMARS ","Ordnance and Missiles",2008,313790376.7009
"367","HIMARS ","Ordnance and Missiles",2009,283751428.7736
"367","HIMARS ","Ordnance and Missiles",2010,319816271.5836
"367","HIMARS ","Ordnance and Missiles",2011,46294502.562
"367","HIMARS ","Ordnance and Missiles",2012,37307907.6387
"367","HIMARS ","Ordnance and Missiles",2013,34008923.43
"367","HIMARS ","Ordnance and Missiles",2014,21061999.28
"367","HIMARS ","Ordnance and Missiles",2015,25152424.3164
"367","HIMARS ","Ordnance and Missiles",2016,28763316.2188
"367","HIMARS ","Ordnance and Missiles",2017,27921572.9708
"367","HIMARS ","Ordnance and Missiles",2018,26801673.8749
"367","HIMARS ","Ordnance and Missiles",2019,32561985.9675
"367","HIMARS ","Ordnance and Missiles",2020,4508390.3926
"368","AGM-88E AARGM ","Ordnance and Missiles",2004,255128
"368","AGM-88E AARGM ","Ordnance and Missiles",2005,26492
"368","AGM-88E AARGM ","Ordnance and Missiles",2006,72380
"368","AGM-88E AARGM ","Ordnance and Missiles",2009,53478144.5
"368","AGM-88E AARGM ","Ordnance and Missiles",2010,51892939.9219
"368","AGM-88E AARGM ","Ordnance and Missiles",2011,1049921
"368","AGM-88E AARGM ","Ordnance and Missiles",2012,155438745
"368","AGM-88E AARGM ","Ordnance and Missiles",2013,110059824.98
"368","AGM-88E AARGM ","Ordnance and Missiles",2014,102626337.84
"368","AGM-88E AARGM ","Ordnance and Missiles",2015,130545421.1691
"368","AGM-88E AARGM ","Ordnance and Missiles",2016,138524212.3555
"368","AGM-88E AARGM ","Ordnance and Missiles",2017,173238035.7109
"368","AGM-88E AARGM ","Ordnance and Missiles",2018,267210625.9689
"368","AGM-88E AARGM ","Ordnance and Missiles",2019,199601850.3068
"368","AGM-88E AARGM ","Ordnance and Missiles",2020,178345726.4618
"369","AOC-WS ","Electronics, Comms, & Sensors",2004,808676
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2004,102452331
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2005,173368027
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2006,121080286
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2007,34360107
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2008,20939357.625
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2009,14159862.4547
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2010,27437069.4955
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2011,18625115.5329
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2012,5752966.4081
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2013,5281.52
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2014,5685.7
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2015,-87594.4492
"370","JOINT COMMON MISSILE ","Ordnance and Missiles",2016,-34329.5195
"371","ACS ","Electronics, Comms, & Sensors",2004,19480163
"371","ACS ","Electronics, Comms, & Sensors",2005,149599430
"371","ACS ","Electronics, Comms, & Sensors",2006,43780136
"371","ACS ","Electronics, Comms, & Sensors",2007,33526339
"371","ACS ","Electronics, Comms, & Sensors",2008,49474617
"371","ACS ","Electronics, Comms, & Sensors",2009,47539165
"371","ACS ","Electronics, Comms, & Sensors",2010,54693159
"371","ACS ","Electronics, Comms, & Sensors",2011,56949639
"371","ACS ","Electronics, Comms, & Sensors",2012,46198760
"371","ACS ","Electronics, Comms, & Sensors",2013,36480986
"371","ACS ","Electronics, Comms, & Sensors",2014,933811
"371","ACS ","Electronics, Comms, & Sensors",2018,0
"372","JLENS ","Missile Defense",2004,26970621
"372","JLENS ","Missile Defense",2005,77886923
"372","JLENS ","Missile Defense",2006,46727930
"372","JLENS ","Missile Defense",2007,63972794
"372","JLENS ","Missile Defense",2008,20549107.3906
"372","JLENS ","Missile Defense",2009,13807826.8374
"372","JLENS ","Missile Defense",2010,9161168.8984
"372","JLENS ","Missile Defense",2011,8341373.7774
"372","JLENS ","Missile Defense",2012,294614.957
"372","JLENS ","Missile Defense",2013,307425.36
"372","JLENS ","Missile Defense",2014,-222458.22
"372","JLENS ","Missile Defense",2015,-1078230.08
"372","JLENS ","Missile Defense",2016,-642647.1563
"372","JLENS ","Missile Defense",2017,-127030.2217
"372","JLENS ","Missile Defense",2019,-2219.8101
"372","JLENS ","Missile Defense",2020,-1764.34
"374","LCS ","Ships & Submarines",2004,131650
"374","LCS ","Ships & Submarines",2005,238857
"374","LCS ","Ships & Submarines",2007,4818995
"374","LCS ","Ships & Submarines",2008,23981528.5996
"374","LCS ","Ships & Submarines",2009,67258
"374","LCS ","Ships & Submarines",2010,46985
"374","LCS ","Ships & Submarines",2011,0
"374","LCS ","Ships & Submarines",2015,2589900
"374","LCS ","Ships & Submarines",2016,41754547.0664
"374","LCS ","Ships & Submarines",2017,12010148.5
"374","LCS ","Ships & Submarines",2018,11305071.2109
"374","LCS ","Ships & Submarines",2019,115112.2406
"374","LCS ","Ships & Submarines",2020,20004657.8848
"378","EA-18G ","Aircraft",2015,53679072
"378","EA-18G ","Aircraft",2016,0
"378","EA-18G ","Aircraft",2017,0
"378","EA-18G ","Aircraft",2018,86856
"378","EA-18G ","Aircraft",2019,82646750
"378","EA-18G ","Aircraft",2020,37125082.75
"382","TSAT ","Space Systems",2007,0
"384","384","Missile Defense",2015,19104474.4878
"384","384","Missile Defense",2016,114346066
"384","384","Missile Defense",2017,258096914.5938
"384","384","Missile Defense",2018,8564764.3101
"384","384","Missile Defense",2019,98708050.1016
"384","384","Missile Defense",2020,109286392.4865
"386","ADS ","Electronics, Comms, & Sensors",2008,29000
"390","HLR ","Aircraft",2004,1417910
"390","HLR ","Aircraft",2005,1407995
"390","HLR ","Aircraft",2020,512515.8125
"391","SM-6","Missile Defense",2004,6335577
"391","SM-6","Missile Defense",2005,62659367
"391","SM-6","Missile Defense",2006,83244737
"391","SM-6","Missile Defense",2007,99160152
"391","SM-6","Missile Defense",2008,22298320
"391","SM-6","Missile Defense",2009,467660181
"391","SM-6","Missile Defense",2010,122162742
"391","SM-6","Missile Defense",2011,214476046
"391","SM-6","Missile Defense",2012,2382212
"391","SM-6","Missile Defense",2013,1246564
"391","SM-6","Missile Defense",2014,1650873
"391","SM-6","Missile Defense",2015,1656682
"391","SM-6","Missile Defense",2016,78755.6814
"391","SM-6","Missile Defense",2017,36532265.4504
"391","SM-6","Missile Defense",2018,67375940.4
"391","SM-6","Missile Defense",2019,51690082
"391","SM-6","Missile Defense",2020,533720335
"3ABA","B-26 INVADER","Aircraft",1993,180686
"3ABE","B-57 CANBERRA","Aircraft",1995,88180
"3ABG","B-50 SUPER FORTRESS","Aircraft",1999,230501
"3ACA","C-5 GALAXY","Aircraft",1990,33000
"3ACA","C-5 GALAXY","Aircraft",1991,97000
"3ACA","C-5 GALAXY","Aircraft",1992,-33467
"3ACA","C-5 GALAXY","Aircraft",1993,29506
"3ACA","C-5 GALAXY","Aircraft",1994,136049
"3ACA","C-5 GALAXY","Aircraft",1995,50146
"3ACA","C-5 GALAXY","Aircraft",1996,35978
"3ACA","C-5 GALAXY","Aircraft",1997,81669
"3ACA","C-5 GALAXY","Aircraft",1998,124785
"3ACA","C-5 GALAXY","Aircraft",2002,3572305
"3ACA","C-5 GALAXY","Aircraft",2003,985079
"3ACE","CX-2","Ordnance and Missiles",1990,1156000
"3ACE","CX-2","Ordnance and Missiles",1991,350000
"3ACE","CX-2","Ordnance and Missiles",1995,492505
"3ACE","CX-2","Ordnance and Missiles",1997,1250000
"3ACE","CX-2","Ordnance and Missiles",1998,38142
"3ACE","CX-2","Ordnance and Missiles",1999,-256000
"3ACE","CX-2","Ordnance and Missiles",2003,88000
"3ACR","KC-135 STRATOLIFTER","Aircraft",1990,49000
"3ACR","KC-135 STRATOLIFTER","Aircraft",1991,145000
"3ACR","KC-135 STRATOLIFTER","Aircraft",1992,241574
"3ACR","KC-135 STRATOLIFTER","Aircraft",1993,136424
"3ACR","KC-135 STRATOLIFTER","Aircraft",1994,50711
"3ACR","KC-135 STRATOLIFTER","Aircraft",1995,109032
"3ACR","KC-135 STRATOLIFTER","Aircraft",1996,206172
"3ACR","KC-135 STRATOLIFTER","Aircraft",2003,162827
"3ACS","C-141 STARLIFTER","Aircraft",1991,167000
"3ACS","C-141 STARLIFTER","Aircraft",1993,76140
"3ACS","C-141 STARLIFTER","Aircraft",1994,2936052
"3ACS","C-141 STARLIFTER","Aircraft",1998,48995
"3ACS","C-141 STARLIFTER","Aircraft",1999,-134974
"3ACS","C-141 STARLIFTER","Aircraft",2000,90641
"3ACS","C-141 STARLIFTER","Aircraft",2003,112151
"3ADG","C-17A CARGO TRANSPORT","Aircraft",1996,750776
"3ADG","C-17A CARGO TRANSPORT","Aircraft",1997,346344
"3ADG","C-17A CARGO TRANSPORT","Aircraft",1998,1118547
"3ADG","C-17A CARGO TRANSPORT","Aircraft",1999,216326
"3ADG","C-17A CARGO TRANSPORT","Aircraft",2000,113850
"3ADG","C-17A CARGO TRANSPORT","Aircraft",2001,157152
"3ADG","C-17A CARGO TRANSPORT","Aircraft",2002,1640856
"3ADG","C-17A CARGO TRANSPORT","Aircraft",2003,3143903
"3AFB","F-22 Raptor","Aircraft",1993,57445
"3AFB","F-22 Raptor","Aircraft",1994,185413
"3AFB","F-22 Raptor","Aircraft",1998,63368
"3AFB","F-22 Raptor","Aircraft",2002,91805
"3AFE","F-12","Aircraft",2002,769872
"3AFK","F-104 STARFIGHTER","Aircraft",1990,325000
"3AFK","F-104 STARFIGHTER","Aircraft",1991,507000
"3AFK","F-104 STARFIGHTER","Aircraft",1993,33738
"3AFK","F-104 STARFIGHTER","Aircraft",1994,300060
