"SimpleArea","ProductServiceOrRnDarea","ProductOrServiceCode","ProductOrServiceCodeText","MDAcat","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"R&D","Applied Research (6.2)","AD42","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,10246000,2578271,14789278,120349,2869091,570286,,,-96157,,-66266,,,,,,,,,,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AD43","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,7100,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AD51","FUELS AND LUBRICANTS (BASIC)","Other via Platform Portfolio",,,,,,,,,,,99888,525014,313388,,,,,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AD52","R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",156000,,440000,0,,1e+05,122927,,152133,,153815,,,,,,,,,,,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AD53","FUELS AND LUBRICANTS (ADVANCED)","Other via Platform Portfolio",605000,,,,35000,50000,50000,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","AD56","R&D- DEFENSE OTHER: FUELS/LUBRICANTS (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,,,,274525,272119,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AD61","CONSTRUCTION (BASIC)","Other via Platform Portfolio",,,,121562732,,375000,435000,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AD63","CONSTRUCTION (ADVANCED)","Other via Platform Portfolio",4416000,1110000,153368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AD64","CONSTRUCTION (ENGINEERING)","Other via Platform Portfolio",,,,,-62057,,,269000,650000,818296,716531,1215555,,,1e+05,,,,,,,,,,,,,,,,
"Services","PAMS","AD66","CONSTRUCTION (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,204758,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AD91","OTHER DEFENSE (BASIC)","Other via Platform Portfolio",9737000,28143000,19047790,22579656,6881484,8317677,15672877,13232144,6922283,5997612,20069927,21363226,4020314,25349809,28784673,4320915,2444862,11236782,7698660,5799793.7801,6131586.74,2554699.9004,-62276.0706,499816,,1212879.67,401856.8899,0,,,
"R&D","Applied Research (6.2)","AD92","OTHER DEFENSE (APPLIED/EXPLORATORY)","Other via Platform Portfolio",60345000,553946000,256092271,111650223,58310911,67668551,63573083,39731377,78744413,22910580,22937133,11009461,11752202,14998777,29154219,6493009,10344645,28522594.8984,20301671.6914,27483194.7301,6668928.0318,37713051.4985,12579068.8239,10870880.8037,9978408.53,4288937.4491,-254090.3654,2322065.4,627178,11155301.5625,1749413.289
"R&D","Advanced Technology Development (6.3)","AD93","OTHER DEFENSE (ADVANCED)","Other via Platform Portfolio",662418000,724195000,931543687,757427610,448088696,362503804,339478325,393002423,540016706,921856511,1366578826,746803829,267487861,352747548,282380263,282210943.4375,239333024.16,238332937.0937,244497056.2318,244810114.306,204715540.9878,132934090.899,268532174.7465,247554511.2222,123170912.9069,106229900.9291,101183225.9727,98338698.1009,24422564.8709,921604.2784,5354912.1682
"R&D","Advanced Component Development & Prototypes (6.4)","AD94","OTHER DEFENSE (ENGINEERING)","Other via Platform Portfolio",15695000,1444000,1547522,-471527,12513,240755,2286231,7356094,4048133,3082995,6348317,1718162,6117450,1819750,113499,,,8352,17200,,,,,,,,,1414983.5,0,0,
"R&D","System Development & Demonstration (6.5)","AD95","OTHER DEFENSE (OPERATIONAL)","Other via Platform Portfolio",1271000,78271000,825500,62053895,185572801,2445888,79494222,37862131,76888385,85931707,291670,,564531,-4902385,849686,327983,66879,1100000,1545534,40261957.3984,35268819.2969,34460899.125,25476379.0313,26547924.09,20728910.39,10015824.94,-703009,-501387.9375,,-632287.25,-195570.5
"Services","PAMS","AD96","OTHER DEFENSE (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",2836000,1528000,2531457,2447528,1189364,2276546,1583185,3004419,1254527,559265,2046758,2372618,1558002,921337,469666,1045494,573574,627216.2031,464588.1563,276920.8281,7291300,236375,5370217,543253,1469929.09,,0,4005666.2813,3150027.5781,32062138.1953,82450795.8702
"R&D","Operational Systems Development (6.7)","AD97","R&D- DEFENSE OTHER: OTHER (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,,,,,59655,,,,447750,,427375,,,,-86347.8281,,,,,,,,,,,
"R&D","Basic Research (6.1)","AE21","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (BASIC RESEARCH)","Other via Platform Portfolio",,,,,,,,,1750000,665791,,,,194290,,,53333,,,,,,0,,,,,,,,
"R&D","Applied Research (6.2)","AE22","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AE23","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,75000,,,,,,,,,,,,,,,,,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AE24","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,95000,1074319.5,0,0,,,268587,,,,,,,,
"R&D","Basic Research (6.1)","AE31","MANUFACTURING TECHNOLOGY (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,,119956,,,,,,,,,,,,,,,,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AE34","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,49258,3260786.2188,12465,10215526.8984,5122371.1309,1010252.875,379267,-11146.29,-3.4,-73646.8594,,0,,,
"R&D","System Development & Demonstration (6.5)","AE35","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",3003000,1788000,,,3084691,3137170,1057014,385539,457446,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","AE36","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Operational Systems Development (6.7)","AE37","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AF13","EDUCATION (ADVANCED)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,4139218,3066400,0,955758,,,,,,,,,
"R&D","System Development & Demonstration (6.5)","AF15","EDUCATION (OPERATIONAL)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,49360,,0,,-2198.97,,,,,,,,
"R&D","Applied Research (6.2)","AG22","GAS (APPLIED/EXPLORATORY)","Other via Platform Portfolio",,,,,,,,,,,,,,,166718,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AG31","GEOTHERMAL (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,2842063,,0,,,0,,
"R&D","Basic Research (6.1)","AG91","OTHER ENERGY (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,,,,18787,9606,,,,,,750000,749984,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AG93","OTHER ENERGY (ADVANCED)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,2622371,516661,1672306,579527,,-708,,,,,,,,
"Services","PAMS","AG96","OTHER ENERGY (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,,,,,,,,,,69990,,,,,,,,,,,,,,,,,
"Services","PAMS","AH16","R&D-POLLUTION CONT/ABATE-MGMT SUP","Other via Platform Portfolio",,,,,,,201805,201804,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AH91","R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,342891,599641,0,440644.375,,0,,,,,,,,,
"R&D","Applied Research (6.2)","AH92","R&D- ENVIRONMENTAL PROTECTION: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,66556,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AJ11","PHYSICAL SCIENCES (BASIC)","Other via Platform Portfolio",69000,,,,,,,,,130000,50000,,,,7e+05,1587204,,3000,,,33000,25000,1731561,6e+05,1779827,99191,79069,69325,,,
"R&D","Applied Research (6.2)","AJ12","R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",1725000,1536000,,,,,,,,,848580,,,,,,,,,,,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AJ13","PHYSICAL SCIENCES (ADVANCED)","Other via Platform Portfolio",3357000,745000,63900,540074,,,,,,,,,,,,,,,0,,,,,,,,,,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AJ14","PHYSICAL SCIENCES (ENGINEERING)","Other via Platform Portfolio",,,,,,,,,,,,,,,,462266,,,289511,,,,,,,,,,,,
"Services","PAMS","AJ16","R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,,,286298,270750,,30000,,,,,262718,199984,83000,69140,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AJ21","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (BASIC RESEARCH)","Other via Platform Portfolio",,,,,,,,,,,,,,,29955,,,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AJ22","R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,817176,1004458,270853,99695,,-0.07,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AJ23","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,498531,,,,,,,0,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AJ33","ENVIRONMENTAL SCIENCES (ADVANCED)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AJ41","ENGINEERING (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,,2903974,,1096123,518966,145000,,3420,,,1939870,1395000,2257421,195000,,-125170.7266,-64986.75,-8632.7803,,
"R&D","Applied Research (6.2)","AJ42","ENGINEERING (APPLIED/EXPLORATORY)","Other via Platform Portfolio",,250000,250000,,,,,,,,,,,779053,,,,,,6218327,4664187,,-160488.7656,,,2766127.25,,0,0,,
"R&D","Advanced Technology Development (6.3)","AJ43","ENGINEERING (ADVANCED)","Other via Platform Portfolio",,,,,,,,,,,,,,,3780000,,,,,,,,8738334,0,2956650,0,0,-1012.06,,,
"R&D","Advanced Component Development & Prototypes (6.4)","AJ44","ENGINEERING (ENGINEERING)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,0,,,,,,82154.8,0,,0,,,911629
"R&D","System Development & Demonstration (6.5)","AJ45","ENGINEERING (OPERATIONAL)","Other via Platform Portfolio",,,,,,,,,,,71134,,,,,,,75000,,,,,,,2649995,0,0,0,,,
"Services","PAMS","AJ46","ENGINEERING (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,1895618,76250,-2365.72,,,,,,977386,1084300,488908.8125,-97000,978067
"R&D","Operational Systems Development (6.7)","AJ47","R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (COMMERCIALIZED)","Other via Platform Portfolio",,,,,,,,,,,,,1005007,66120,,,,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AJ52","LIFE SCIENCES (APPLIED/EXPLORATORY)","Other via Platform Portfolio",,,,,,,,,,99997,,,,,,,,,,,,,,,,,,,,,
"R&D","System Development & Demonstration (6.5)","AJ55","LIFE SCIENCES (OPERATIONAL)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AJ61","PSYCHOLOGICAL SCIENCES (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,159962,70000,,,
"R&D","Applied Research (6.2)","AJ62","R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","AJ66","R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,,84800,55961,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AJ91","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (BASIC RESEARCH)","Other via Platform Portfolio",,,,,,,,,,,,,208966,,,,,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AJ92","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,239999.0391,70000,0,,
"R&D","Advanced Technology Development (6.3)","AJ93","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,499697,599651,0,
"R&D","Advanced Component Development & Prototypes (6.4)","AL24","INCOME MAINTENANCE (ENGINEERING)","Other via Platform Portfolio",,,,,,,,216382,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AN11","BIOMEDICAL (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,,,,399638,,,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AN12","BIOMEDICAL (APPLIED/EXPLORATORY)","Other via Platform Portfolio",,,,,,,,,,,,,,,2e+05,,,4007000,,,-1205.75,,,,,,,,,,
"R&D","Advanced Technology Development (6.3)","AN13","BIOMEDICAL (ADVANCED)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,940828,3430000,14877,,,,,-37890.48,,,,,,
"R&D","Applied Research (6.2)","AN22","R&D- MEDICAL: DRUG DEPENDENCY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,54814,,,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AN72","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,-13765,,,,,,,,,,,,,,,,,
"R&D","System Development & Demonstration (6.5)","AN75","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,3877.75,,,,,,,,,,,,,
"Services","PAMS","AN76","R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,,,,,,,,,,2e+05,66667,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AN91","OTHER MEDICAL (BASIC)","Other via Platform Portfolio",,,,,,,,,,,,,,,841955,,,,,,,,,,,,,,,,
"R&D","System Development & Demonstration (6.5)","AN95","OTHER MEDICAL (OPERATIONAL)","Other via Platform Portfolio",,,,,,,,,,,,,,,301587,,,-187034,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AP22","LAND (APPLIED/EXPLORATORY)","Other via Platform Portfolio",,,,,,,,,,,,,,69772,,,,,,,,,,,,,,,,,
"Services","PAMS","AP26","LAND (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AP32","MINERAL (APPLIED/EXPLORATORY)","Other via Platform Portfolio",,,,162263,42100,,,,,,,,,,,,,,,,,,,,,,,,,,
"R&D","Applied Research (6.2)","AQ92","R&D- SOCIAL SERVICES: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",53000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","AQ96","R&D- SOCIAL SERVICES: OTHER (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,6778,9867,9867,9867,,,
"R&D","Uncategorized R&D","AR10","R&D-AERO & SPACE TECH","Other via Platform Portfolio",,,,,,,,,,,51150604,40503756,38864160,32204543.4063,86630974,17161905,25727126,31656115,44681236.0703,7406758,173535,,,,0,-32404.0801,,0,,-94815.7266,
"R&D","Basic Research (6.1)","AR11","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH)","Other via Platform Portfolio",38526000,17625000,14815300,3604069,-381000,,,,109330,99942,157508499.7579,528143633.8779,393214869.3223,201596729.6565,238358465.3605,198556829.8335,127957072.3915,137923580.824,288764461.8419,360916251.7662,491174196.922,610890408.2411,898739387.3424,952136725.9003,1017113964.6939,1153573945.792,1356090442.8056,1291324692.8261,1224212959.3143,1440420207.7314,1614823296.7792
"R&D","Applied Research (6.2)","AR12","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",52000,50000,180000,2e+05,,,,,605260,53000,50411020,43092130.48,67475562.25,68786435.6302,81461864.9709,104822801.5423,91093707.4742,60250640.8478,81701408.4055,67151318.3763,85006562.3125,63463015.6664,69654940.8449,63245576.71,72303407.02,79803050.0397,190360424.1892,187611547.4747,82858033.9929,277731524.5708,96168106.4517
"R&D","Advanced Technology Development (6.3)","AR13","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",5682000,8421000,3485101,11120091,6655669,12866804,2967463,200510,396561,525637,31131739,18226997,62279121,14113700.5469,9272385.1396,9716774.8546,37429337.2561,14324505.2736,18575098.8999,10102504.748,9575299.3982,17020760.8584,22592452.7,5028558.78,41246067.0838,37963795.9165,31970180.255,56228362.3687,50671974.0157,61755561.5474,52542152.1075
"R&D","Advanced Component Development & Prototypes (6.4)","AR14","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",47000,,,,,,,,,,158591207,160148335.0781,143633466,194184486,159043275.75,112089459.3596,68534645.0319,63834380.7859,40183497.9864,73044244.4051,48577557.0828,31276225.5114,63181770.6743,22734684.6671,51776089.9419,36889877.014,97102641.7429,58914123.1256,48469684.1347,91830288.1589,116326188.2384
"R&D","System Development & Demonstration (6.5)","AR15","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (OPERATIONAL SYSTEMS DEVELOPMENT)","Other via Platform Portfolio",,,,,,83953,199900,485000,376200,644400,3062431,2915000,2270500,1994110,802826,1312083,894203.1602,13687205.0008,7781882,5684925.37,6904770.6799,6303653.3514,8585109.1001,8363525.9,11419797.54,34794958.4275,50718250.7344,60553372.4327,3707585.5,503956085.7537,74197788.7031
"Services","PAMS","AR16","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (MANAGEMENT/SUPPORT)","Other via Platform Portfolio",,,-2936535,,,404149,204861,,,,1879000,1556000,3903000,10120418.75,64267439.9297,38479520.6719,28178998.5757,21598252.125,34281830.3519,61303742.7223,56395075.8352,55715762.3582,49117140.2996,57009801.16,62707039.906,19109476.1891,11017622.5499,36804081.1427,41765001.0377,46047420.8567,85236382.4173
"R&D","Operational Systems Development (6.7)","AR17","R&D-AERO & SPACE TECH-COMERCLIZ","Other via Platform Portfolio",,,,,,,,,,,,2386.05,,,,0,,,,,,289005000,361146394,481153606,313672525,11785000,3500000,2.3e+07,838210,10145688.0313,18157288.4766
"R&D","Uncategorized R&D","AR20","R&D-SPACE SCIENCE & APPL","Other via Platform Portfolio",,,,,,,,,,,-117000,,,,,,,,,,,,,,,,,,,,
"R&D","Basic Research (6.1)","AR21","R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH)","Other via Platform Portfolio",2357000,923000,375000,1535346,66000,375000,605321,,851250,,248619124,202926913,219201708,130260931,802032760.1572,236173229.5089,202732996.4943,195052203.7573,342663167.9626,514538540.8694,477252566.2143,494914296.8961,619754198.7823,619781266.6781,659572551.1565,1045226153.6028,1295710706.4885,1228276991.8794,562219749.2165,450664504.6888,712381640.4824
"R&D","Applied Research (6.2)","AR22","R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Other via Platform Portfolio",165000,170000,324000,889572,631467,904976,1085420,1209562,1543351,1908037,169697990,90238119.2188,83904565.375,317150595.9492,1959720661.0021,1887551239.9704,1859305072.7816,1906074039.7072,2048681638.6356,2153975792.2373,2018346390.4228,2078179868.0739,2309935102.6512,2055566531.7699,2090434468.22,2372022103.0858,2447107351.2277,2668975319.6203,2891532703.9949,3258944994.9633,2891662956.6961
"R&D","Advanced Technology Development (6.3)","AR23","R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT)","Other via Platform Portfolio",311060000,446362000,103833722,181208085,84277112,17623951,26719636,19476492,20664563,37210624,275933537,211363704,158582784,123870670.3164,166476624.919,175103267.709,165818896.5269,129939929.875,170291150.2188,160313937.9425,160653696.5133,128448026.3193,129980107.5919,133802687.27,104255888.69,75293359.0586,63221454.9512,63723109.6458,66737919.8973,67365920.0271,62409049.7667
"R&D","Advanced Component Development & Prototypes (6.4)","AR24","R&D- SPACE: SCIENCE/APPLICATIONS (ENGINEERING DEVELOPMENT)","Other via Platform Portfolio",207000,1e+05,245000,,,,,,,,15563920,85317374,90581913,4823216,149612998.1201,104187862.3496,120406260.115,114684654.3901,46503566.1212,20668958.1576,8025742.0001,7786181.3239,16027099.0157,5984102.68,8635126.26,6112712.6618,18071008.0976,9886789.9922,4274393.291,28326959,97428131.2558
