fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
2000	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	149	149	269	19907743.0000
2001	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PID	1	1	1	1	1	1	19	19	197	85761579.0000
2020	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	7	7	8	11214.0999
2011	Defense	Land Vehicles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	8	721	8657650.7046
2010	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	32	37	202	57057586.9807
2002	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	203	203	2588	590947076.5200
2013	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	1119	1119	15716	1818321856.6087
2000	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	94	123	1037	550914774.0000
2006	Defense	Other Services	L	Large Vendor	PID	1	1	1	1	1	1	74	74	6546	8962066988.8457
2010	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	292	292	2677	47961876.7782
2006	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	86	160	1423	21455822.0917
1998	Defense	Other Products	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	6	6	12	550678.0000
1990	Defense	Missile Defense	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	4	4	NULL	343000.0000
1991	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	13	13	NULL	-7253000.0000
1996	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	113	125	438	152807307.0000
1994	Defense	Ships & Submarines	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	7	7	118	-30737078.0000
1997	Defense	Other Services	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	11	11	15	1262297.0000
1994	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	14	16	19	1206690.0000
1994	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	58	58	274	244991155.0000
1996	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	10	10	16	1232968.0000
2004	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	4	4	9	94455.0000
2003	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	3	3	0	0.0000
2008	Defense	Other R&D and Knowledge Based	L	Large Vendor	Duns	1	1	1	1	1	1	1	1	1	850.8900
2003	Defense	Aircraft	L	Large Vendor	PID	1	1	0	1	1	1	1	1	1	34262.0000
2010	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	2	2	5	9085.5000
1992	Defense	Facilities and Construction	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	77	77	NULL	729100831.0000
2008	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	46	52	167	700381.2493
2012	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	12	12	35	46237.2000
2012	Defense	Ordnance and Missiles	J	Large: Big 5 JV	PID	1	0	1	1	1	1	3	3	253	390072334.5500
2003	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	5	5	7	6740.0000
2001	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	1	1	2	0.0000
2014	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	12	12	1	1.0000
2020	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	10	10	14	77282.5996
2019	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	3	3	7	167983.4375
2005	Defense	Other Services	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	34	34	0	0.0000
2015	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	9	9	24	73652.4098
2013	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	30	31	53	548668.3400
2004	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	0	0	0	1	1	5	5	6	98377.0000
2006	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	29	31	214	47494580.8750
2014	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	1	1	1	1	1	4	4	15	394640.7377
2012	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	52	52	147	1173566.6211
2008	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	15	17	195	43919748.8602
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	13	13	48	2894317.8800
2017	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	33	34	118	3010680.5765
2020	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	16	20	97	110980649.2214
2020	Defense	Other Products	U	Unlabeled Vendor	Duns	1	1	1	1	1	1	4	3	2554	25062364.8572
2011	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	315	315	649	1873243.7897
2013	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	7	7	12	-83757.8400
2007	Defense	Ships & Submarines	S	Always Small Vendor	PID	1	0	1	1	1	1	17	17	218	66823911.1599
2014	Defense	Other Products	S	Always Small Vendor	PID	1	0	1	1	1	1	9	9	755	896574453.2521
2006	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1127	1127	7226	139336555.3658
2020	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	35	60	917	14897023.1341
2006	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	2663	2663	6310	395992433.9606
2020	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	29	29	303	205484041.6413
2008	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	344	344	3412	369409679.3365
2004	Defense	Other Services	L	Large Vendor	PID	1	1	1	1	1	1	72	72	4561	10827426802.7305
2001	Defense	Ordnance and Missiles	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	1	41234.0000
1994	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	205	281	1473	379630349.0000
1995	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	18	18	26	1760994.0000
1989	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	12	12	NULL	1178000.0000
1991	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	NULL	-263000.0000
1996	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	1	-48249.0000
2019	Defense	Other Services	M	Medium Vendor	Duns	1	1	0	1	1	1	3	3	7	305505.2598
2010	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	0	1	0	4	4	7	11879.5500
2013	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	1	1	1	-318.3200
2018	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	6	-102994.9766
2000	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	0	0	1	1	1	1	2	0.0000
2009	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	0	0.0000
2002	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	5	5	4	19948.0000
2011	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	33	33	0	0.0000
2019	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	6	6	11	29459.5500
2011	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	11	11	60	8136884.3145
2002	Defense	Facilities and Construction	L	Large Vendor	PID	1	1	0	1	1	1	1	1	3	681338.0000
2012	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	2	2	0	0.0000
2004	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	20	20	58	-30421.0000
2007	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	19	19	0	0.0000
2009	Defense	Aircraft	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	9	9	12	68006.4005
2005	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	4	4	4	19817.0000
2002	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	5	5	7	28715.0000
2014	Defense	Other Services	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	10	11	0	0.0000
2008	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	36	36	119	919776.9395
2004	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	69	69	91	362857.0000
2018	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	3	3	50	58394.3602
2008	Defense	Other Products	L	Large Vendor	PID	1	1	0	1	1	1	2	2	67	622266.9194
2002	Defense	Other Services	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	2	2	39	2592327.0000
2007	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	0	0	0	1	1	2	1524.0000
2011	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	33	36	106	3575620.9543
2020	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	5	5	96	197245.8598
2014	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	4	4	4	253558.5200
2010	Defense	Ships & Submarines	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	1	0.0000
2020	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	13	13	146	76217.5601
2006	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	24	24	52	523919.4805
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	41	55	181	1143765.8089
2018	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	0	1	1	1	12	12	132	2983614.4586
2016	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	50	50	142	1506326.9000
2011	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	74	82	208	6464888.5012
2004	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	3	3	5	75231.0000
2005	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	86	86	159	70344.8300
2003	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	213	213	543	4433896.0000
2005	Defense	Land Vehicles	S	Always Small Vendor	PID	1	1	1	1	1	1	2	2	20	2872161.0000
2006	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	87	87	805	1010898747.6136
2011	Defense	Aircraft	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	2	1180235.0000
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	156	215	1658	88973825.1897
2015	Defense	Aircraft	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	12	2279	296951986.5987
2013	Defense	Other Products	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	16	2771	130238033.1751
2015	Defense	Aircraft	J	Large: Big 5 JV	PID	1	0	1	1	1	1	5	5	140	221567273.5942
2005	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	207	207	719	19810804.7969
2015	Defense	Other R&D and Knowledge Based	B	Big Five	PID	1	1	1	1	1	1	5	5	5098	3656852485.5311
2019	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	1	1	1	1	1	50	50	2492	2490765519.5330
2013	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	79	84	290	2385036.0802
1993	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	2	2	NULL	1124928.0000
1998	Defense	Other Services	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	90	106	277	130301654.0000
1997	Defense	Other Products	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	17	17	95	229294855.0000
1991	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	14	18	NULL	2533000.0000
1992	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	28	28	NULL	92064655.0000
1990	Defense	Aircraft	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	NULL	19	19	NULL	-1169000.0000
1998	Defense	Ships & Submarines	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	7	7	11	578937.0000
2001	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	7	8	18	925301.0000
2009	Defense	Space Systems	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	4	4	19	3286146.6621
2004	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	1	1	1	13080.0000
1992	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	44	44	NULL	1841897659.0000
1990	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	40	40	NULL	285060000.0000
1991	Defense	Other Services	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	109	109	NULL	134739081.0000
2009	Defense	Other Services	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	277	277	1094	21001097.7116
2000	Defense	Ships & Submarines	L	Large Vendor	PID	1	1	1	1	1	1	41	41	1676	2995158464.0000
2019	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	348	594	158964	1189428971.9806
2020	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	830	830	18989	214465236.0894
2007	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	114	114	924	16290153.7254
2016	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	119	119	40115	217360969.0999
1989	Defense	Other Services	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	12	12	NULL	181393000.0000
1992	Defense	Other Products	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	61	61	NULL	19598192.0000
1999	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	26	26	29	680712.0000
1995	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	7	7	9	-41682.0000
2020	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	1	1	5	819.8416
2014	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	1	2144.0000
2008	Defense	Facilities and Construction	M	Medium Vendor	PID	1	1	0	0	0	0	1	1	1	0.0000
2016	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2010	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	60.0000
1991	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	52	75	NULL	13864377.0000
2010	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	2	2	0	0.0000
2001	Defense	Other Products	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	2	2	9	401529.0000
2010	Defense	Ships & Submarines	S	Always Small Vendor	PID	1	1	0	1	1	1	1	1	4	102915.5899
2015	Defense	Space Systems	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	1	1	2	77581.0000
2007	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	2	2	0	0.0000
2004	Defense	Space Systems	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	3	3	3	14409.0000
2015	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	1	1	11	3859334.9492
2003	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	3	3	0	0.0000
2014	Defense	Other Services	M	Medium Vendor	Duns	1	1	0	0	0	0	3	3	3	8693.3600
2017	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	11	11	18	-46491.7300
2018	Defense	Ordnance and Missiles	J	Large: Big 5 JV	PID	1	0	1	1	1	1	2	2	53	420595675.0979
2011	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	1	1	1	11380.2695
2000	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	7	7	11	789327.0000
2020	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	8	8	23	25319256.3938
2008	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	15	15	73	597063.3799
2017	Defense	Facilities and Construction	M	Medium Vendor	Duns	1	1	0	1	1	1	15	15	38	672242.7491
2015	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	22	22	149	492249.9902
2018	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	1	1	3	19407.4507
2012	Defense	Aircraft	M	Medium Vendor	PID	1	1	0	1	1	1	2	2	52	414274.5000
2016	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	178	178	2090	5451717.5002
2007	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	0	0	0	1	1	3	3	5	56176.0000
2008	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	3	3	3	30981.5596
2004	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	2	2	2	146599.0000
2010	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	32	36	79	561017.3084
2014	Defense	Ordnance and Missiles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	11	162	84896438.0731
2005	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	16	16	35	3883189.0000
2020	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	27	27	11130	5038511.9593
2004	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	119	119	398	1802901.0000
2014	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	9	11	1090	42885350.9618
2017	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	13	13	187	8758335.9683
2006	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	25	26	321	1742734.3800
2015	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	753	753	5145	19436552.8471
2003	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	116	116	153	2372866.0000
2020	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	21	21	76	-146453.4545
2019	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	278	371	16750	49578667.6906
2012	Defense	Other Products	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	37	47	277	5625289.4273
2018	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	266	266	46933	36067911.0302
2007	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	434	434	2543	607551601.9919
2007	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	287	287	10666	2481914009.6849
2017	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	771	771	7846	768962082.9629
2002	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	124	124	2300	1035998926.0000
2010	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	0	1	1	1	1	83	83	2288	2022140134.3738
1996	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	2	2	3	-61797.0000
1996	Defense	Other Services	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	2	13	172312380.0000
1991	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	42	55	NULL	83431000.0000
1998	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	51	51	52	1410781.0000
1993	Defense	Aircraft	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	4	4	NULL	2816469.0000
1992	Defense	Aircraft	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	1	1	3	3	NULL	173576.0000
1989	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	NULL	474000.0000
1995	Defense	Other Services	L	Large Vendor	PID	NULL	NULL	0	1	1	1	1	1	4	75460.0000
2012	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	2	2	2	-3588.1000
2015	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	0	1	1	1	4426.0000
1992	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	89	89	NULL	334728580.0000
1998	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	69	69	440	132911937.0000
1995	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	NULL	NULL	1	1	1	1	83	83	15022	6445637893.0000
1993	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	12	12	1	2082312.0000
2000	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	2	3	3	83179.0000
2004	Defense	Facilities and Construction	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	11	44102908.0000
2009	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	0	1	1	2	4230.0000
2003	Defense	NULL	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	5	5	5	42509.0801
2015	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2008	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	0	1	0	2	2	2	6931.0000
2016	Defense	Ships & Submarines	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	2	2	5	6618.0507
2018	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	Duns	1	1	1	1	1	1	1	1	2	1347455.9453
2006	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	3	3	6	5495.0000
2006	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PID	1	0	0	0	0	0	1	1	1	2900.0000
2002	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	2	2	0	0.0000
2004	Defense	NULL	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	1	1	0	0.0000
2019	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	8	8	14	45577.4903
2006	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	24	24	38	454032.0000
2009	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	27	27	61	157414.3400
2005	Defense	Missile Defense	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	17	19	46	17731058.0000
2018	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	4	4	8	2501.0000
2018	Defense	Other Services	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	7	7	0	0.0000
2014	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	79	79	133	117126.4100
2003	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	249	249	1374	631460032.9453
2000	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	55	55	168	11330703.0000
2013	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	119	148	1719	39310338.9796
2009	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	18	18	58	615485.5400
2008	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	5	5	34	7587773.1838
2004	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	610	610	3679	109916979.0000
2011	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1508	1508	4430	102093282.1006
2005	Defense	Aircraft	S	Always Small Vendor	PID	1	0	1	1	1	1	24	24	229	49472136.6719
2006	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	150	187	3347	38981262.2305
2015	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	53	53	348	56684042.8924
2019	Defense	Space Systems	B	Big Five	PID	1	1	1	1	1	1	5	5	821	3897353883.5825
2004	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	3	3	5	524593.0000
2006	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	1175	1175	6692	274679925.0960
2015	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	4296	4296	72723	8357282028.7434
2018	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	3019	3019	42442	10493479554.3715
2004	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	159	180	727	27760888.0000
2009	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	2	2	3	4952.0000
2015	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	6	6	16	13470.1600
