"","Filename","Geographic.area.name","X.","X1997.NAICS.code","Meaning.of.1997.NAICS.code","X..1","Meaning.of.Type.of.operation.or.tax.status.code","X..2","Year","Number.of.establishments","Value.of.sales..shipments..receipts..revenue..or.business.done...1.000.","Annual.payroll...1.000.","Paid.employees.for.pay.period.including.March.12..number.","X2002.NAICS.code","Meaning.of.2002.NAICS.code","Number.of.paid.employees.for.pay.period.including.March.12","Relative.standard.error.of.estimate.of.number.of.establishments....","Relative.standard.error.of.estimate.of.the.value.of.business.done","Relative.standard.error.of.estimate.of.total.payroll....","Relative.standard.error.of.estimate.of.total.number.of.employees....","X2007.NAICS.code","Meaning.of.2007.NAICS.code","Number.of.paid.employees.for.period.including.March.12"
"2278","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","25,510","20,881,468","1,808,358",NA,NA,NA,NA,NA,NA,NA,NA,"44512","Convenience stores","118,787"
"2279","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","26,506","22,515,728","1,906,965",NA,NA,NA,NA,NA,NA,NA,NA,"445120","Convenience stores","114,382"
"2280","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","25,510","20,881,468","1,808,358",NA,NA,NA,NA,NA,NA,NA,NA,"445120","Convenience stores","118,787"
"2281","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","22,105","17,559,559","2,426,894",NA,NA,NA,NA,NA,NA,NA,NA,"4452","Specialty food stores","140,292"
"2282","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","24,208","15,786,499","2,166,623",NA,NA,NA,NA,NA,NA,NA,NA,"4452","Specialty food stores","134,695"
"2283","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","5,365","5,794,968","721,611",NA,NA,NA,NA,NA,NA,NA,NA,"44521","Meat markets","35,337"
"2284","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","6,009","5,705,273","723,323",NA,NA,NA,NA,NA,NA,NA,NA,"44521","Meat markets","38,703"
"2285","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","5,365","5,794,968","721,611",NA,NA,NA,NA,NA,NA,NA,NA,"445210","Meat markets","35,337"
"2286","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","6,009","5,705,273","723,323",NA,NA,NA,NA,NA,NA,NA,NA,"445210","Meat markets","38,703"
"2287","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,964","2,105,437","223,342",NA,NA,NA,NA,NA,NA,NA,NA,"44522","Fish and seafood markets","10,466"
"2288","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","2,063","1,800,369","196,921",NA,NA,NA,NA,NA,NA,NA,NA,"44522","Fish and seafood markets","10,012"
"2289","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","1,964","2,105,437","223,342",NA,NA,NA,NA,NA,NA,NA,NA,"445220","Fish and seafood markets","10,466"
"2290","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","2,063","1,800,369","196,921",NA,NA,NA,NA,NA,NA,NA,NA,"445220","Fish and seafood markets","10,012"
"2291","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","2,761","3,584,168","402,007",NA,NA,NA,NA,NA,NA,NA,NA,"44523","Fruit and vegetable markets","20,077"
"2292","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","2,938","3,368,405","374,732",NA,NA,NA,NA,NA,NA,NA,NA,"44523","Fruit and vegetable markets","19,444"
"2293","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","2,761","3,584,168","402,007",NA,NA,NA,NA,NA,NA,NA,NA,"445230","Fruit and vegetable markets","20,077"
"2294","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","2,938","3,368,405","374,732",NA,NA,NA,NA,NA,NA,NA,NA,"445230","Fruit and vegetable markets","19,444"
"2295","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","12,015","6,074,986","1,079,934",NA,NA,NA,NA,NA,NA,NA,NA,"44529","Other specialty food stores","74,412"
"2296","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","13,198","4,912,452","871,647",NA,NA,NA,NA,NA,NA,NA,NA,"44529","Other specialty food stores","66,536"
"2297","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","3,276","1,536,363","315,406",NA,NA,NA,NA,NA,NA,NA,NA,"445291","Baked goods stores","18,156"
"2298","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","4,290","1,377,518","275,927",NA,NA,NA,NA,NA,NA,NA,NA,"445291","Baked goods stores","18,250"
"2299","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","3,215","1,773,905","263,468",NA,NA,NA,NA,NA,NA,NA,NA,"445292","Confectionery and nut stores","19,821"
"2300","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","3,404","1,454,332","233,252",NA,NA,NA,NA,NA,NA,NA,NA,"445292","Confectionery and nut stores","18,030"
"2301","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","5,524","2,764,718","501,060",NA,NA,NA,NA,NA,NA,NA,NA,"445299","All other specialty food stores","36,435"
"2302","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","5,504","2,080,602","362,468",NA,NA,NA,NA,NA,NA,NA,NA,"445299","All other specialty food stores","30,256"
"2303","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","32,625","42,626,097","3,047,299",NA,NA,NA,NA,NA,NA,NA,NA,"4453","Beer, wine, and liquor stores","152,780"
"2304","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","31,485","36,313,659","2,592,081",NA,NA,NA,NA,NA,NA,NA,NA,"4453","Beer, wine, and liquor stores","141,255"
"2305","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","32,625","42,626,097","3,047,299",NA,NA,NA,NA,NA,NA,NA,NA,"44531","Beer, wine, and liquor stores","152,780"
"2306","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","31,485","36,313,659","2,592,081",NA,NA,NA,NA,NA,NA,NA,NA,"44531","Beer, wine, and liquor stores","141,255"
"2307","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","32,625","42,626,097","3,047,299",NA,NA,NA,NA,NA,NA,NA,NA,"445310","Beer, wine, and liquor stores","152,780"
"2308","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","31,485","36,313,659","2,592,081",NA,NA,NA,NA,NA,NA,NA,NA,"445310","Beer, wine, and liquor stores","141,255"
"2309","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","90,959","270,461,018","30,995,112",NA,NA,NA,NA,NA,NA,NA,NA,"446","Health and personal care stores","1,002,165"
"2310","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","88,452","234,026,783","28,414,937",NA,NA,NA,NA,NA,NA,NA,NA,"446","Health and personal care stores","1,068,186"
"2311","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","90,959","270,461,018","30,995,112",NA,NA,NA,NA,NA,NA,NA,NA,"4461","Health and personal care stores","1,002,165"
"2312","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","88,452","234,026,783","28,414,937",NA,NA,NA,NA,NA,NA,NA,NA,"4461","Health and personal care stores","1,068,186"
"2313","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","43,338","229,638,977","23,892,733",NA,NA,NA,NA,NA,NA,NA,NA,"44611","Pharmacies and drug stores","715,773"
"2314","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","42,045","202,042,128","22,385,345",NA,NA,NA,NA,NA,NA,NA,NA,"44611","Pharmacies and drug stores","814,836"
"2315","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","43,338","229,638,977","23,892,733",NA,NA,NA,NA,NA,NA,NA,NA,"446110","Pharmacies and drug stores","715,773"
"2316","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","42,045","202,042,128","22,385,345",NA,NA,NA,NA,NA,NA,NA,NA,"446110","Pharmacies and drug stores","814,836"
"2317","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","15,370","14,709,297","1,906,148",NA,NA,NA,NA,NA,NA,NA,NA,"44612","Cosmetics, beauty supplies, and perfume stores","110,237"
"2318","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2007","13,584","10,310,542","1,392,792",NA,NA,NA,NA,NA,NA,NA,NA,"44612","Cosmetics, beauty supplies, and perfume stores","86,278"
"2319","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","Total","","2012","15,370","14,709,297","1,906,148",NA,NA,NA,NA,NA,NA,NA,NA,"446120","Cosmetics, beauty supplies, and perfume stores","110,237"
