fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2013	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	0	0.0000
2006	NASA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	6	7	24	38207.7098
2016	State and IAP	M	Medium Vendor	PID	1	1	0	0	1	1	9	9	46	488634.3792
2012	HHS	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	140	140	5586	955587178.8398
2001	VA	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	7	7	14	629000.0000
2002	DHS	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	1	4829677.5000
2019	Energy	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	76	105	593	118203381.0900
2007	Defense	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	98	105	238	2345696.6393
2012	NASA	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	6	6	8	86499.0000
2019	Other Agencies	S	Always Small Vendor	Duns	1	1	1	1	1	1	5	5	10	672230.7349
1999	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	420	420	442	11015456.0000
2003	Defense	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	3	4	82	4096382.0000
2008	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	190	190	789	38370011.3822
2012	DHS	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	249	249	629	12053503.1277
2000	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	39	39	59	822963.8871
2010	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	18	18	8	1851570.6422
2012	State and IAP	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	11	13	43	282185.7497
2012	Defense	M	Medium Vendor	Duns	1	1	0	0	0	0	1	1	1	0.0000
2019	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	89	89	6	552.3300
2006	Other Agencies	L	Large Vendor	PID	1	0	1	1	1	1	76	76	135509	2865508849.0209
2011	HHS	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	5	5	0	0.0000
2019	VA	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	1	1	1	-3940.0000
2015	Other Agencies	S	Always Small Vendor	Duns	1	0	0	1	1	1	103	103	162	5207787.4853
2014	HHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	143	180	826	9386222.8499
2019	NULL	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	1	1	1	259950.0000
2019	HHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	3	3	7	63409.1698
2015	Defense	N	Sometimes Small Vendor	PID	1	0	0	0	1	0	2	2	5	3094.3601
2015	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	4	4	0	12000.0000
2016	Energy	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	3	3	5	61752.0000
2009	Energy	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	7	7	12	124629.5508
2012	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	24	27	69	486603.2905
2013	HHS	S	Always Small Vendor	Duns	1	0	0	0	0	0	3	3	3	3881.9199
2000	DHS	L	Large Vendor	PID	1	1	1	1	1	1	25	25	372	66139000.0000
2011	State and IAP	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	4	3	45040	888543847.8839
2010	State and IAP	M	Medium Vendor	PID	1	1	0	0	1	1	20	20	32	487472.2299
2020	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	24	30	728	587030.0711
2004	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	4	4	0	0.0000
2017	Other Agencies	S	Always Small Vendor	PID	1	0	1	1	1	1	58	58	776	495680582.4068
2001	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	2	2	0	0.0000
2008	State and IAP	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	4	5	9	27886.3600
2020	VA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	384	384	1951	1650772.4870
2005	DHS	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	67	71	137	5198413.6970
2000	State and IAP	L	Large Vendor	PID	1	0	1	1	1	1	15	15	107	109247348.1792
2016	DHS	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	95	106	538	83218372.6960
2017	HHS	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	2	2	0	0.0000
2018	VA	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	166	490	516560	1411148481.5747
2019	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	NULL	73800.0000
2012	Defense	M	Medium Vendor	PID	1	1	0	0	1	1	6	6	23	140051.2383
2015	HHS	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	73	73	639	131089194.3457
2008	GSA	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	3	4	194	34694.3697
2018	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	291	993	15734	1977885879.4783
2018	NASA	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	1	1	9593.9805
2015	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	9	10	43	12467.3700
2015	DHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	70	73	136	821042.3014
2020	GSA	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	66	66	46191	1114944759.7607
2018	VA	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	3469	3469	74877	667512906.6687
2002	HHS	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	6	6	0	0.0000
2020	Energy	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	8	8	13	182343.6291
2018	NULL	M	Medium Vendor	PID	1	1	1	1	1	1	2	2	13	950543.5576
2009	Other Agencies	M	Medium Vendor	PID	1	0	0	0	1	0	5	5	8	17094.8402
2007	GSA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	211	243	8883	50004208.9488
2015	HHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	7	7	17	-78678.7300
2005	DHS	N	Sometimes Small Vendor	Name	1	0	0	1	1	1	5	1	24	437172.9822
2014	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	20	21	0	0.0000
2003	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	2	2	2	2440.0000
2006	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	292	428	1708	6942113.6464
2008	DHS	U	Unlabeled Vendor	Name	NULL	NULL	0	0	0	0	1	1	0	0.0000
2001	GSA	M	Medium Vendor	PID	1	1	1	1	1	1	12	12	535	62907282.1406
2000	HHS	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	282	282	1566	389198189.3300
2013	HHS	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	18	18	28	25966.3500
2004	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	43	43	69	582784.2402
2015	VA	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	52	52	0	0.0000
2004	Defense	M	Medium Vendor	PID	1	1	0	1	1	1	16	16	124	4830007.0000
2017	NASA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	79	79	120	1469728.4233
2001	VA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	59	59	251	3380914.0000
2005	VA	M	Medium Vendor	PID	1	0	0	0	1	0	1	1	2	7840.0000
2004	Energy	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	5	6	8	99394.0000
2005	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	4	4	0	0.0000
2013	VA	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	2	2	7	464335.5200
2017	Defense	B	Big Five	PID	1	1	1	1	1	1	5	5	208452	107206619526.9087
2002	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	40	41	163	1338372.0000
2000	NASA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	96	96	126	2499310.0000
2015	State and IAP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	22	744	71514552.4633
2012	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	52	52	156	343074.7403
2001	NASA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	1	1	2	4000.0000
2005	DHS	S	Always Small Vendor	Name	1	1	0	0	0	0	1	1	1	0.0000
2010	Energy	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	9	9	18	235617.8516
2016	Energy	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	39	43	154	132749287.9849
2019	DHS	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	75	83	297	5716801.5247
2017	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	239	262	615	4954361.9760
2009	HHS	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	6	6	3	36032.1602
1990	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	289	289	NULL	629377184.0000
2001	DHS	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	7	7	40	4305532.0000
1997	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1200	1200	1300	33232792.0000
2006	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	282	282	784	50258310.7270
2004	Defense	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	NULL	1	1	6	243165.3150
1989	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	169	181	NULL	19020000.0000
2002	HHS	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	1	1	1	48000.0000
2018	State and IAP	M	Medium Vendor	PID	1	0	1	1	1	1	45	45	276	147890448.6562
2011	Defense	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	353	353	10581	1444785427.0822
2012	VA	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	3	7	0	0.0000
2005	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	9	13	19	14730.7400
2002	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	11	16	44	89918.0000
2015	DHS	M	Medium Vendor	Duns	1	0	0	0	0	0	2	2	2	3178.3201
2014	GSA	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	1	1	0	0.0000
2015	DHS	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	138	138	1605	554755028.4547
2005	Other Agencies	S	Always Small Vendor	Name	1	0	0	1	1	1	3	1	5	47416.1504
2017	NULL	M	Medium Vendor	PID	1	0	1	1	1	1	1	1	1	12000.0000
2018	VA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	20	20	126	1568260.1586
2016	DHS	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	12	14	25	110736.2808
2005	NASA	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	123	123	203	1846576.8806
2011	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	7	7	0	0.0000
2006	HHS	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	3	3	3	3970.1000
1999	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	13	13	89	10752120.0000
2017	Energy	S	Always Small Vendor	Duns	1	0	0	0	1	0	1	1	1	7480.0000
2016	DHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	35	35	60	515311.2901
2018	Defense	S	Always Small Vendor	PID	1	1	1	1	1	1	15	15	4876	853047348.8239
2019	HHS	S	Always Small Vendor	Duns	1	0	0	0	1	1	1	1	1	29120.0000
2009	Defense	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	14842	14842	95049	2507780652.9539
2015	State and IAP	M	Medium Vendor	Duns	1	1	1	1	1	1	21	21	237	17942828.6163
2011	DHS	N	Sometimes Small Vendor	PID	1	0	0	0	1	0	3	3	16	33519.6000
2019	DHS	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	3	2	124	310273.9763
2007	GSA	S	Always Small Vendor	Name	1	0	0	0	0	0	1	1	7	16433.5493
2018	Other Agencies	B	Big Five	PID	1	1	1	1	1	1	5	5	2218	1249558193.9460
1991	Defense	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	10	NULL	414454539.0000
2018	HHS	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	1	-6130.0000
2001	NASA	M	Medium Vendor	PID	1	1	1	1	1	1	5	5	15	1129764.0000
2018	GSA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	6	9	20	87356.9094
2017	GSA	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	43	53	338	802420.8498
2014	Other Agencies	S	Always Small Vendor	Duns	1	0	0	0	1	0	56	56	65	168052.8800
2012	NASA	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	32	32	43	563956.0809
2010	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	218	218	583	5290823.8380
2017	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	9949	9949	37504	1006363128.4153
2012	VA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	13	13	0	0.0000
2019	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	127	158	1232	4295355.8523
1993	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	5	5	1	33852.0000
2020	DHS	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	15	15	78	64636348.7269
2005	Energy	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	1	2588.1299
2010	NASA	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	5	5	21	585190.9300
2015	Other Agencies	L	Large Vendor	PID	NULL	NULL	1	1	1	1	1	1	0	0.0000
1995	Defense	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	9506	20460984574.0000
2016	Energy	J	Large: Big 5 JV	PID	1	0	1	1	1	1	3	3	136	2844366146.6255
2009	NASA	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	9	10	60	13395670.8413
2010	HHS	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	43	43	284	71823269.8218
2008	VA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	189	189	0	3298527.3164
2004	HHS	L	Large Vendor	PID	1	0	0	0	1	1	1	1	1	360.0000
2000	Defense	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	1	1	1	29995.0000
2013	HHS	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	13	19	41	2276744.3084
2018	HHS	S	Always Small Vendor	Duns	1	0	0	0	0	0	1	1	1	-5475.0000
2013	Other Agencies	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	4	4	0	4738153.5000
2013	GSA	M	Medium Vendor	PID	1	1	1	1	1	1	55	55	623	119298992.9938
2018	Other Agencies	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	1357	1357	2538	8502334.3991
2014	Energy	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	8	8	288	2821047.7158
2012	DHS	S	Always Small Vendor	PID	1	0	0	0	0	0	2	2	2	3878.1899
2002	NASA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	1	12200.0000
2004	GSA	U	Unlabeled Vendor	Name	NULL	NULL	0	1	1	1	1	1	226	654453.1391
2001	Energy	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	67	67	533	108430463.0288
2018	Other Agencies	M	Medium Vendor	Duns	1	1	0	0	0	0	2	2	2	3628.1299
2015	State and IAP	S	Always Small Vendor	Duns	1	1	0	0	1	1	3	3	11	73000.6208
2009	VA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	4	5	23	113821.8006
2006	NASA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	12	12	44	54200131.5172
2016	GSA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	188	188	285	1015854.4114
1997	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	41	41	280	19635985.0000
2006	HHS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	8	411	29501636.5969
2008	GSA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	90	90	0	679707.0165
1995	Defense	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	42	42	115	10183133.0000
2011	VA	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1245	1245	21973	305377345.3893
2004	DHS	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	12	12	9	5235.6001
2016	Defense	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	310	345	7217	16509606.0230
2006	VA	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	4	4	37	56553.8202
2007	DHS	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	10	11	17	149498.8600
2014	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	11151	11151	43680	1057259926.8786
2000	Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	30	30	72	994392.0000
2019	HHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	4	4	NULL	0.0000
2010	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	132	169	626	4358463.5950
2014	VA	S	Always Small Vendor	PID	1	0	0	0	1	0	3	3	4	15148.6600
2003	DHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2020	Energy	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	5	5	8	-1363878.9092
2018	GSA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	95	95	527	78221496.0574
2008	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	219	219	377	327141.6007
2014	State and IAP	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	21	34	247	1087532.1200
2005	Other Agencies	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	112	112	278	1618362.6774
2005	HHS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	6	578	53632758.1871
2003	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	19	19	27	1866979.0000
2007	Energy	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	6	6	32	735340.3131
2019	NULL	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	1	1	2	18000.0000
2010	State and IAP	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2017	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	463	463	653	701319.9106
2012	NASA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	534	534	4181	718267866.3134
2014	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	142	142	247	216918.4900
2009	HHS	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	10900.0000
2016	Energy	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	116	116	160	458962.2415
2009	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	17	17	0	2139457.3951
2014	DHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2015	VA	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	106	106	558	2315928.8681
2005	Other Agencies	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	1	1	0	0.0000
2017	Other Agencies	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	7	7	9	34717.9000
2013	Energy	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	1	2	0.0000
2006	HHS	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	88	88	1071	105078441.5807
2015	VA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	4	4	26	82494.4305
2002	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	151	292	1710	192622777.3541
2020	Energy	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	11	12	214	4666082.4451
2009	Defense	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	73	74	151	367357.8909
2003	VA	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	1350	1350	4141	330962093.2687
2013	NASA	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	32	37	96	2189554.7800
2007	DHS	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	14	14	29	272183.9500
2008	HHS	L	Large Vendor	Name	1	1	1	1	1	1	1	2	4	30254.2998
2000	DHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	1	1	1	500000.0000
2008	Defense	B	Big Five	PID	1	1	1	1	1	1	5	5	77685	100786817494.3176
2011	DHS	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	79	87	210	4162408.6473
2017	GSA	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	3	3	93	7045.2698
2001	Energy	B	Big Five	PID	1	1	1	1	1	1	5	5	127	1671786531.5000
2009	Energy	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	4	4	7	69962.8389
2014	DHS	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	83	92	625	53023376.5594
2007	Defense	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	545	672	6423	150909024.2175
2017	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	6	6	0	0.0000
2009	HHS	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	18	18	77	562889.8600
2006	Defense	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	935	935	2581	7315541.3793
2018	Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	1823	1823	21294	6098267.0140
2020	Other Agencies	U	Unlabeled Vendor	Duns	1	1	1	1	1	1	4	3	9527	96646989.7649
2016	Other Agencies	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	1	1	0	0.0000
1999	Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	712	1311	9309	3267601211.0000
2019	HHS	M	Medium Vendor	PID	1	0	1	1	1	1	81	81	1672	821615252.3009
2015	VA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	700	700	65800	981687827.9409
2017	Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	45	45	446	-411157.9684
2008	VA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	9	10	0	0.0000
2008	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	49	65	1348	438424.3600
2002	Energy	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	61	61	137	7271276.0000
2004	HHS	S	Always Small Vendor	Name	NULL	NULL	0	0	0	0	1	1	0	0.0000
2013	HHS	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	219	525	7520	375941130.5377
2006	VA	L	Large Vendor	PID	1	0	0	1	1	1	3	3	73	515990.1805
2015	Defense	S	Always Small Vendor	PID	1	0	0	0	1	0	6	6	14	66999.6604
2009	State and IAP	M	Medium Vendor	PID	1	0	0	0	1	1	3	3	3	71341.5667
2016	Other Agencies	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	7	7	16	47554.5100
2016	Defense	B	Big Five	PID	1	0	1	1	1	1	1	1	1	0.0000
2017	NASA	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	21	21	28	326761.6602
2003	State and IAP	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	100	100	498	134152554.0393
2007	Other Agencies	M	Medium Vendor	PID	1	1	0	1	1	1	2	2	5	273849.0781
2010	Defense	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	21	28	244	7967773.8922
2005	DHS	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	1	0	12000.0000
2014	Other Agencies	N	Sometimes Small Vendor	PID	1	1	0	0	1	0	1	1	11	3493.8500
2016	VA	L	Large Vendor	PID	1	0	0	0	1	1	1	1	3	2160.0000
2007	HHS	M	Medium Vendor	PID	1	0	0	1	1	1	6	6	8	369618.0000
2003	State and IAP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	7	108	10296537.5392
2019	Other Agencies	S	Always Small Vendor	Duns	1	0	0	0	1	1	13	13	14	103295.0107
2007	Other Agencies	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	15	15	29	1784.8002
2004	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	83	87	128	428724.9603
2013	HHS	M	Medium Vendor	PID	1	1	0	1	1	1	3	3	11	147035.0000
2017	VA	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	213	285	8377	45292985.9103
2005	VA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	0	0.0000
2019	VA	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	1194	1194	50157	251520306.2404
2015	HHS	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	24	24	0	17953253.3548
2008	Other Agencies	S	Always Small Vendor	PID	1	0	0	0	0	0	6	6	13	-1335.0401
2002	GSA	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	81	81	5161	896231842.5679
2009	HHS	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	760	760	1322	5778121.0017
2015	NASA	J	Large: Big 5 JV	PID	1	0	1	1	1	1	2	2	33	373969686.4231
2006	State and IAP	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	51	51	80	160065.5416
2013	NASA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	5	5	7	21090.7500
2012	State and IAP	S	Always Small Vendor	Duns	1	1	0	0	1	0	1	1	1	4225.0000
2005	Energy	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	16	16	22	801983.7256
2003	DHS	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	0	25000.0000
2017	VA	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	62	62	389	48955.5404
2013	Other Agencies	S	Always Small Vendor	Duns	1	1	0	1	1	1	1	1	1	25000.0000
2008	DHS	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	27	28	49	47241.0200
2002	GSA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	2	2	8	92785.5000
2007	NASA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	6	6	10	38052.7698
2000	Energy	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	9	9	10	107966.0000
2007	Other Agencies	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	0	2	2	4	22241.6501
2018	DHS	L	Large Vendor	PID	1	0	0	1	1	1	7	7	81	666897.3974
2019	NATIONAL ENDOWMENT FOR THE HUMANITIES	S	Always Small Vendor	PDuns-1	1	0	0	0	0	0	1	1	1	-540.0000
2009	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	741	741	5523	715632855.9499
2008	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	231	282	74087	405653899.9595
1999	Defense	L	Large Vendor	PID	NULL	NULL	0	1	1	1	20	20	304	17897983.0000
