assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation.x,total_obligated_amount.x,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID.19_supplementals_for_overall_award,obligated_amount_from_COVID.19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,Funding_Agency_Name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date,USAspending_file_name,federal_action_obligation.y,total_obligated_amount.y,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space Technology,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,AnyTag
7300_16E8402803610005_16E84028036100052015OCT140_59.016_-NONE-,ASST_NON_16E8402803610005_7300,16E8402803610005,NA,16E84028036100052015OCT140,SAI NOT AVAILABLE,17000,17000,NA,NA,4250,4250,0,0,0,0,NA,NA,NA,NA,NA,2015-10-22,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M4NJE3M2TG31,005777578,NEWSTROM-DAVIS CONSTRUCTION COMPANY OF COLORADO,NEWSTROM-DAVIS CONSTRUCTION COMPANY OF COLORA,M4NJE3M2TG31,005777578,NEWSTROM-DAVIS CONSTRUCTION COMPANY OF COLORADO,NEWSTROM-DAVIS CONSTRUCTION COMPANY OF COLORADO,USA,UNITED STATES,13949 W. COLFAX AVENUE,NA,00000,LAKEWOOD,08059,JEFFERSON,08,CO,COLORADO,80401,0000,CO-06,CO-07,NA,NA,NA,NA,USA,UNITED STATES,08**001,AURORA,08001,ADAMS,08,COLORADO,800450000,CO-06,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,"BUILD SEMI-ANECHOIC CHAMBER, SOUND BOOTH & OFFICE SPACE","BUILD SEMI-ANECHOIC CHAMBER, SOUND BOOTH & OFFICE SPACE",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E8402803610005_7300/,2015-11-10,FY2016_073_Assistance_Full_20230909_1.csv,17000,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E8303495370001_16E83034953700012015OCT986_59.016_-NONE-,ASST_NON_16E8303495370001_7300,16E8303495370001,NA,16E83034953700012015OCT986,SAI NOT AVAILABLE,-18000,0,NA,NA,-2000,0,0,0,0,0,NA,NA,NA,NA,NA,2015-10-21,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GJ1KMHRZUU39,130455244,"VALLA CONSTRUCTION, INC.","VALLA CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,1232 NORTH HACKBERRY,NA,00000,SAN ANTONIO,48029,BEXAR,48,TX,TEXAS,78229,0000,TX-20,TX-20,NA,NA,NA,NA,USA,UNITED STATES,48**029,SAN ANTONIO,48029,BEXAR,48,TEXAS,782260000,TX-20,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,TENANT IMPROVEMENTS TO 4500 SF OF SHELL SPACE OF OFFICE FLEX BLDG,TENANT IMPROVEMENTS TO 4500 SF OF SHELL SPACE OF OFFICE FLEX BLDG,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E8303495370001_7300/,2015-11-10,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E8303495370001_16E83034953700012015OCT120_59.016_-NONE-,ASST_NON_16E8303495370001_7300,16E8303495370001,NA,16E83034953700012015OCT986,SAI NOT AVAILABLE,18000,0,NA,NA,2000,0,0,0,0,0,NA,NA,NA,NA,NA,2015-10-14,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GJ1KMHRZUU39,130455244,"VALLA CONSTRUCTION, INC.","VALLA CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,1232 NORTH HACKBERRY,NA,00000,SAN ANTONIO,48029,BEXAR,48,TX,TEXAS,78229,0000,TX-20,TX-20,NA,NA,NA,NA,USA,UNITED STATES,48**029,SAN ANTONIO,48029,BEXAR,48,TEXAS,782260000,TX-20,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,TENANT IMPROVEMENTS TO 4500 SF OF SHELL SPACE OF OFFICE FLEX BLDG,TENANT IMPROVEMENTS TO 4500 SF OF SHELL SPACE OF OFFICE FLEX BLDG,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E8303495370001_7300/,2015-11-10,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2742345980002_16E27423459800022015OCT666_59.016_-NONE-,ASST_NON_16E2742345980002_7300,16E2742345980002,NA,16E27423459800022015OCT666,SAI NOT AVAILABLE,4375,4375,NA,NA,1875,1875,0,0,0,0,NA,NA,NA,NA,NA,2015-10-14,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D6HEJER84DE8,078368368,"HEAFNER CONTRACTING, INC.","HEAFNER CONTRACTING, INC.",NA,NA,NA,NA,USA,UNITED STATES,27457 HEAFNER DR.,NA,00000,GODFREY,17083,JERSEY,17,IL,ILLINOIS,62035,0000,IL-13,IL-15,NA,NA,NA,NA,USA,UNITED STATES,17**119,NA,17119,MADISON,17,ILLINOIS,000000000,IL-13,NA,NA,59.016,PREFERRED SURETY BOND,NA,NA,09,NA,RED HAWK PARK RESTROOMS & PARKING SPACES,RED HAWK PARK RESTROOMS & PARKING SPACES,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2742345980002_7300/,2015-11-10,FY2016_073_Assistance_Full_20230909_1.csv,4375,4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2613374920009_16E26133749200092015OCT818_59.016_-NONE-,ASST_NON_16E2613374920009_7300,16E2613374920009,NA,16E26133749200092015OCT818,SAI NOT AVAILABLE,575408,575408,NA,NA,63934,63934,0,0,0,0,NA,NA,NA,NA,NA,2015-10-08,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FQ1AVUFXKME6,808285022,"TURNER STRATEGIC TECHNOLOGIES, LLC","TURNER STRATEGIC TECHNOLOGIES, LLC",FQ1AVUFXKME6,808285022,"TURNER STRATEGIC TECHNOLOGIES, LLC","TURNER STRATEGIC TECHNOLOGIES, LLC",USA,UNITED STATES,7440 CENTRAL BUSINESS PARK DR,NA,00000,NORFOLK,51710,NORFOLK CITY,51,VA,VIRGINIA,23513,2827,VA-02,VA-03,NA,NA,NA,NA,USA,UNITED STATES,51**710,NORFOLK,51710,NORFOLK (CITY),51,VIRGINIA,235110000,VA-02,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,"IGF PAINT WALLS & COLUMNS FOR DLA SPACES, 3RD FLOOR","IGF PAINT WALLS & COLUMNS FOR DLA SPACES, 3RD FLOOR",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2613374920009_7300/,2015-11-10,FY2016_073_Assistance_Full_20230909_1.csv,575408,575408,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2029141020001_16E20291410200012015OCT584_59.016_-NONE-,ASST_NON_16E2029141020001_7300,16E2029141020001,NA,16E20291410200012015OCT297,SAI NOT AVAILABLE,1010440,2480222,NA,NA,112271,742178,0,0,0,0,NA,NA,NA,NA,NA,2015-10-08,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HVVAE2M8FYT9,362736873,WMB FINANCIAL SOLUTIONS,W M B FINANCIAL SOLUTIONS DBA W M B GENERAL C,NA,NA,NA,NA,USA,UNITED STATES,2352 MARKET STREET,NA,00000,SAN FRANCISCO,06075,SAN FRANCISCO,06,CA,CALIFORNIA,94114,0000,CA-12,CA-11,NA,NA,NA,NA,USA,UNITED STATES,06**075,SAN FRANCISCO,06075,SAN FRANCISCO,06,CALIFORNIA,941110000,CA-12,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,RELOCATE AND RENOVATE OFFICE SPACE,RELOCATE AND RENOVATE OFFICE SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2029141020001_7300/,2015-11-10,FY2016_073_Assistance_Full_20230909_1.csv,2480222,4960444,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_17E7316628170001_17E73166281700012016OCT234_59.016_-NONE-,ASST_NON_17E7316628170001_7300,17E7316628170001,NA,NA,SAI NOT AVAILABLE,3600,0,NA,NA,400,400,0,0,-4000,0,NA,NA,NA,NA,NA,2016-10-26,2017,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHONE JACKS UNLIMITED, INC. DBA ALLAREA CONTR","PHONE JACKS UNLIMITED, INC. DBA ALLAREA CONTR",NA,NA,NA,NA,USA,UNITED STATES,8201 CENTRAL AVENUE NE,NA,00000,SPRING LAKE PARK,27003,ANOKA,27,MN,MINNESOTA,55432,0000,MN-04,MN-05,NA,NA,NA,NA,USA,UNITED STATES,27**123,SAINT PAUL,27123,RAMSEY,27,MINNESOTA,551550000,MN-04,NA,NA,59.015999999999998,SURETY BOND GURANTEE,NA,NA,09,NA,"DEMO AREA, PATCH & REPAIR OFFICE SPACE TO OPEN OFFICE AREA","DEMO AREA, PATCH & REPAIR OFFICE SPACE TO OPEN OFFICE AREA",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_17E7316628170001_7300/,2016-11-08,FY2017_073_Assistance_Full_20230909_1.csv,3600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_17E2236291520001_17E22362915200012016OCT70_59.016_-NONE-,ASST_NON_17E2236291520001_7300,17E2236291520001,NA,17E22362915200012016OCT70,SAI NOT AVAILABLE,509505,509505,NA,NA,56612,56612,0,0,0,0,NA,NA,NA,NA,NA,2016-10-07,2017,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BKC INDUSTRIES, INC","BKC INDUSTRIES, INC",NA,NA,NA,NA,USA,UNITED STATES,3288 DELSEA DR,NA,00000,FRANKLINVILLE,34015,GLOUCESTER,34,NJ,NEW JERSEY,08322,0000,NJ-02,NJ-02,NA,NA,NA,NA,USA,UNITED STATES,34**009,CAPE MAY,34009,CAPE MAY,34,NEW JERSEY,082040000,NJ-02,NA,NA,59.015999999999998,SURETY BOND GURANTEE,NA,NA,09,NA,"HSCG83-16-C-PFC024, USCG TRACEN CAPE MAY REPAIR LEAN TO SPACE GSK#204","HSCG83-16-C-PFC024, USCG TRACEN CAPE MAY REPAIR LEAN TO SPACE GSK#204",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_17E2236291520001_7300/,2016-11-08,FY2017_073_Assistance_Full_20230909_1.csv,509505,509505,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_17E4534809640003_17E45348096400032016OCT862_59.016_-NONE-,ASST_NON_17E4534809640003_7300,17E4534809640003,NA,NA,SAI NOT AVAILABLE,3500,0,NA,NA,1500,1500,0,0,-5000,0,NA,NA,NA,NA,NA,2016-10-05,2017,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIVERSITY CONSTRUCTION GROUP, LLC","DIVERSITY CONSTRUCTION GROUP, LLC",NA,NA,NA,NA,USA,UNITED STATES,531 CORTLAND CIRCLE,NA,00000,CHESHIRE,09009,NEW HAVEN,09,CT,CONNECTICUT,06410,0000,CT-05,CT-05,NA,NA,NA,NA,USA,UNITED STATES,09**009,NA,09009,NEW HAVEN,09,CONNECTICUT,000000000,CT-05,NA,NA,59.015999999999998,PREFERRED SURETY BOND,NA,NA,09,NA,UCONN HEALTH RENOVATION OF H.I.M. SPACE - OFFICE SPACE RENO,UCONN HEALTH RENOVATION OF H.I.M. SPACE - OFFICE SPACE RENO,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_17E4534809640003_7300/,2016-11-08,FY2017_073_Assistance_Full_20230909_1.csv,3500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_17E4534809640002_17E45348096400022016OCT659_59.016_-NONE-,ASST_NON_17E4534809640002_7300,17E4534809640002,NA,17E45348096400022016OCT659,SAI NOT AVAILABLE,84000,0,NA,NA,36000,0,0,0,0,0,NA,NA,NA,NA,NA,2016-10-03,2017,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIVERSITY CONSTRUCTION GROUP, LLC","DIVERSITY CONSTRUCTION GROUP, LLC",NA,NA,NA,NA,USA,UNITED STATES,531 CORTLAND CIRCLE,NA,00000,CHESHIRE,09009,NEW HAVEN,09,CT,CONNECTICUT,06410,0000,CT-05,CT-05,NA,NA,NA,NA,USA,UNITED STATES,09**009,NA,09009,NEW HAVEN,09,CONNECTICUT,000000000,CT-05,NA,NA,59.015999999999998,PREFERRED SURETY BOND,NA,NA,09,NA,"NEWINGTON HIGH SCHOOL-RENO FOR AEROSPACE, BIOMEDICAL, GENOMIC & CULINARY ACADEMI","NEWINGTON HIGH SCHOOL-RENO FOR AEROSPACE, BIOMEDICAL, GENOMIC & CULINARY ACADEMI",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_17E4534809640002_7300/,2016-11-08,FY2017_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_17E4534809640002_17E45348096400022016OCT652_59.016_-NONE-,ASST_NON_17E4534809640002_7300,17E4534809640002,NA,17E45348096400022016OCT659,SAI NOT AVAILABLE,-84000,0,NA,NA,-36000,0,0,0,0,0,NA,NA,NA,NA,NA,2016-10-03,2017,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DIVERSITY CONSTRUCTION GROUP, LLC","DIVERSITY CONSTRUCTION GROUP, LLC",NA,NA,NA,NA,USA,UNITED STATES,531 CORTLAND CIRCLE,NA,00000,CHESHIRE,09009,NEW HAVEN,09,CT,CONNECTICUT,06410,0000,CT-05,CT-05,NA,NA,NA,NA,USA,UNITED STATES,09**009,NA,09009,NEW HAVEN,09,CONNECTICUT,000000000,CT-05,NA,NA,59.015999999999998,PREFERRED SURETY BOND,NA,NA,09,NA,"NEWINGTON HIGH SCHOOL-RENO FOR AEROSPACE, BIOMEDICAL, GENOMIC & CULINARY ACADEMI","NEWINGTON HIGH SCHOOL-RENO FOR AEROSPACE, BIOMEDICAL, GENOMIC & CULINARY ACADEMI",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_17E4534809640002_7300/,2016-11-08,FY2017_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
8900_DECF0000059_-NONE-_81.126_A000,ASST_NON_DECF0000059_8900,DECF0000059,A000,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009-09-11,2009,2009-09-11,2009-12-19,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBTHGLM2G9D3,148284255,"TESLA, INC.","TESLA MOTORS, INC.",TBTHGLM2G9D3,148284255,"TESLA, INC.","TESLA MOTORS, INC.",NA,NA,3500 DEER CREEK RD,NA,65070,SAN CARLOS,0681.0,SAN MATEO,06,CA,CALIFORNIA,94070,0000,CA-12,CA-15,NA,NA,NA,SINGLE ZIP CODE,NA,NA,0665070,SAN CARLOS,NA,NA,06,CALIFORNIA,940700001,CA-12,NA,NA,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"TESLA MOTORS, INC., ATVM DIRECT LOAN AUTHORITY","TESLA MOTORS, INC., ATVM DIRECT LOAN AUTHORITY",NON,NA,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),C,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DECF0000059_8900/,2012-06-22,FY2009_089_Assistance_Full_20230908_1.csv,0,0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
8900_DECF0000060_-NONE-_81.126_A000,ASST_NON_DECF0000060_8900,DECF0000060,A000,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,0,0,1447500000,45017250,NA,NA,NA,NA,NA,2009-09-11,2009,2009-09-11,2011-03-15,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDHJNMFAJGS5,009602533,"NISSAN NORTH AMERICA, INC.",NISSAN NORTH AMERICA INC.,PMMZY68MNTL3,690542212,"NISSAN MOTOR CO.,LTD.","NISSAN MOTOR CO.,LTD.",NA,NA,ONE NISSAN WAY,NA,27740,FRANKLIN,47187.0,WILLIAMSON,47,TN,TENNESSEE,37067,0000,TN-07,TN-07,NA,NA,NA,SINGLE ZIP CODE,NA,NA,4727740,FRANKLIN,NA,NA,47,TENNESSEE,370640700,TN-07,NA,NA,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY","NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY",NON,NA,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),C,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DECF0000060_8900/,2012-06-22,FY2009_089_Assistance_Full_20230908_1.csv,0,0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
8900_DEFG5209NA29458_-NONE-_81.112_0001,ASST_NON_DEFG5209NA29458_8900,DEFG5209NA29458,0001,NA,SAI EXEMPT,0,224888,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,2010-07-02,2010,2010-09-11,2011-09-10,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M746VC6XMNH9,804878247,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,THE RESEARCH FOUNDATION OF STATE UNIVERSITY O,GMZUKXFDJMA9,020657151,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,NA,NA,NA,NA,71608,STONY BROOK,36103.0,SUFFOLK,36,NY,NEW YORK,11794,3362,NA,NY-01,NA,NA,NA,CITY-WIDE,NA,NA,3671608,STONY BROOK,NA,SUFFOLK,36,NEW YORK,NA,NA,NY-01,NA,81.112,STEWARDSHIP SCIENCE GRANT PROGRAM,NA,NA,07,NA,THERMOELASTICITY OF SSP MATERIALS:  AN INTEGRATED ACOUSTIC AND DIFFRACTION STUDY AT HIGH -P AND HIGH - T,THERMOELASTICITY OF SSP MATERIALS:  AN INTEGRATED ACOUSTIC AND DIFFRACTION STUDY AT HIGH -P AND HIGH - T,NON,NA,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,L,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DEFG5209NA29458_8900/,2015-02-18,FY2010_089_Assistance_Full_20230908_1.csv,0,224888,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
8900_DESC0004011_-NONE-_81.049_-NONE-,ASST_NON_DESC0004011_8900,DESC0004011,NA,NA,SAI EXEMPT,166259,315664,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,2010-06-10,2010,2010-03-15,2011-03-14,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,NA,NA,NA,NA,NA,NA,NA,NA,11800,CHAPEL HILL,37135.0,ORANGE,37,NC,NORTH CAROLINA,27599,1350,NC-04,NC-04,NA,NA,NA,CITY-WIDE,NA,NA,3711800,CHAPEL HILL,NA,DURHAM,37,NORTH CAROLINA,NA,NA,NC-04,NA,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,NA,NA,09,NA,"HIGHER-ORDER, SPACE-TIME ADAPTIVE FINITE VOLUME METHODS: ALGORITHMS, ANALYSIS AND APPLICATIONS","TAS::89 0222::TAS - HIGHER-ORDER, SPACE-TIME ADAPTIVE FINITE VOLUME METHODS: ALGORITHMS, ANALYSIS AND APPLICATIONS",NON,NA,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,L,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DESC0004011_8900/,2015-02-13,FY2010_089_Assistance_Full_20230908_1.csv,166259,315664,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
8900_DECF0000060_-NONE-_81.126_A001,ASST_NON_DECF0000060_8900,DECF0000060,A001,NA,SAI NOT AVAILABLE,0,0,NA,NA,0,0,0,0,1447500000,45017250,NA,NA,NA,NA,NA,2010-03-15,2010,2009-09-11,2011-03-15,089,Department of Energy,8900.0,Department of Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDHJNMFAJGS5,009602533,"NISSAN NORTH AMERICA, INC.",NISSAN NORTH AMERICA INC.,PMMZY68MNTL3,690542212,"NISSAN MOTOR CO.,LTD.","NISSAN MOTOR CO.,LTD.",NA,NA,ONE NISSAN WAY,NA,27740,FRANKLIN,47187.0,WILLIAMSON,47,TN,TENNESSEE,37067,0000,TN-07,TN-07,NA,NA,NA,SINGLE ZIP CODE,NA,NA,4727740,FRANKLIN,NA,NA,47,TENNESSEE,370640700,TN-07,NA,NA,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,NA,NA,07,NA,"NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY","NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY",NON,NA,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),C,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_DECF0000060_8900/,2012-06-22,FY2010_089_Assistance_Full_20230908_1.csv,0,0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
